,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X000877.SZ,X600011.SH,X002271.SZ,X600010.SH,X600660.SH,X600188.SH,X000708.SZ,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X000723.SZ,X600176.SH,X600426.SH,X000408.SZ,X000786.SZ,X600219.SH,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X600027.SH,X600688.SH,X600399.SH,X600801.SH,X300037.SZ,X300073.SZ,X002326.SZ,X600352.SH,X000825.SZ,X002353.SZ,X600489.SH,X600157.SH,X600516.SH,X000959.SZ,X600486.SH,X000807.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.294165046435185,0,0,0,0.0461909355844843,0.0156511462949554,0,0,0,0,0,0,0.0193462114179888,0,0.0238763592574453,0,0,0.0212611808783589,0,0.0389233003656285,0,-0.0198157577657409,0.056603222424014,0,0,0,0,0,0,0,0,0,0.0699469685786273,0.0938841145750543,0,0,0,0,0,0,0,0,0,0,0.109847075964773,0,0,0,0,0,-0.017178193937334,0,0,0,0,-0.102445729183268,0,0
X600028.SH,0.20450534716833,0,0.00507088128578227,0,0,0,0,0,0,0,0,0.00843562803580673,0,0,0,0.0516969355005469,0,0,0,0,0.0426536815418733,0,0,0.000124939439289341,0,0,0,0,0,0.0426937214282619,0,0,0,8.67361737988404e-19,0.0232674573789841,0,0.0210458747984494,0,-0.0589839653327695,0,0,0,0.0789479025814714,0,0,0,0,0,0,0,0,-0.0172707219462957,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0192422078931584,0,0,0.0188147658539082,0.0683789649571718,0,0.0912127118448927,-0.0472128283355586,0,0,0.282065896004959,0,0,-0.122944453661821,0,0,0,0,0.102011556730641,0,0,0,0,0,0,0,-0.120118426678825,0,-0.00536532583465532,0.20220884606059,0,0,0,0,0,0,0,0,0,0,0,0.068350590169608,0,0,0,0,-0.0255166822927137,0.0294481449887651,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0383018996113386,-0.0693445435347601,0,0.11643384375782,0.0653877565564929,0.0542457893437469,0,0.0102100640437446,0,0,0,0,0,0,0,0,0,0.164147684952534,0,0,0.142942276881371,0,0,0,0,0,0,0,0,-0.0629879106791872,0,0,0,0,0,-0.0668606735954598,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.040965509260255,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0440072107035254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184891271871959,0.262144764373443,0,0,0,0,0,-0.0909738163191394,0,0,0,0,0,0.219771564880797,0,0,-0.0730599445576627,0,0,0,0,0,0,0,0,0,0,0,-0.0626302253447045,0.104397891562661,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.586436784936237,0,0,0,0,0.165323174841731,-0.051938425248221,0,0,0.0841558405060225,0.266270743597469,0,0,0,-0.0661450251410247,0.107564964236802,0,0,0,0,0,0.0995307491239106,0,0,0,-0.0671992373446449,0,0,0.0982211752448907,0.10543745152157,0,0,0,0,0,0,0,0,0,-0.061087438809788,0,0,-0.00946155964443185,0,0,0,0,-0.0790460133727967,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.300341883956398,0.275730432679202,0,0,0,0,0,0,0,0,0.0852765819054996,0,0,0,0,0.164050404525577,0,0,0.183842983926351,-0.0828884050717099,0,0,0,0,0,0.041022261989362,0,0,0,0,0,-0.0362460525199742,0,0,0,0,0,0,0,0,0,0,0,-0.0523004439657481,0.128673434275117,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0096848425911392,0,0,0.0232520593416867,0.0149040416911039,0,0,0,0,0,0.110085696934379,0,0.103352854512375,0,0,0,0,0,0.000880233570972432,0,0,0,0,0,0,0,0,0,0,0.147850832980651,0,0,0,0,0.0431780242163659,0,0.0316775553181269,0,0,-0.00604579186975255,0.0130467169914808,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0733614898913286,0,0,0,0.489053575519833,0,0.0361032259301186,0.102914866705186,0.217830287636979,0,0,0,0.0530813918849812,0.071261347656183,0,0,0,0,0.0433929233238286,0,0,0,0,0,-0.21186699083151,0,0,0,0,0,0.0173667265241318,0,0,0.141093323916878,0,0,0,0,0,0,0,0,0,0,0,0,-0.00602537556204584,0,0,0,0,-0.0270081765802441,0,0
X002466.SZ,0,0,0,0,0,0.464847158030691,0.346608306850334,0,0.045661075296165,0,0,0,0,0,0,0,0.0242250708142136,0,0.0365095716205436,0,0,0,0,-0.110433005283466,0,0,0.117939869923978,0.0541538113460727,0,0,0,0,0,-0.0666957752388874,0,0,0,0,0.237560041264658,8.67361737988404e-19,0,0,0,0,0,0,0.148402978555463,0,0,0,0,0.0141673937534592,0,0,0,0,0,0,0
