,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600111.SH,X600157.SH,X600489.SH,X600027.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600299.SH,X300072.SZ,X600309.SH,X000792.SZ,X600660.SH,X601158.SH,X002075.SZ,X600583.SH,X600549.SH,X000723.SZ,X000408.SZ,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X002460.SZ,X000983.SZ,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0149072518635835,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-2.71050543121376e-20,0,0.106006843033549,0.0237303938613155,0,0,0,0,0,-0.0112211831489864,0,0,0,0,0,0,0,0,0,0,0,0.101074583309879,0,0,0,0,0,0,0,0.00227287107627296,0.0551017999434163,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.185295635861021,-0.050176013230565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499256834016158,0.0978327352334509,0,0,0,0.0324210898293747,0.008881205581732,-0.00283069532482749,0,0,0,0,0,0,-0.0128945542807106,0,0,0,0,0,0,0,0,0,0,0,0,0.0155365372819588,0.0341101156966182,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0903049492395556,3.46944695195361e-18,-0.0298413991397313,0.0784357777861946,0,0,0,0,0.00706219879542486,0.0704769681608775,0,0,0,0,0,0,0,0,0,0.0844603055382191,0,0,0,0,0,0.0348455717495177,0.0220687114468493,0.0656150483169284,0,0,0,0,0.00306576502618755,0,0,0,0,0,0,-0.0270046543381268,0,0,0,0,0,0.0507767571139066,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.100797618129108,0.0446238505202438,0,0.21084684952067,0.0333210897151691,-0.0271571638807533,0,0,0,0,0,0,0,-0.0858664063269511,0,0,0.0355004657293875,0,0,0,0,0,0,0,0,-0.00954414921727447,0,-6.93889390390723e-18,0,0.0658076142692331,0,0,0,0,0,0,-0.0570342649838439,0,0,0.0231841347957386,0,0,0,0,0,0.170352893044199,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.00643504681775828,0,0.00229523098898515,0,0.087876336327569,0,0,0,0.457030678658752,0,0,0,0,0,0,0.0221674860387581,0,0,0,0,0,0,0,0,-0.0187221430495142,0.0462328514366703,0,0,0,0,0,0,0,-0.0119384505719562,0,0,0.0234973272868664,0,0,0,0,0,0.0777416489638563,0,-0.00302455515904199,-0.0229360875767284,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0910559815101918,0,0,0,0,0.0257015798167368,0,0,0,0,-0.133865806207013,0,0,-1.73472347597681e-18,0,0,0,0.253308653701999,0,0.0528685408741859,0,0.141019407350649,0,0,0,0,0.0960650154410897,0,0.0887194971573058,0,-0.0152632726767447,0,0,0,0,0,-8.67361737988404e-19,0,0.148801349763041,0,0,-0.11735679009501,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.103464985582235,0,0,0,0,-0.00903390145454859,0,0,0,0,0,0.00140662867314535,0,0,0,0,-0.0101645859746938,0,0.0511740355526962,0,0.0676639679631428,0,0,0,0,0,0,0.0820869878962497,0,0.0967405270749822,0.0953380970357817,0,0,0,0,0.0129296764642535,0,0,0,0,0,0,-0.0298396873366891,0,-0.00759923621556025,0,0,0,0.0180671247879755,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.0166916130599005,0,0.0328667236981672,0,0,0,0,0.0170574365682463,0,0,0,0,0,0.082927702041251,0,0,0,0,0,0,0,0,0.091675134855774,0,0.0543252025156889,0,0,0,0,0.0368136795409529,0.22239612093535,0,0,0,0,0.114635730983301,0,0,0,0,0,0,-0.0118993476802941,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0315396511922493,0.124681940087412,0,0,0,0,0,0.0429909912075567,0,0,0,0.119025703106728,0,0.157647350606738,0,0.150880890255007,0,0,0,0,0.0322387491914013,0,0,0,0,0.145266900541289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364823177530754,0.0449362937786938,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554852240711717,0,0,0,0.184435164936444,0,0,0,0.0175116501820022,0,0,0,0.00803153085634082,0,0.0773482973280686,0,0,0,0,0,0,0.0258818938309414,0,-0.0487579050349597,0,0,0,0,0,0,0,0,0,0,0.00799463594098244,0.00494048899745933,0,0,0,0,0,0
X600188.SH,0,0,0,0,-0.0133404373283053,0.110881641508186,0,0,0,0,0,0,0,0,0,0,0,-0.0286413601664504,0,0,0,0,0.21002370662152,0,0,0,0,0,0,0.0703140808104184,0,0,0,0.0677652329559185,0,0,0,0,-0.141739744611346,0.462798664118079,0,0,0,0,0.115011665780318,0,0.17645965264256,0,0,0,0,0.019191480765045,0.0498704759940536,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0198186417391804,0,0.0530575727855454,0,0,0,0,0,0.0251987463096376,0,0,0,0,0,0,0,0,0,0,0,0,0.0863205644718081,0,0.101498672643389,0.1720777749966,0.0657793248263073,0,0,0,0,0,0,0,0,0,0,0.190771993300914,0,0,0,0,0,0,-0.0188515851043072,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0381634305897739,0.154224038517083,0,0.0176497609400659,0,0,0.013845549223131,0.0461716970930297,0,0,0,0,0.0398953270376176,0.0132946469109252,0,0,0,0,0,0.0721624303077724,0.0171135218081944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284828549114672,0,0,0,0,0,0,0,0,0,0,-0.0166574975620199,0.0460178042139188,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0639722371678728,0,0,0,0,0,0,0.10246202632751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535416587983586,0,0,0,0,0,0,0,0.245892075155823,0,0,0,0,0.143133645580358,0.103800566979035,0,0,0,0,0,0.0432764890081564,-0.0549300684251769,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0641065101352083,-0.0118567120124916,0.040985232634526,0,0,0,0,0.0720454346340026,0,0,0,0,0,0,0,0.0413489692950325,0.0808823696848121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015315776171556,0.0500027201551175,0,0,0,0,0,0,0,0,0,0,0,0,0.00276469629595267,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.550960706651271,0,0,0,0,0.049687889469481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118353158530414,0,0.271856772605369,0,0,0,0,0.188680651045791,0,0,0.109117831083926,0,0,0,0.0275656561337385,1.38777878078145e-17,0,0,-0.210047823135043,0,0.122255313805121,0,-0.045551253589023,0,0,0,0,-0.0758642925356765,-0.046498930250755,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.135748118223313,0,0.158416802436717,0.0916527930845992,0,0,0,0.0508493325455756,0,0,0,0,0.0636187267020823,0,0,0,0.176998756651864,0,0,0,0,0.00871431347272763,0.0763230708856541,0,0.147627758898717,0.0360802347230002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282035286746511,0.041445387648085,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.644812911796519,0,0,0,0.253670920756524,0,-0.134373684205281,0,0,0,0,-0.234482695333544,0,0,0,0,0,0,0,-0.161904123855619,0,0,-0.0444318239981968,0,-0.012891259590122,0,0,0,0,0.206512327705442,0.0118565272668159,0,0,0,0,0,0,0,0,0,0.131519648552919,0,-3.46944695195361e-18,0.126155769979151,-0.214979986331752,0,0,0,0,0
