,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600111.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000301.SZ,X000877.SZ,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X000408.SZ,X600219.SH,X300073.SZ,X002326.SZ,X600688.SH,X300037.SZ,X600516.SH,X601991.SH,X000786.SZ,X600399.SH,X000831.SZ,X600795.SH,X600141.SH,X600096.SH,X000825.SZ,X000959.SZ,X000155.SZ,X600352.SH,X600489.SH,X600486.SH,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.213698191199804,0,0,0,0.0107897422266894,0,0,0,0,0,0,0.0514123620897454,0.0502276376535457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121232391327748,0,0,3.46944695195361e-18,0.151707721845858,0,0.0319868620884531,0,0,0,0,0,0,0,0,0,0.0400039703922906,0,0,0,0,0.097162930344403,0,-0.0132228812505246,0,0,0,0,-0.100506198764159,0,0
X600028.SH,0.159604390130494,0,0,0,0,0,0,-0.000320696322139613,0,0.152180540590201,0,0,0.0818478373080572,0,0,0,0,0.0209767811442367,0,0,0,0,0,0,0,0,0,0.0252453572400191,0,0,-0.0227928208524117,0,0.0819235767533647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370212735473313,0.0828046076840352,0,0,-0.0105355766968993,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.189467222981027,0,0,0.0891928729364065,0,0.0956250686366478,0,0,0,0.516290630654558,0.0537839371998008,0,0,0,0,0.0015915904340711,-0.0770885054569339,0.0402840964649706,0,-0.0186568326578098,0,0,0,0,0,0,0,0,-0.00591519683864728,0,0,0,0,0,0,0.13103297995174,0,0.0482342163871722,0,0,0,0,0,0,0.00536896973713826,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.016483677836955,0,0,0,0,0,0,0,0.0154506441853698,-0.0437780588769426,0,0,0,0,0,0,0.203729677453857,0.10727808445302,0,0,0,0,0,-0.0378535821614108,0,0,0,0,0,0,0,0,-0.129045263035341,0.0354584458684086,0,0,0,0,0,0,0,-0.00524948954240536,0,0,0.0330120955511152,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.538640371269517,0,0,0,0.310808885206233,-0.111341144899864,0.0763688329797545,0,0,0,-0.118329350004916,0,0,0,0,0,0,0,0,0,0,0.047282509783232,0,0,0,0,0,0,0,0,0.0850579348374977,0,0,0.0383486525475428,0.0610429150468438,0,0,0,0,0.0524850330815447,0,0,0,0,0.0185567980042337,0.00310220301701882,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.134505843958085,0,0,0.416769793816612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161708425011662,0,0,0.105034125876405,0,0,0,0,0,0.135729718484521,0.1222581518867,0,0,-0.0586253460582077,0,0,0,0,0,0,0,-0.144812532048689,0,0,0.0220454070258184,0,0,0,-0.00128054591304753,0,0
X600585.SH,-0.0701522327256162,0,0,0,-0.0328769789487215,0,0,0,0,0,0,0,0.0796977672877328,0,0.372493883354969,0,0.0865805466114674,-0.0801195004136638,0,0,0,0,0.140913323820869,0,0,-0.0478575036443576,0,0,0.228672334767065,0,0,0,0,0,0,0,0.201098378081686,0,-0.0436998850238016,0,-0.0687919396746781,0,0,0.0141157779566243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.474531291857006,0.0272878066393001,0,0,0,0,0.0896188517554509,0,0,0.107086174043459,0,0,0,0,0,0,0,0,0,0,0,0,0.0421510137160606,0,0.163835805887146,0.0298824452410536,0,0.0144806006145727,0,0,0,0,0,0,0.036431780647308,0,0,0,0,0,0,0,0,0,0,0,0,-0.00137362354799083,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.00689701891489929,0,0,0.0587319724350306,0,0,0.151728759401618,0,0,0,0,0,0,0,-0.191414529175484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306717998330231,0,0.0298497151111758,0,0,0,0.0282142695958661,0,0,0.0570974958930492,-0.0631140949846848,0,0.319906113195154,0,0,0,0,0,0,-0.0198494465091035,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.123716087134178,0,0,0,0.202828041949487,0.0865162622316352,0,0,0,0,0.0886785482537706,0,0,0,0,0,0.00445923489510226,0.0329880203438313,0.066427173508082,-3.46944695195361e-18,0,0,0,0,0.030360967651453,0,0,0,0,0,0,0,0.273379251110297,0,0,0,0,0,0.00716593888816667,0,0,0,0.0146545014573224,0,0,0,0,0,0
