,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600157.SH,X600299.SH,X600111.SH,X601992.SH,X000792.SZ,X600188.SH,X601158.SH,X600160.SH,X600583.SH,X600623.SH,X000027.SZ,X000539.SZ,X600352.SH,X600309.SH,X600660.SH,X002466.SZ,X000709.SZ,X600098.SH,X000630.SZ,X000898.SZ,X000629.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600547.SH,X600489.SH,X000012.SZ,X600578.SH,X002004.SZ,X600315.SH,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.622528851883175,0.0284598151157255,0,0,0,0,0,0,0,0.0241770722918297,0,0,0,0,0,0,0,0,0,0,0,0.0310904021468445,0.0650644320958687,0,0,0,0,0.0450666922821196,0,0,0.0474180214829092,0,0,0,0,0,0,0,0.00465036865888649,0,0,0,0,0,0,0,0,0,0,0.0011914116465836,0,0,0,0,0,0,0
X600028.SH,0.321434552939635,0,0,0,0,0,0.103517125904001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238070206595919,0,0,0.171486744663012,0,0,0,0,0,0,0,0,0,0,0,0.0411261520077947,0,0,0,0.019765201394875,0,0,0.0151520330506786,0,0,0,0,0,0,0,0.00786544120796299,0,0.0198059981681398,0,0,0,0,0
X601088.SH,0.294997177756047,0,0,0,0,0,0.0709222169971613,0.219084881348119,0,0,0,0,0,0,0,0,0,0,0,0.0241778409136763,0.0136613438671304,0,1.73472347597681e-18,0,-0.0123525129693048,0,0,0,0,0,0.0333087459921159,0,0,0,0,0,0,0,0,0.0461275994068849,0,0,0,0,0,0,0,0,0,0,0,-0.00638896507931822,0.0147395314039043,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0513180047795675,0,0,0,0,0.300166765100595,0,0,0,0,0,0,0.000939035721647236,0.0797669635642573,0,0.057379452321422,0,0,0,0,0.00035922076520703,0,0,0,0,0,0,0,0,0,0.0239135703933317,0,0.0234981193909314,0,0,0.0307639905097764,0,0,0,0,0,0,0,0.000649391713305696,0.0182616059315399,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0128181226607847,0,0,0,0,0,0,0.409914425707352,0,0,0.0901024633282053,0,0,0,0,0,0,0,0,0,0.0153617635151545,0,0,0.0815734607342778,0,0.128737078128832,0,0,0,0.0706959168075991,0,0,0,0,0,0,0,0,0,0,-0.000125305007428544,0.00106376127297903,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182247854973654,0,0.00830409826641354,0,0,0,0,0,0,0,0,0,0,0.0957005860836105,0,0,0,0,0,0,0,0.0952419246381661,0.00027225565715409,0,0,0,0,0,0,0,0,0,0,0.0231849563082062,0,0,0,0,0,0
X600585.SH,0,0.235458195850656,0,0,0,0,0,0,0.0843583982547316,0,0,0,0,0,0,0,0,0,0.0153451904998517,0,0.0133088145839731,0,0.0290641896132433,0.0701342250350672,0,0,0,0.0608325462069564,0.00804709997505064,0,0.0519631913028978,0.155947429055936,0,0,0,0,0,0,0,0.0441249889531863,0,0,0,0,0,0,0,0.0257062880455943,0,0,-0.0216889382130739,0.00103706152509233,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.124720521337558,0,0,0,0.108644318702562,0,0,0.0333838021674287,0.0564507285197483,0.0691382921725752,0.0964004233567863,0,0,0,0,0.0827233559438089,0,0,0,0,0,0,0.0587150757721605,0,0,0,0,0,0,0.0612171374601637,0,0,0.0389786540475184,0,0.049531943653152,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0524392355619447,0,0,0,0.0668919725588541,0,0,0,0.0301894658263198,0,0,0,0.0733388600563994,0.00371819906471642,0,0,0.0402263682940182,0,0,0,0,0.0311566167942779,0,0,0,0.0667589686779193,0.0453885046297295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210843513610224,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142961990604027,0.0526570710890048,0.0048792371262473,0,0,0,0.207864750719581,0,0.00426701080354025,0,0,0,0,0,0,0,0,0.167497812785464,0,0.0262874263954964,0,0,0,0,0,0.123794521569717,0.0450003673620608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
