,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X600688.SH,X601898.SH,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600660.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X600339.SH,X000709.SZ,X600027.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000898.SZ,X000959.SZ,X601158.SH,X600299.SH,X600489.SH,X002460.SZ,X000408.SZ,X000883.SZ,X600583.SH,X600352.SH,X600219.SH,X000630.SZ,X000723.SZ,X000539.SZ,X600578.SH,X000027.SZ,X002271.SZ,X600021.SH,X600176.SH,X000792.SZ,X600160.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.237283965134464,0.0776299863780903,0,0,0,0,0.0360102304288885,-0.0136320143535308,0,0.0115238115641444,0,0,0,0.153746569367414,0,0,0,0.0958753802009096,0,-0.0220775966005869,0,0,0,0,0,0,0,0,0,0,0.0395032645343893,-0.0222787481468943,0,0,0.00633634431026052,0,0,0,0,0,0,0,0,0.0207994484031014,0,0,0,0,0,-0.0102356931161139,0.00172197736703627,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0363573346658854,0,0.0210628545774397,0.069469941014026,0,0,0,0,0.0512833139157342,0,0,0,0.0849558417652192,0,0,-0.0923810850713117,0,0,0,0,0,0,0.0642835666085928,0,0,0,0,-0.0793112001255304,0,0,0.0472433049393581,0.0288057676263528,0,0,0,0,0,0,0,0.0139947045238065,0,0,-0.0171633949660936,0,0,-0.000629222738032334,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0219092616413664,0,0,0,-0.0551668085774149,0,0,0,-0.0368218766717927,0,0,0,0,-0.00622335045704541,0,0,0.0226056115120459,0,0,-0.0216884846240896,0,0,0,0,0.166247092946191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423592216624881,0.248358555352373,0,0,0,0,-0.076701991716769,0.00789381457078959,-0.00197838722396208,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0120643814273526,0.0659135725063775,0,0,0.00997757634483411,0,-0.0915922595455332,0,0.0818509213958052,0,0,0,0,0,0,0,0,0,0,0,0.575872538309474,-0.0340434567679743,0,0,0.0392148725369757,0.0134204171156801,0,0,0,0,0,0,0,-0.00649913328219444,0.0397149859188662,0,0,0,0,0,0,0,0,0,-0.0412592757782218,0,0,0,0,0,0
X600011.SH,0,0,0.146389442612217,0.0309509105100233,0,0,0,0,0,0,0,0.0971184421971596,0,0,0,0,0,0,0,0,0.0361956664025898,-8.67361737988404e-19,0.478775844385234,0.00558082455456524,0,0,0.0705915199023155,0.0437974421278523,0,0,0,0,0,-0.00822873375298703,0,0,0,0,0,0,0,0,0,-0.18151469456911,0,0,0,0,0.0480793628914867,0,0.0798379515375878,-0.0442284011148122,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0834342204648052,0,0,0,0,0,0.364981376583273,0,0,-0.00130483763207249,0,-0.0734693938462598,0.133026107391631,0,0,-0.0227610550948582,0.0177977921003501,0,0,0,-0.0894959152682897,0,0,0,-0.00188802086312729,0,0,0,0,0.104458116108578,0,0,0.0988244725456054,0,0,0,0,0,0,-0.00474371496324587,0,0,0,0,-0.0665223050959986,0,0
X600010.SH,0,0,0,0.141417748157176,0,0,0,0,0.0159321371436968,0,0,-0.0547882992466011,0,0,0,0,0,0,0,0,0,0.0557907191330629,0,0,0,0,0.0671447251380155,0.103422433580989,0,0,0,0.0311468573932357,-0.00309616713956136,0,0,0,0,0,0,0,0,0,0.115563525680494,0,0,-0.0471608852577359,0,0,0,0,0,0.0258674126683481,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0419406362035039,0,0,0,0,0,0,0,0,0,0,0.0900921282486449,0,0,0,0,0,0,0.580479815236596,0,-0.144538905780326,0,0,0.328006923363199,0,0.301566313481125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229754084938068,0.0853189792094428,0,0.0376649207076072,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.554985313500228,-0.0860624459549836,0,-0.137143550832007,0,0,0,0.145766724026788,0,0.579060818047938,0,0.284077664612529,0,0,0,0,0,0,0,0,0,0,0.290846979544317,0,0,0,0,0,-0.410721384728212,0,0,0,0,0,0,0,0.238072545007486,0,0,0.0923498758538605,0,0,0,0,0,0,0.09797761989163,0.0145021455843771,0,0,0,0,0,0
X600688.SH,0.173754725153843,0.0314191987270061,0,0.0567184826448706,0,0,0,0.0145670291127137,0,0,0.0146382743236412,-0.0804170523467125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391965833843504,-0.0569355612965678,0,0,0.111175490008418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118402340106753,0,0,-0.0153649411197279,0,0,0,0,0,0
X601898.SH,0,0,0.185755218135625,0,0,0,0,0,0,0,0,0,0,0.0404751303801297,0,0,0.0734889888164601,0.0997491081459575,0,0.113430774973676,0.0555007671649196,0,0,0.123420650224101,0,0,0.0277975739091137,0,0,0,0,0,0,0,0,0.206744292727312,0,0,0,0,0,0.0186607236104537,0,0,0,0,0,0,-0.0295076310573113,0,-0.00299046839146814,0.00611754735527547,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.0725370005134255,0,-0.0650366468315356,-0.114123981642534,0,0,0,0,0,0,-0.260617864295345,0,-0.0564229047685482,0,0,0,0,0.2303510338168,-1.38777878078145e-17,0,0,0,0,0,0,0,0.25138729849375,0,0,0,0,0,0,0,0,0.139096889514451,0,0,0.168767369491261,0,0,0,0.203818935618146,0.185484478317609,0,0.135610740262408,-0.0989818680343453,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0222427074203051,0,0,0,0.0445755367206261,0,0,0.0330837142943379,0,0,0,0,0.0215727922690914,0,0,0,0,0.0790308174579167,0,-0.00603292095757018,0,0,0,0,0,0,0,0,0,-0.00491317522026145,0,-0.0252362339577147,0,0,0,0,0.049540050755223,0.0147047645097594,0,0,0.00369958456508311,0,0,0,0,0,0,0.0135267653983829,0,0,0,0,0,0
X600309.SH,0,0,0,-0.336358651615771,0,0,0,-0.0579471998687018,0,0,0,0,0,0,0,0,0,0,0,0.248580786620904,0,0.0920780048058792,0,0,0,0,0,0,0,0,0,0,-0.148279747562366,0,0,0,0,0,0,0,0,0.0344901022179863,0,0,0,0.181310200118714,0,0,0.142882245249877,0,0.00123994064444018,0.0366778661323736,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0406037426649615,0,0.0715078605747078,0,0,0,0.0465739818530129,0,0,0,0,0,0.535320004267789,0,0,0.183536401483142,0,0.291311917457341,0.0237861294174959,0,0,0,0,0,0,0,0,-0.0402872514870108,-0.10699970519994,0,0,0,0.00212956553786638,0,0,0,0,0,0,0.00407860567714111,0,0,0,-0.0186321121750424,0,0.00465289746006492,0.0156732089753794,0,0,0,0,0,0
