,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X002466.SZ,X601992.SH,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X600299.SH,X000709.SZ,X000629.SZ,X600352.SH,X600808.SH,X600219.SH,X600801.SH,X600489.SH,X601158.SH,X000786.SZ,X000825.SZ,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000792.SZ,X600339.SH,X601699.SH,X000408.SZ,X002110.SZ,X000301.SZ,X000630.SZ,X002271.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.25466389494654,0,0,0,0,-0.0778283833013887,0,0.170483731322117,0,0,0,0.0877950440840168,0,0,0,0,0,0,0,0,0,-0.0655826744744967,0,0,0,0,0,-0.00565788918490131,0,0,0,0.0158159957446239,0,0,0,0,-0.103273502905643,6.93889390390723e-18,0.0473831495253623,0,0,0.237684368995136,0,0,0,0.248601030559673,0,0,0,0,-0.0190978159779311,0.0562672915138442,0,0,0,-0.0267278794549714,0,0
X600028.SH,0.301638956578029,0,0,0.0750331924494307,0.279946369650912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127453594251101,0,0,0,0.0378793045947013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230286158697053,0,0,0,0,0,0.10483484197066,0,0,-0.0122825755478714,0.106602523749422,0,0,0,0,0,0
X601088.SH,0.255485838712595,0,0,0.105830841213224,0,-0.150537534729258,0,0,0,0,0,0,0,0,0,0,0.103524524747702,0,0,0.148900562211073,0,0.0571110554618143,0,0,0,0,-0.114875578200138,0,0.0601885526730707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179241283242916,0.0622625551230782,0,0,-0.0212677097128117,0,0,0.013160729438562,-0.0528227462279312,-0.230874283368538,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0257280717671908,0.0786323066629274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204294151357543,0,0,0.499296022252954,0,0,0,0,0,0,0,0,0.213475086633854,0,0,0,0,0,0,0,0.110238020448349,0,0.01864466741795,-0.0062067818098178,0,0,0,0,0,0
X600019.SH,0,0.132334837739469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185945424297849,0,0.0186501561739457,0.47935776798959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970907296863511,0,0,-0.00335873235063778,0,0,0,0,0,0.0511957097512773,0
X600011.SH,0,0.0685222818455252,0,0.0880260700416564,0,0,0,0.0174769405125125,0,-0.00904456019433945,0,0.00135565978517465,0,0,0.00072926004184268,0,0,0,0.702197359734775,0,0,0,0.0467788295209511,0,0.030620908265117,0,0,0,0,0,0,0,0,-0.21369694719829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147047565383648,0.0549009341047209,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.295328740601383,0,0,0.09474281784232,0,0,0,0,0,0,-0.198668587128024,0,-0.0466161072593479,-0.264165818743278,0,0,0,0,0,0,0,0,0,0,0.130448911770568,0.255343399551854,0,0,0,0.0283698904509675,-0.49932609109136,-0.102426132355569,0.241144772556315,0,0.236766426917906,0,-0.24576606590547,0,0
X600010.SH,0.0737752158144275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229803365065382,0,0.109827521547875,0,0,0,0,0.107657513864565,0,0,0.14920218055267,0.0784291558622718,0,0,0,0,-0.0663526021131082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265168832336186,0,0,0,0,0,0
X601898.SH,0.0780035359016556,0,0,0,0,0,0,0,0,0,0.204050312110607,0,0,0,0,0,0,0,0,0,0.0734011083205096,0,0,-0.0204124042897706,0,0,-0.0273857563880784,0,0,0,0,0,0,0.200624530821554,0,0,0,0,0,0,0,0,0.066692605749272,0.210008065601528,0,0.135158557663298,0.113461967695401,0,-0.0704925869105952,0,0,-0.00865772084796555,0,0,0,0,0,0,0
X600547.SH,0,0,0.0130804617376546,0,0,-0.0392474070805283,0.0617720037972879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484176157460617,0,0,0,0,0,0,0,2.16840434497101e-19,0.477186987799212,0,0,0.259291120417204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182419889558804,0,0,0.0177954842364831,0,0,0,0
