,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X600547.SH,X601898.SH,X002460.SZ,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X002271.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600489.SH,X000807.SZ,X601699.SH,X000983.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000539.SZ,X000408.SZ,X600219.SH,X600378.SH,X000629.SZ,X002080.SZ,X300037.SZ,X000723.SZ,X600688.SH,X600995.SH,X000630.SZ,X000933.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.728723621242956,0,0,0,0,0,0,0,0.0576628544689631,0,0,0,0,0,0,0,0,0,0,0,0,0.151762638828332,0,0,0,0,0,0,0.0464431510296368,0,0,0,0,0.149054021308597,0,0,0,0,0,0.0656542750123771,0,-0.289643643751204,0.0752200377223286,0,0,0,0,0,0,0,0,-0.0584085245308212,-0.0197380133103026,0,0,0,0,0
X600028.SH,0.656510857240167,0,0,0,0,0,0.20218583700582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115816285534109,0,0,0,-0.0186603398102645,0,0.0813501801608798,0,0,0,0,0,-0.0200216431927083,0,0,0,0,0,0,0,0,0,0,0,-0.121179234505912,0,0,0,-0.00485323016494756,-0.0568882748922019,0,0.0639431556619102,0,0,0,0,0,0
X601088.SH,0.0415575946160632,0,0,0,0,0,0,0.420978740024256,0,0,0,0,0,0,0,0,0.0533610300619641,0,0,0,0,0.0369173386173987,0.0100112375401803,0,0,0.0223925361914844,0.194602871483347,0,0,-0.0131437144046255,0.0378218511574685,0,0,0,-0.0398045626169063,0,0,0,0,0,0,0,0,0,0,-0.200756094195673,0,0,0,0,-0.0118496213783533,-0.0112386221986618,0.00912855959387172,0,0,0,0,0,0
X600309.SH,-0.0591073285094327,0,0,0,0,0,0.0669556369963036,0,0,0,0,0,0,0,0,0,-0.0526565721992069,0,0.00401059062876007,0,0,0,0.142174351280323,0,0,-0.0136103212785875,0,0,-0.0639981334595875,0,0,0,0,0.00884741899279248,0,0,0,0,0,0,0,0.254329080737544,0,0,0,0,0,0.0426942560555815,0,0.0150236936231081,0,0.000217139105050287,-0.0103240617432386,0,0,0,0,0,0
X600011.SH,0,0.317477662604657,0,0,0,0,0.0594145875657725,0,0,0,0,0,0,0,0.481263690967696,0,0,0,0,0,0,-0.0181149349294165,0,0,0,0.429165672032505,0,0,0,0,0,0,0,-0.333354861034668,0,0,0,0,0,0,0,-0.0843460179612702,0,0,0,0,0,0,0.140359882079643,0,0,-0.0534331663401681,-0.0164438365825086,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135373427248546,0.0510167506884248,0.134041820021619,0,0,0.0552660692046918,0,0,0,0,0.12419157346891,0.097064428850035,0,0.0177765997212127,0,0.0316992795684044,0,0.0620201535817723,0,0,0,0,0,0,0,0.0266409520454405,0,0,0,0,0,0.00242954622717882,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.149326351577034,0.214898986768547,0,0,0,0,0.217415529822181,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.213700843372285,0,0,0,0,0,0,0,0,0,0,0.07409763691648,0.273856958329325,0,0.00203183776068565,0,0,0,-0.0496303850408774,0,0,0,0,0,0,0,-0.02270723757528,-0.043260996578547,0,0,0,0,0,0
X600188.SH,0,0,0.555538746039606,0,0,0,0,0,0,0,0,0,0,0,-0.257176210881375,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.516538351016645,0.043778794419759,0.368091153449526,0,0,0.116683186564905,0,0.135937005206371,0,0,0,0,0,0.145081893811472,0.118915575089429,0,0,0,0,0,0,0,0.0808254977778097,-0.141727685083874,0,0,0,0,0,0
X600547.SH,-2.16840434497101e-19,0.0483411815603033,0,0,0,0.100713940102512,0,0,0,0,0,0,0,0,0,0,0,0,-0.182783287598316,0,0,-0.0540591553763209,0,0,0,0,0,0.114246350416758,0,0.703224369084216,0.0120300705734715,0.0199790105822814,0,0,0,0,0,0,0,-0.148044501048793,0,0,-0.0469891779439066,0,0,0.0900086027438802,0,0,-0.248818436202077,0,0,-8.67361737988404e-19,-0.0165404266733683,0,0,0,0,0,0
X601898.SH,0.177683561852434,0,0.0679729823563555,0,0,0,0,0.196164348354327,0,0,0,0,0.147421664314014,0.0129446784610422,0,0,0,0,0.143662474056302,0,0,0.0204720490442208,-0.222197559944643,0,0,0,0,0,0,0,0,0.0799781334073433,0.125156900331566,0.0734098082036618,0,0,-0.117513466089148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141708780678105,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,-0.108211424031934,0.0494957485944182,0,0.00201328178659175,0,0,0,0,0,0.740890137404634,0,0,0,0,0,0,0,0,0.065322975958979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574109688308719,0,0,0,0,0,0,0,0.214351750792262,0,-0.110709031217112,0,0,0.0641609694163025,-4.33680868994202e-19,-0.0496439858082917,0,0.380590163623114,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122676310541011,0,0,0.0275366321749662,0,0,0,0,0,0.120445631656037,0,0,0,0,0,0,0.0413604895696289,0.608938537481294,0,0,0.135241939341769,-0.0536199230121367,0,0,0,0,0.0198457417193291,0,0,-0.111609141671816,0.0688364699013363,0,0.0585458878835121,0,0,0,0,0.137189183651555,0.00134214930927234,0,-0.268101201349089,0,0,0,0,0
