,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600188.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X600299.SH,X000709.SZ,X600612.SH,X002466.SZ,X601158.SH,X002460.SZ,X000629.SZ,X000883.SZ,X600426.SH,X002353.SZ,X600219.SH,X600583.SH,X000630.SZ,X600021.SH,X600985.SH,X000027.SZ,X600315.SH,X000553.SZ,X600578.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895096935428003,0.120221116469408,0,-0.00714861693103612,0,0,0,0,0,0,0,0,0,0,0.0410633392646293,0,0,0.0425167505751299,0,0,0.0599631798727815,0,0,0.0220732561020829,0,0.01485982748612,0,0,0,0,0,0,0,0,0,-0.00749015590445802,0.0170813952943118,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0243194808620101,0,0,0,0,0,0,0,0,0.00127599582143243,0,0.169045127581936,-0.000526464233707047,0,0,0.0156276978872005,0,0,0,0,0,0.00822422197716539,0,0.132111149653188,0,0,0,0,0,0,0,0.0149706532089703,0.0914280731600091,0,0,0,0,0,0,0,0,0,0,0,-0.0221330925752095,0.00906470952690337,0,0,0,0,0,0
X601088.SH,0,0,0,0.0232430728624798,0,0,0,0,0,0,0,0,0,0,0,0,0.0206262872508187,0,0.240919449125386,-0.0885583150094732,0,0,4.33680868994202e-19,0,0.139963730937539,0,0,0,0,0,0.0296212465502762,0,0,0,0,0,0.073915240496672,0.183744670445086,0,-0.123062503615752,0,0,0,0,0,0,0,0.0432169226144136,0,0,0,-0.00206744823133729,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934349660926645,0.429488603359442,0.0402674943359458,-0.015588909491975,0,0.273063186187849,0,0,0,0,0,0,-0.0034036277728831,0,0,0.0243244439843126,0.0128510539931928,0,0,-0.025544987745863,0,0,0,0,0,0,0,0,-0.0570539550050788,-0.0816578153112122,0,-0.0174740395103987,0.0153731520776071,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.376854202632688,0,0,0,0,0,0,0,0,0,0,0,0,0.167743194339911,0,0,0,0,0.0539241578351395,0,0.114405953259524,0,0,0,0,0,0,0,0,0,0,-0.0819825316325065,0,-0.0100901999046519,0,0,0,0,0,0.192463163374256,0,0,0,0.003734895584748,0.0188234877842944,0,0,0,0.0328662605519949,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0244320161787494,0,0,0,0.000794745728972456,0,0,0,0.109639812869963,0.0338916156336675,0,0,0,0,0.0149675039327539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645809622506423,0,0,0,0,0,0,0,0,0,0,0.0580444014814126,0,0,0,-0.0207392555948486,0.0104714861573037,0,0,0,0.133435345765654,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.312995838119422,0,0,0,0,0,0,0,0,-0.0776225788891661,3.46944695195361e-18,0.735678669800328,0,0,0,0,0,0,0,0,0,-0.0659362540195254,0,0,0,0.0574492410085924,0,0,0,0,0,-0.11373179585579,0,0,-0.18610957934047,0.136432201261451,0,-0.0510820538833971,0,-0.0518081357107208,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.308746706526357,0,0,0,0,0,0,-0.0134966508828306,0,0,-0.00619856948576216,0.388328998660705,0,0,0,0,-0.0196282682878878,0,0,0.051553672342858,-0.0817802099851778,0,0,0,0,0,0,0,0,-0.0944684673148233,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136488700858116,0.00854485151567077,0,0,0,0.0721546952760034,0,0
X600010.SH,0,0,0,0,0,0,-0.0109063534322451,0,0,-0.0862878972231197,0.337993332386197,0.00414268153946399,0,0,0,0,0,0,0,0.0737108135698861,0,-0.0125074484950271,0.0644947422789096,0,0.181666437278438,0,0.0637274836192327,0,0,0.0734218387598299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517956171120166,0,0,0,0,0,0,0,-0.0383529024400976,0,0,0,0.152831582344522,0,0
X600886.SH,0,0,0,0.0800647006012067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205588162378601,0.00998540845062484,0,0.0700095470386045,0,0,0,0,0,0.191309116842784,-0.209812243664368,0,0,0.0855059222954423,0,0,0.362337819975841,0,0,0,0,0,0,0,0,0,0,0.132578050008253,0,0,0,0,0.0168235714331052,0,0,0,0,-0.0512995308411194,0,0
