,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X601991.SH,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X601992.SH,X600623.SH,X600489.SH,X000792.SZ,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X600549.SH,X000709.SZ,X000723.SZ,X000539.SZ,X600352.SH,X000898.SZ,X002407.SZ,X000027.SZ,X000983.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X600176.SH,X000012.SZ,X600612.SH,X000060.SZ,X000761.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0830836993294034,0,0,0,0.00140221042516898,0,0,0,0.0314401631250407,0.0366475799118376,0,0,0,0,0,0,0.180064863016409,0,0,0,0,0,0,0,-0.0234242186267301,0,-0.0390458938361464,0,0,0,-8.67361737988404e-19,0,0,0,-0.0270889550321178,0,0,0,0,0,0,0,0,0,0.003660409578098,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.291225276436458,0,0,-0.00135068967111137,0,0,0,-0.0230251661325319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118128047888855,0,0,0,-0.0403212853619718,0,0,0,-0.034642456428543,0,0,0.0409374963752065,-0.0408116522287021,0,0,0,0,0.0181178249419568,0.0283152493195429,0,0,0.0109058564762495,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.234954960915904,3.46944695195361e-18,0,0,-0.0240949901503995,0.00724554307873697,0,0,0.0545013862092512,0.0255572769780612,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0400214191005677,0,0.0550922599015895,0,0,0,-0.0108487742065529,0,0.0369617245851854,0,0,0,0,0,0,0,0,0,0,0,0.0196268765857506,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0637202987733018,0,0,0,0,-0.047313545034752,0,0,0,0,0.0235986058008344,0,0,0.017230563678576,0,0.0412417678061429,0,0,0,0,0,0,-0.022042891082413,0,0,0,0.0256220009736441,0,0,0,0,0,0,0.2954413676242,0,0.0167531423234991,0,0,0.0291870731793813,0,0,0,0,0,0,-0.0116426863833638,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00482082456735736,0,0,0,0.0241461447378965,0,0,0,0,0,0.361114945434256,0,0,0,0,0.037498266020952,0,0,0,0,0,0.0433741322875683,0,0,0,0,1.73472347597681e-18,0,0.166739443137347,0,0,0,0,0,0.00844224960768655,0.0302690907775335,0,0,0,0,0.100664749329015,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318362589362075,0,0.00240388805230473,0,0,0,0,0.0298202541065303,0.0867707120412775,0,0,0.0407359880844218,0.0734814496900403,0,0,0,0.33183394481466,-0.0223168431040577,0,0.0117880751839474,0,0,-0.0582371960480179,0,0,0,0,0,0,0,0,0.0363095367623866,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.129280454840153,0,0,0,0,0,0.0778696742694702,0,0,0,0.0272722335622594,0.211047040822642,0,0,-0.150365967827098,0,0,0,0,0,0,0,0,-0.016958069778469,0,0,0,0.101445286720976,0,0,0,0.142930891336424,0,0,0,0,0,0.200884480702294,0,-0.00179207283428492,0,0,0,-0.130659620551549,0,0,0,0,0.260516113980904,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0821289198997411,0,0.0393135889646996,0,0.0108506159680537,0,0,1.0842021724855e-19,0,0,0,2.71050543121376e-20,0,0,0,0.136358362833584,0,0,0,0.118758663122421,0.011607118171119,0,0,0,0.0380479525801949,0,0.0945429066218975,0,0,0,0,0,0.155672584683922,0,0.0205770941225845,0,0,0,0,1.73472347597681e-18,0.118754393807595,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130980381916447,0,0.151605923111561,0,0.256018164016864,0.0654135371920749,0,0.0367960697004138,0.195579933143685,0.0561538510044759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468980900764633,0,0,0,-0.0398408319085733,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0739587208809532,0,0,0.0249556721525228,0,0,0,0,0,0,0,0,0,0,0,0.0180470135956574,0,0,0.0813357706907956,0,0,0,0,0,0,0,0,0,0.0207231144528847,0,0,0,0,0.0291477597621755,0,0,0,0.00254159980450989,0,0,0.0330324834788002,0,0,0,0,0,0
