,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X002466.SZ,X600157.SH,X600886.SH,X600111.SH,X600362.SH,X600547.SH,X600188.SH,X601992.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X601158.SH,X600489.SH,X600583.SH,X000709.SZ,X000883.SZ,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X002460.SZ,X002407.SZ,X000723.SZ,X000027.SZ,X002470.SZ,X000630.SZ,X600549.SH,X600021.SH,X600176.SH,X600098.SH,X002075.SZ,X000012.SZ,X000983.SZ,X000629.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0585097758581893,0,0,0,0,0,0.0134538647769556,0,0,0.0213823802807297,0,0,0,0,0,0.009659609980866,0,0.194056582339663,0,0,0.0881661054456718,0,0.0395949497644794,0,0,0,0,0,0,0,0,0.0465401605032096,0,0,0,0.0191478094971376,0.0215596006093598,0,0,0,0,0.0258226416423305,0,0,0,0,0,0,0,0,0
X600028.SH,0.0623886449737875,0,0,0,0,0,0,0.0594641478819652,0,0,0,0,0,8.67361737988404e-19,8.67361737988404e-19,-0.00261995909494855,0,0,0,0,0.0161618853771851,0,0,0,0,0.0743917055584172,0,0,0.272623139181656,0,0,0,0,0,0,0,0,-0.0590259493533739,0,0,0,0.0328107960206924,0,0,0,0,0,0,0,0,0,0.00205822305985131,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.239718697833347,0,0,0,0,0,0,0.0510727789055339,0,0,0,0,0.0500860185455513,0,0,0.0302756520880018,0,0,0,0.0739787769682877,0,0,0,0,0,0,0,0,0,0,0,0.0926134152368623,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.130074902095709,0,0,-0.0265074954365255,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0258549512487018,0.019260500730621,0,0,0,0,0.391162626303929,0,0,0,0,0,0,-0.0022195476559396,0,0,0,0,0.0413717875931987,0.0437879718496939,0,0,0.0913008028346352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00342542067295129,-0.0124366531385124,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255148032823401,0,0.249041450383868,0,0,0,0,0,0,0,0,0,0,0.0248781479143142,0.024233987950398,0,0,0,0,0,0,0,0.171395383116891,0,0,0,0.149107196865593,0,0,0,0,0.0757519936794552,0,0.0371482529142948,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0541230134978336,0,0,0,0,0,0.045594827661403,0,0,0,0,0,0,0,0,0,0.00593762040226136,6.93889390390723e-18,0,0,0,0,0.0161946121275117,0,0,0,0.249575075271553,0,0,0,0,0,0,0,0.0725405364461183,0,0,0,0.0383861634524267,0.088278411787988,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0243305661357043,0,0,0.198240564938774,0,0,0,0,0,0,0,0.0656645064321381,0,0,0,0.00950387516539128,0,0,0,0.154092561719931,0.205384971041733,0,0,0,0,0,0,0.0459035202639722,0,0,0,0,0,0,0,0,0,0,0,0.178549725615693,0,0,0,0,0,0,0,0,0,-0.0169385741930217,0,0.032626335860581,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.0326734015177626,0.165566871580516,0,0,0.00351219878010407,0,0,0.183953983858636,0,0,0,0,0.268458451655274,0,0,0,0,0.0141335485986257,0,0,0,0,-1.38777878078145e-17,0,0.0354347481173868,0,0.0222040375756833,0,0,0.202400201208237,0,0,-0.0577488735504442,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428955200736261,0,0,0,0,0,0,0,0.0355076282223012,0.104181864550303,0,0,0,0.149987048990104,0.0640771361137045,0,0,0.186489036582033,0,0,0,0,0.105585957387095,0,0,0,0.0458771750077994,0,0.110718856256877,-4.33680868994202e-19,0,0,0.00752805917694948,0,0.0145694241079815,0,-0.0120571755422459,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.201141420052479,0,0.0489330843344422,0,0,0,0,0,0,0,0,0,0,0,0,0.135796098642976,0,0,0,0.152406434003775,0,0,0,0,0,0,0,0.0902284021384261,0,0,0,0.00524539376093876,0.172725816502679,0,0,0,0.132428219320585,0,0,0,0,0,0,0,-0.210577221673729,0,-0.0203381561634716,0,0,0,0,0,0,0
