,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X600583.SH,X000630.SZ,X000792.SZ,X002466.SZ,X600098.SH,X600352.SH,X000408.SZ,X600219.SH,X000883.SZ,X000723.SZ,X000539.SZ,X000825.SZ,X002092.SZ,X000027.SZ,X601699.SH,X000983.SZ,X600021.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.357901560425245,0,0,0,0,0,0,0.00887407875373662,0,0,0,0,0,0,0,0,0,0,0,0.00061463460191167,0.0166308668477399,0,0,0.0858255995995746,0,0,0,0.00831976785217329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979873960675562,0,2.16840434497101e-19,-0.00583210563593377,0,0,0,0,0,0
X600028.SH,0.808036225485886,0,0,0,0,0.032479838147816,0,0,0,0,0.0742232139743345,0.028872382385873,0,0,0,0,0,0,0,0,0.142980377248905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276248735484668,0,-0.0192489435827639,0,0,0,0,0.0685517879392381,0,0,0,0.0237781268119877,-0.000275893139128743,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.412917348214853,0.00598414189861214,0,0.0855811026293371,0,0,0,0.037573598165401,0,0,0,0,0,0,0,0,0,0.052030982886409,0,0,0,0,0,0,0.0134980938907518,0,0,0,0,0,0,0,0,0,0.0681553000020127,0,0,0,0,0.0271368005283209,0.0349815176756278,-0.127225486196259,0.0333393180118356,-0.0178978901219059,0.0131956992657491,0,0,0,0,0,0
X600019.SH,0,0,0.194445980978284,0,0.231215772505789,0,0,0,0,0,-0.106381022606847,0,0,-0.0646758055034187,0.129725464495531,0,0,0,0,0,0,0,0,0,0.177609106563296,0,0,0,0,0,0,0,0,0,0,-0.248695813324573,0,0,0,0,0,0,0,0,0.0344286698315515,0,0.0291440813175763,0,-0.145629486150224,0.0393132127119259,-0.0250967127720311,0.0244650724644047,0,0,0,-0.564148534624179,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0732095692400118,0,0.208799534084764,-0.0863343676685597,0,0,0,0,0,0,0,0,0,0,-0.0607894635297135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214465349180886,0,-0.0199562266883374,0.13533324308887,0,0,0,0.0151150863657533,0.0148749795897281,0,0.044431480400175,-0.0162234962135437,0.0152284180178321,0.113254432849334,0,0,0,0,0
X600585.SH,0,0.0707721765955703,0,0.0648189236675182,0,0,0,0,0,0,0,0,0,0,0.168632305706846,0,0,0,0,0,0.0915272715486706,0,0,-0.0242896846797719,0.10989443578385,0,0,0,0,0,0,0,0,0,0.0998761877389224,0,-0.391300673089464,0,0,0,0,0,0,0,0.0171852176568953,0,0.0496312409184562,0,0,-0.289178474366279,-0.0149872811812991,0.0163945086443949,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.03937545381008,0,0,0.0302896909341525,0,0,0.0685106767653003,0,0,0,0,0,0,0,0,0,0.176941528152426,0,0,0,0,0,0,0,0,0,0.114439673939755,0,0,0,0,-0.0216960470181806,0,0,0,0,0,0,0,0.0520752033357814,0.0717161610838874,0,-0.0270848007057629,0.0093646231662307,0,0,0,0,0,0
X601898.SH,0,0,0.209680244188249,0,0,0,0,0,0,0,0,0.0453727295488253,0,0,0,0.155546280912637,0,0,0,0,0,0,0,0,0,0,0,0.155562158225777,0,0,0,0,0,0,0,0,0,0,0,-0.0571246069815807,0,0,0,0,0.0251087885414642,0.0860109504315538,0,0.0674502993502612,0,-0.00897717795254912,-0.0211820435220343,0.0104373455694051,0,0,0,0,0,0
X601600.SH,0,-0.0853770674022124,0,0,0,0,0,0,0,0,0,0.255011265432962,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208803258565942,0,0,0,0,0,0.274218280053261,0,0,0,0,0,0,0,0,0,0,0,0,0.055153174737619,0,0,0,0,-0.0837773188129525,-0.0299470138943842,0.0164798239719499,0,0,0,0,0,0
X600688.SH,0,0.327137283751485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119529687444984,0,0,0,0.162034008443668,0.0482920388837305,0,0.0682951876451447,0,0,0,0,0,0,0,0,0,0.112103194388735,0.0399478515279323,0,0,0.0737581490780389,0.0177845047852357,0.00329151739517961,0,-0.00024113918987249,0.00293026107824179,0,0,0,0,0,0
