,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600660.SH,X601600.SH,X600688.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X601992.SH,X600516.SH,X002466.SZ,X600176.SH,X000629.SZ,X600299.SH,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X600801.SH,X000825.SZ,X600489.SH,X600339.SH,X601158.SH,X002110.SZ,X600583.SH,X000553.SZ,X000786.SZ,X000883.SZ,X601699.SH,X600426.SH,X000301.SZ,X000932.SZ,X000408.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.19597739009415,0,0,0,0,-0.103150032227009,0,0.0678613040014847,0.111329962791777,0,0,0,0.0236592820473701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451372869153771,0,0,0,0.183154484130589,0,0,0,0,0,0,0,0,0.364059762982714,0,0,0,0,0,0.0340340037155881,0,0,0,0,-0.0866043652209807,0
X600028.SH,0.0408303998589991,0,0,0,0.334060906716111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193349876972513,0,0,0,0,0.232114539467232,0,0,0,0,0.0670611620930984,0,0,0,0.118866723010103,0,0,0,0.0502253437262918,0,0,0,-0.0134612061822076,0,0,0,0,-0.0275944995903778,-0.0148977327842037,0.0701571516021438,0,0,0,0,0,0
X601088.SH,0.134399383015318,0,0,0.0792811482075676,0,0,0,0,0.0399080220764674,0,0.0626416918101607,0,0.187504147863949,0,0,0.210161150606357,0,0,0,0,0,0,0,0,0,0,-0.100415404707547,0,0,0,0,0,0,0.0118263905862984,0,0,0,0,0,0,0,0,0,0.0564889547865877,0,0.0387824025778445,0.00898378340942989,0.105088220258903,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0.0789592266251003,0,0,0.0740513618075182,0.0804106786844204,0,0,0,0,0,0,0,0,0,0,0,0.0917351327094446,0,0,0,0,0.0282514788974192,0,0.0286346756374696,0,0,0,0,0,0,0,0.530314525831494,0,0,0.0731288031569616,0,0,0,0,0,0,0,0.021324986949714,0,0,0,0,0,8.67361737988404e-19,0.00737315316114433,0,0,0,0,0,0
X600019.SH,0,0.087289510504005,0,0.089313970998321,0,0,0,0,0,0,0,0,0,0,0,0.0111755023488878,0,0,0.600132878686097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222042330235698,0,0,0,0,0,-0.0140634753257742,0,0,0,0,0,0,0.103345473808906,0,0,0,-0.00302962228629476,0,0,0,0,0,0.0869153872757996,0
X600011.SH,0,0,0,0.0220475228539552,0,0,0.060490562092967,0.0324953796928541,0,0,0,0,0,-0.0259974127215436,0.197237857375437,0,0,0,0,0.738042774265685,0,0,0,0.0174414181602314,0,-0.0283146956764349,0,0,0,0,0,0,-0.0331208438125239,0,0,-0.0559770456711927,0,0,-0.0547797125061028,0,0,0,0,0,0,0,0,0.107727096186906,0,-0.0664219767241196,-4.33680868994202e-19,0.0324715999187639,0,-0.0445126410751465,0,0,0,0
X600309.SH,0,0,0,0,0,0.0329699451272488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213685706165365,0,0,0,0,-0.367552396531169,0,0,0,-0.131554319643638,0,0,0,0,0.218684464215646,-0.44554460447323,0,0,0,0,0,0,0,0,0.317659524695841,0,0,0.0394752487153453,0,-0.263095271673895,0.0149216981324019,0.0356514461594838,0,0.260062035677748,0,0,-0.203508481719639,0
X600010.SH,0.164030300639571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293957289895848,0.0600347690603025,0.16492052091577,0,0.0634050204359244,0,0,0,0,0,0,0,0.0525598377881718,0.0234341248774468,0,0.0533657293135517,0,0,0.0216142272972501,0,0,0,0.015863894798101,0,0,0.0460763049933849,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.217742689762878,0,0.0545989261377529,0,0,0,0,0,0,0.0183757144759013,0,0,0,0,0,0.0367947212206064,0,0,0,0,0,0,0,0,0,0,-0.00530907107500469,0,0,0,0,0,0,0,0,0,0.0659498854871469,0,0,0,-8.67361737988404e-19,0,0,0.160988325101657,0,0.167265456437066,0.141108276318142,0,0,0,0.0239164308084606,-0.0315523467590954,0,0,0,0,0,0
X601991.SH,3.46944695195361e-18,0.0796953950250672,0,0,0,0,0.00252938096352829,0.163182992425547,0.103337152436218,0,0,0.0751330002084169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908004493079379,0,0,0,0,0,0,0,0,0.0281912272070872,-0.031091451412523,0.00639929698560821,0,0,0,0,0,0
