,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600010.SH,X600660.SH,X600011.SH,X000301.SZ,X000877.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600362.SH,X600426.SH,X600096.SH,X000983.SZ,X000786.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600141.SH,X002080.SZ,X300073.SZ,X601991.SH,X600219.SH,X601699.SH,X600486.SH,X300037.SZ,X002192.SZ,X600027.SH,X002353.SZ,X600801.SH,X002497.SZ,X000959.SZ,X600295.SH,X600157.SH,X600348.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157992973643478,0,0,0,0,0,0,0,0,0.0104613411276636,0.0610355356497792,0.111592372209485,-0.137036689959924,0,0,0,0,0,0,0,0,0,0.0318021369723284,0,0,0,0.0535842192232845,0,-1.73472347597681e-18,0,0.0520345337398553,0,0.243133149329454,0,0,-0.0033849317612166,0,0,0,0,0.0184084942258173,0,0
X601088.SH,0,0,0,0,0,0.181501643919214,0,0,0.044783024123352,0,0.101997670736707,0,0,0,-0.1588471782827,0,-0.0533171616398387,0,0,0,0,0,0,0,0,0,0,0.0519529457627008,0,0,0,0,0,0,-0.00485639229454582,0,0,0.088985568622143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960581694191574,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0103007633530318,0,0,0,0,0.00798544140469221,0,0,0,0,0,0,0,0,0,0,0.174597600772335,0,0,0,0.00939171960958362,0,0.0107501917747351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650830480428637,0,0,0,0.0316382167947677,0,0,0,0,-0.0197840558261734,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0659706863105424,0,0,0,0,0.0113998511646034,0,0.204222571830651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142093815327032,0,0,0,0.0790635472568258,0,0.0182892547252437,0,0,0.011102225394965,0,0,0,0,-0.0110994737050362,0,0
X002460.SZ,0,0,0,0,0,0,0.333121261977117,0,0,0,0,0.160243279145044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227944740915198,0,0,0,0,0.0877602526594272,0,0,0,0,0,0,0.121492422193235,0.148968661856247,0,0,0,0,0,0.0131147989510861,-0.0450479150332321,-0.0547257381529262,0,0,-0.0511552966632973,0,0
X600188.SH,0,0.354906397376108,0,0,0,0,0,0,0.0244919261835057,0,0,0,0,0,0,-0.237998468355042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195938362190085,0,0,0,0,0,0,0,0,0.0374421713988265,0,0.22376095789362,0,0,0.05241869974764,-0.0693604143080313,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.60784731127848,-0.0132232324854871,0,0,0,0,0,0,0,0,0,0.0456380088642259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784351643853256,0,0,0,0.218489651864341,0,0,0,0,0,0,0.0184399009448242,0.0255526668465025,0,0,0,-0.00315684937818878,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0610262259834361,0,0,0,0.119885975998623,-0.00608744894662864,0,0,0,0,0,0,0.177185498677943,0,0,0,0,0,0,0,0,0.00417345834458817,0,0,0,0,-0.0227752932868798,-1.73472347597681e-18,0,0,0,0,-0.0111992326129495,0,0,0.414149584672019,0,0.0159428651918516,0,0,0.00412457282842608,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.172685983195303,0.137294095080469,0,0,0,0,0,0,0,0,0,0,0,-0.0652925075708656,0.0757687941370495,0,0.0349937105651014,0,0,0,0,0,-0.0791275338864745,0.0953187434367864,0,0,0.425177219917002,0.129157546015496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338977613700861,-0.0236569881702829,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0482206552663407,0.0140105706493768,0,0,0,0,0,0.152675518505295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612748932759766,0,0,0.0897680773235932,0.0488175015170926,0,0.0314666086832045,0,0,0.00907587797793647,0,0,0,0,0,0,0
