,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X600362.SH,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X000709.SZ,X600516.SH,X600157.SH,X600027.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X000792.SZ,X000408.SZ,X600808.SH,X600219.SH,X000959.SZ,X600489.SH,X601699.SH,X002271.SZ,X000983.SZ,X601158.SH,X600339.SH,X000723.SZ,X000883.SZ,X002092.SZ,X002470.SZ,X000630.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.581425040981744,0,0.0090082432347796,0,0,0,0,0,0,0,0,0,0,0,0,0.0831099833237211,0,0,-0.0343838147249546,0,0,0,0,0,0,0,0,0,0,0,0,0.0207310656734483,0,0,0,0,0,-0.0606801516279156,0.0634968929265087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.489468144326774,0,0,0,-0.0200722729904132,0,0,0,0.0304929878819462,0,0.152975647306262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00642596943336981,0,0,-0.0906365437226176,0,0,0,0,-0.0162313713400556,0,0,0,-0.18247218192639,0.027114713563468,0,0,0,-0.0497122437419963,0,0,0,0,0,0,0,0.0179006121919443,-0.00336767608955659,-0.0523305357282063,0,0,0,0,0
X601088.SH,0,0,0,0.0939622450361468,0.0423239551826244,0.194114801039363,0,0,0,0,0,0,0.335328599768804,0,0.219144561134965,0,-0.0465879906958289,0,0,0,-0.0790926755449795,0,0,0,0,0,0,0,0,0.0859051206585819,0,0,-0.0360347208619569,0,0,0,0,0,0.152545806600746,0,0,0,0,0,0,0,0,0,0,0,0.00771021452398661,-0.0165776016805888,0.124795964639255,0,0,0.138698299517011,0,0
X600019.SH,0,0,0.179214181075449,0,0,0,0.121301166517856,0,0,0,0,0,0,0,0,0,0.0391931808297697,0,0,0,-0.0298735386629721,0,0,0.357533461832178,0,-0.0165113502481397,0,0,0.00790791977037778,0,0,0,0,0,0.207318940426379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625953091139097,-0.0286801951345583,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.377815576578289,0,0,0,0,0,0,0,0,0,-0.0556710418158887,0,0,0,0,0,0,0.0173877455356613,0,0,-0.0796148368339398,-0.0326252312020629,0.35114635460622,0,0,0,-1.73472347597681e-18,-0.0260056227525928,0,0,-0.201125692189941,-0.283203256113375,0,0,0,0,-0.15678136672025,0,-0.0260707150468748,0.0563786495284131,0,0,0,0,0,0
X601600.SH,0,0,0.00643978126587191,0.0462818732114079,-0.0177973692326348,0,0,-0.0429478355508397,0,0,0,-0.0566577983922891,0,-0.0259739978162344,0,0,0,0,0,0,-0.0251104006653751,0,0,0,0,0,0,0,0,0.0116986351069125,0,0.00364659604076266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603297338933331,0,0,-0.0362784003160592,0,0.00221451196769195,-0.0395973789962674,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490963995951582,0,0,0,0.0288880891668206,0,0,0,0,0,0,0,0,0,0.0739435006931022,0,0,0.0199376946320056,0.31715768099302,0,0,0,0,0,0,0,0,0,0,0.117864027577162,0,0,0,0,0,-0.000237966680918709,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146537369640832,0,0,-0.346612288266882,0,0,0,-0.106440269940773,0,0,0,0,-0.0303021299296559,0,0,0.0266139534715928,-0.0417575858444146,-0.0521443446779074,0,0,0,0,0,0,0,-0.0515736381443575,-3.46944695195361e-18,0,0,0,0,0,0.68015679050444,0,0,0,0,-0.0100596260440801,0.0131326826947621,0,0,0,0,0,0
X600011.SH,0,0.114636821555975,0.0248293575198123,0,-0.0866689897318752,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.110256890737256,0,0,0,0,0,-0.00896326818329904,0,-0.0655276685044463,0,0,0,0,0,-0.0166671939831962,0.0234012348467578,0,0,0,0,0.00518389637198663,0,0,0,0,0,0.0369341385916465,0,0,0.0476659803057928,0,0,0,0,0,0,-0.0382158545773829,0.0385124499842997,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0247013398195179,0,0.0557063082028327,0,0,0,0,0,0,0,0.210618083483476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514217268150087,0,0.0458243000414869,0,0.0214827909193216,0,0,0,0.0586214466025953,0.00157683993463232,0.153057387903275,0,0,0.0424253209559323,0,0,-0.0250267290717179,0,0,0,-0.0083548559179422,0,0,0,0,0,0,0
