,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X600188.SH,X600660.SH,X002271.SZ,X000877.SZ,X000708.SZ,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X601991.SH,X600795.SH,X600803.SH,X002080.SZ,X000807.SZ,X002353.SZ,X600688.SH,X600027.SH,X600801.SH,X600352.SH,X000825.SZ,X000959.SZ,X000630.SZ,X600157.SH,X000932.SZ,X300073.SZ,X600489.SH,X600516.SH,X300037.SZ,X600486.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.296547058678679,0,0,0.0892517307372937,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0110165652806077,0,0,0,0,-0.0344967160109547,0,0,0,0,0.0516207121731698,0,0.134893579889513,0,0.0130300088774297,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263166040425109,-0.0121640928440758,0,0,0,0,0,0
X600028.SH,0.187428087710161,0,0.042368275528881,0,0,0,0,0,-0.0337801268603476,0,0.0271919744479478,-0.0648552186170323,0,0,0,0,0,0,0,0,0,0,0,0.0140043944441729,0,0,0,0,-0.0215690208924237,0,0,0,0,0,0,0.10245633397226,0,0.00735391931127208,0,0,0,0.0542649005906866,0,0,-0.0120615838937014,0,0,0,0,0.0463205773571909,0,-0.0289725460495944,0.020151427853572,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0248282193444696,0.0962447674152149,0.106152229948886,0,0,0,0,0,0,-0.062552890673332,0,0,0,0,0,0,0,0.237066447244758,0,0,-0.0275666326152654,-0.0779044972944201,0,0,0,0,0,0.0435006275453285,0,0,0,0,0.0204309897033211,-0.0350292222452852,0,0,0,0,0,0,0,0.0993204843869684,0,0,0,0,0,0,0.0217898258868983,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0369387949227988,0.0322966523999484,0,-0.196236744131217,0,-0.0180975057105219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961539085098407,0,0,0,0,0,0,0,0,0.0793702344020418,0,0,0,0,0,0,0,0,0,-0.0289648707118603,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0836761111246637,0,0.0535234201285972,0,0,0.0106864291578551,0,0,0.0901095351257691,0,0,0.00985325799454249,0,0,0,0,0,0,0,0.139687327604612,0.0986637130945219,0.0474152866588786,0,0,0,0,0,-0.137897151851163,0,0,0,0.0120027242455729,0.414071422487379,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255667221635111,0,0,0,0,-0.021544920126716,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0227910202732253,0.101826245928692,0.0727300355810175,0,0,0.0627882615938114,0.539762101273144,0,0,0,0,0,0,0,0,0,-0.181416568510495,0,0,0.0695986890973624,0,0,0,0.0234797622306738,0,0,0,0,0,0,0,0,0.0713122370931598,0,0,0.222332205838428,0.0678651368833581,0,0,0,0,0,-0.0533733979018502,0,0,0,0,-0.0473524247459702,0,0
X600019.SH,0.128786457563628,0,0,0,0,0,0,0,0,0.0395611452298322,0.00985503425899306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584268622386667,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.000915323079623691,0.0795100703536859,0,0,0.2212985366452,0.0238224776010223,0.00958651375373139,0,0.334513257063989,-0.0469422172919379,0,0,0,0,0,0,0.00759574870399151,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.288528693967182,0,0,0,-0.0886155430097079,0,0,0.050206411660541,0,0.189996230270001,0,0,0,0,0,0,0,0.193622862083392,0,0,0.115636170267183,0,0,0,0.03246808265263,0,0,0,0.0285323640001272,-0.0424748280021049,-0.216727858129057,-0.252373437328546,0,0,0,0,0,0,0,0,0,-0.0790300917569267,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.10153283560744,0,0.0104954175526798,0,0,0,0,0,0,0.114784354427488,0.188234683519998,0.199609519118737,0,0.00213964876948085,0,0,0,0,0,0,0.109652584889791,0,0,0,0,0,0,0,0.099613065760783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.270102712980593,0,0,0,0,0,0,0,0,0.0673929532132981,0.0334979073325214,0,0,0.249465612661978,0,0,0,0.0555812247784057,0,0,0,0.0136411637818446,0,0,0,0,0.0719331009167594,0,0.627275382120787,0,0,0,0,0,0.0276411465919764,0,0,0,0,0,0,0,0,0,0.0163016025407303,0,0,0,0,0,0
X600188.SH,0,0,0.0854347099373338,0,0,0,0,0,0,0,0,0,-0.0771061596206793,0,0,0,-0.21562674180921,0.0706282617576775,0,0.310274213481117,0,0.361610233081438,0,0,0,0,0,0,0,0,0,0,0.114503471969273,0.0673016832416632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244481467840224,0,0.0374916076627622,0,0,0,0,0,0,0
X600660.SH,0,0,0.069974893566484,0.323222158720649,0,0,0,0,0,0,0,0,0,0,0,-0.0578364620031251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374320313906781,0,0.060742012271348,0,0,0,0,0,0,0,0,0,-0.180213442457391,0,0,-0.00676956280375341,0,0.0282927895902935,0,0,-0.0826307875105426,0,0,0,0,-0.10339330191962,0,0
X002271.SZ,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00125741892252429,0,0,0,0,-0.107771645389732,0,0,0,0,0.192162850359608,0,0.139790865902872,0,0,0.616225315273944,0,0,0,0,0.10806059000497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695637840576714,0,-0.00175038560782903,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.242413134374334,0,0,0,0,-3.46944695195361e-18,0.0702769245642497,0,0.0942709733760514,0,0,0,0.129641396576359,0,0,0,0,0,0,0,0,-0.164365408346484,0,0,0,0,0,0,0,0,0,0,0,0.169041801875115,0,0,-1.38777878078145e-17,0,0.00411514164083543,0,0,0,0,0,0,0,0,-0.0618532391374888,-0.00621403888591022,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.124143731727319,0.065416054255236,0.0232534572358452,0,0.0140242436341723,0,0,0,0.0847457869365122,0.103940466401538,0,0,0,0,0,0,0,0,0,0.0940730591691456,0,0,0,0,0.0244560115958911,0,0,0,0,0.103928037500973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268051878525127,0,0
X002466.SZ,0,0,0,0,0,0.448176483271199,0,0,0,0,-0.0287257648523249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419421572871988,0,0,0,0,0,0,0.0136699540056634,-0.177459523620863,-0.237496267123789,0,0,0,0,0,0,0.196245523891917,0,0,0,0,0.129931071786232,0,0.0805163503209324,-0.0889280580323539,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0567984780403118,0.013375939649204,0,0.0390723220181195,0,0.0969594937757106,0,0,0,0.0167907232335145,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137014349615291,0,0.330465455844402,-0.123255700986397,0,0,0.0247510654165632,0,0.171936352129851,0.118595553064605,0,0,0,0,0,0,0,0,0,0,0.0184531045334327,-8.67361737988404e-19,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.00875047207045357,0,0.154120705395273,-0.118263521867919,0,-0.170243913465477,0,0.177781397929129,0,0.15377154036208,0,0.106603200066141,0,0,0,0,0,0,0,-0.0783851738921245,0.264730977126717,0,0,0,0,0,0,0,-0.177420216099555,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0617763250408887,0.0367352850410099,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.108230157573974,0,0,0,0,0,0,0,0.0796862273247488,0.101482009433754,0,0,0,0,0,0,0,-0.0093125973998947,0,0,0,0.114168183434719,0,0,0,0.521784985195052,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0414055787362783,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.213022902374279,0,0,0,0,0,0,0,0.0576820346373387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669979275298457,0,0.0766394445662641,0,0,0,0,0.217486018956889,0,0,0,0,0,0.0714545693675397,0,0,0,0,0,0,0,0,0,0.0088436154564524,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.021240767436645,0,0,0,0,-0.0131315313224046,-1.73472347597681e-18,-0.103355214566114,0.0244715537368111,0,0,0,0,0,-0.0265721431173602,-0.0126990159085136,-0.0132960487862359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986592491734158,0,0.0471034079159273,0,0,0,-1.0842021724855e-19,0,0.0416182267181932,0,0,-0.0215473340305761,0,0
X600886.SH,0,0,0,0,0,0.0279944857332111,0,0,0,0.256107189530868,0,0,0,0,0,0,0,0.00250070092483637,-0.0251863099511682,0,0,0,0,-0.0214863831284363,0,0,0,0,0,0.283776092819887,0.134759593547201,0,0,0,-0.115808503233987,0,0,0,0,0,0,-0.0229323178929813,0,0,0,0,0,0,0,0,0.0765389942104837,0.0245488448277355,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,-0.0171100602042722,0,0,0.0125213153490012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595127259751897,0,0,0,0,0,0,0.0332227923019597,0.0882407420975929,0,0,0,0,0.031549776918544,-0.00636612291175163,0.34878835431185,0,0,0,0,0.0709006780987273,0,0,0,0,0,-0.011334955284141,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0.00116324786118217,0.0755151351171931,0,-0.059510255580039,0,0,0,0,0.0318106647418607,0,0.0496037956891689,2.04274559814251e-05,0,0,0,0,0,0,0.103282160344943,-1.73472347597681e-18,0,0,0,0,0,0.156916731826959,0,0,0.329270111212252,-0.114617956375018,0,0,0,0,0,0,0,0,0,0,-0.0565477014646279,0,0,0,0.0144533808384111,0,0,0,0,0.0209246085361214,0,0
X600176.SH,0,0,0,0,0.0556137270558348,0.0368003991985126,0,0.00379499444817471,0,0.157616814333164,0.0228210122596195,0,0,0,0,0.0456144219827297,0,0.0942844456458015,0,0,0,0,0,0,0,0.0511305168885584,0.125738573875787,0,0.0669220644654831,0,0,0,0,0,0,0,0,0,0,0.0335594464949682,0,0,0,0,0,0,0,0,0,0,0,-0.0025936865327143,0.0284373323020262,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0.0861234115226392,0.00080330196967421,0,0.48326993164444,0,0,0,-0.37935295193752,0,0,0.0790637933644691,0,0,0,0,0,0.231125843327229,0,0,0.0435813363505733,0,-0.311819514259283,0,-0.0490098353493287,0,0.0824267153069547,0,0,0,0,0,0,-0.0901673397466692,0,0,0,0,0,0,0,0,0,0,0,0.00758886324010432,4.33680868994202e-19,0,0,0,0.0597910508260252,0,0
X000786.SZ,0,0,0,0,0.226468076269887,0,0,0,0,0,-0.0467298664498579,0,0.344119741883118,0,0,3.46944695195361e-18,0,0,0.2317664730759,0,0,0,0,0.146517207978887,0.00396544288332906,0.263552751004027,0,0,0,0,0,0,0,0,0,-0.0743321607818136,-0.0470462404703686,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0306598421311095,0,0.00432250921053547,0,0,0,0,0.0276744178481223,0,0
X600219.SH,0,0,0,0,0,0.0298533955084358,0,0,0,0,0,0,0.161442744437647,0,0,0,0,0.0827995453332168,0.385383905058147,0,0,0,0,-0.0412307792639422,0,-0.0378687619663476,0,0,0,0,0,0,0,0,0,0,0.0900889001752177,0,0,0,0.0634126311358728,0.150274162527949,0,0,0,0,0.0288086428296953,0,0,0,0,0,-0.00381396755807657,0,0,0,0,0,0
X000408.SZ,-0.109544459634043,0,0,0,0,0,0,0.194751407514099,0.1078133394978,0.0616351379059611,0,0,0,0,-0.0927056334423516,0.253930228127187,0,0,0,-8.67361737988404e-19,0.0968405424771762,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174586462438215,0,0.0214855236501932,0.0622370966328992,0,0,0,0,0,0,-3.46944695195361e-18,0,0.117854081620741,0,0,-0.0210894162938198,0,0,0,0,0,0,-0.0178005195022422,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.269910796705515,0,0,0,0,0,0,0,0,0.0847746742744784,0,0,0.27852943883464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334887407487794,0,0,0,0,0,0,0,0,0.0694261205531724,0,0.120063952648476,0,-0.183932624561994,0,0,0.146850776649915,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0105810309524683,0,0.140101826663321,0.046970540950931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735877767862295,0,0,0,0,0,0.0829350030902622,0,0,0,0,0,0,0.252162880358134,0.0939991435243339,0,0,0,0.199848631757167,0,0,0,0,0,0,0,0.0693743688058085,0,0.0586185751109146,-0.0563540773303726,0,0,0,0,0,0
X600803.SH,0,0,0,0,-0.174753157543214,-0.00797265949167079,0,-0.0351856401927225,0,0,0,0,0,0,0,0,-0.0877076998878487,0,0,0,0,0,0,0,0,0.0867148956361754,0,0,0,0,0,0,0.0385001132048437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102493887089746,0,0.0949711860757087,0,0,0.00320269823539842,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0.106530302314316,0,0,0,0.0118557890729495,0.0135647055853455,0,0,0,0,0,0,0.139118743474596,0,0.199270535956382,0,0,0,0,0.269555385283473,0,0,0,0.031743079999944,0,8.67361737988404e-19,0,0,0,0,0,0.108745556647911,0,0,0,0,0.237171445426286,0,0,0.171499368139379,0,0,0,0,0,0,-0.176353064196539,0.121193235020191,0,0,0,-0.0400376784210793,0,0
X000807.SZ,0,0,0,0,0,0,0,0.141679157876646,0,0,0.101665487646986,0,-0.0796351198199898,0,0,0,0,0.0104346498016435,0.391003972100577,0,0,0,0,0,0,0.0576684979438081,0,0,-0.0529998464674013,0,0,0,0,0,0.127715784990873,0,0,0,0,0,0,0.14764984078882,0,0,0,0,0,0,0,0.0998263702780828,0,-0.0393836442913803,-0.0222907594427519,0,0,0,-1.73472347597681e-18,0,0
