,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X600352.SH,X601991.SH,X600660.SH,X600688.SH,X000723.SZ,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X000709.SZ,X002460.SZ,X002466.SZ,X002271.SZ,X600299.SH,X000629.SZ,X601158.SH,X600489.SH,X600219.SH,X600808.SH,X000553.SZ,X000883.SZ,X000630.SZ,X600583.SH,X000990.SZ,X600985.SH,X000825.SZ,X000027.SZ,X600426.SH,X601699.SH,X600157.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0310835837743346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920458934228569,0.0893169881368485,0,0,0,0,0,0,0,0.0207604533307218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901644818294008,0,0.0716929941009156,0,0,0,0,0,-0.00154282012122244,-0.0365381932637844,0,0,0,0.00296875342760722,0,0
X600028.SH,0,0,0.0210557174107864,0,0,0,0,0.0228587236247271,0,0,0,0,0,0,0,0,0,0,0,0,0.0564553905360124,0.115643667727284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133432400719585,0,0,0,0.0886788296830858,0,0,0,0,0,-0.0473226694148514,0,0,0,0.00284707449897115,0,0
X601088.SH,0,0,0,0.120645069621292,0,0.0612405424023317,0,0,0,0,0,-0.182514471847391,0,0,0,0,0.158955201193391,0,0,0,0.0199805477852639,0.184867031108095,0,0,0,0,0.0202129106066829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620197003094733,0,0,0.0236572318840097,-0.0317427591717536,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.131532660054187,0,0,0,0,0,-0.0194203111164609,0,0,0,0,0,0,0,0,-0.0135999297065625,0.491067573528693,0,0,0,0,0,0,0,0,-0.00233360516670866,0,-0.031379086167593,0,0,0,0,0,0.0043079809308588,0,0,0,-0.00920714671521383,0,0,0,0,0,0,0,0,-0.0134127767811272,0,0,0,0,-0.0195165928089118,0,0
X600019.SH,0,0,0.0728340032753465,0,0,0,0,0,0.0489648943618485,0,0,0,0,0,0,0.045240449200048,0,0,0,0,0,0.168496310155973,0,0,0,0,0.018515368153758,0,0,0,0,0,0.0288508864810095,0,0,0,0,0,0,0,0,0,0,0.062845019126204,0,0,0,0,0.124401310752156,0,0,0,-0.0254617524531093,0,0,0,-0.00621586465811761,0,0
X600309.SH,0,0,0,0.0420677133967102,0,0,0,0,0,0,0,0.176667097013659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0794081314821575,0,0,0,0,0,0.114289963492445,0,0,0,0.0918211881264196,0,0,0.452044037394896,0,0.0517001686174063,-0.00149257812904747,0,-0.03861227782713,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0623681656356033,0,0,0,0.106199360129903,0,0,0,0,0,0,0,0,0,0,0,0.549605065926157,0,0,0.0353615567347505,-0.0715252656234525,0,-0.0148759428836288,0,0,0,0,0,0,0,0,-0.0315654453505661,0,0.0369967748234243,0,-0.0296815865524392,0.131693055462845,0,0,0,0,0,0,0,0.0591482776171531,0,0,-0.151780119110761,0,0.00868619108719625,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0555312665492054,0,0,0,0.0228116966508172,0,0,0.474155882457499,0,0,0,0,0,0,0,0,0,0,0.0140875684495416,0,0,0.0742935711038538,0,0,0,0.0546980552748597,0,0,0,0,0,0,0,0,0,0,0,0.247127765712103,0,0,0.0290568771864598,-8.67361737988404e-19,0,0,0,-0.0312611925547518,0,0
X601600.SH,0,0,0,0,0,0,0,0.37640527511093,0,0,0,0,0,0,0,0,0,0,0.250709337066405,0,0,0,0,0,0,0,0,0,0,0.0373457541341444,0,0,0,0,0,0,0.0105185003245879,0,0.0264968604231197,0,0,0,0,0.0649807721588871,0,0,0.00514360621062277,0,0,0.0882145845495751,0,-1.73472347597681e-18,0,0,0,0,0.00968740604908675,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0118345308894307,0,0,0,1.0842021724855e-19,0,0,0,0,-0.0725950129318679,0,0,0,0,0,0,0.00818391220434278,0,0,0,0,0,0,0,0.712579151019761,0,0,0.0746393415441249,0,0,0,0,0,0,0,0,0,0.0548161481227132,0,-0.0476886699409662,0.0091920607788704,-0.0136410330152449,0,0,0,0.0117497754743094,0,0
