,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X002271.SZ,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X600011.SH,X600886.SH,X000408.SZ,X600219.SH,X000786.SZ,X300037.SZ,X000825.SZ,X600399.SH,X000932.SZ,X601991.SH,X600803.SH,X002080.SZ,X000723.SZ,X600795.SH,X002409.SZ,X000959.SZ,X002407.SZ,X600486.SH,X600549.SH,X000898.SZ,X000807.SZ,X002145.SZ,X000831.SZ,X600352.SH,X600489.SH,X000012.SZ,X601699.SH,X000027.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0775198696739173,0,-0.030614812653523,0,0.0715911099868558,0,0,0,0,0,0.0648711110302582,0,0,0.018005925919123,0,0,0,0,0,0,0,0,0,0,-0.0392563406626296,0,0,0,0,0.0502564674639478,0,0,0.0725253609863546,0,0,-0.00333281985146007,0,0.012443779880032,0,0,0,0,0.0283214488844109,0.0194384164038775,0.104202535099301,0,0,-0.0106993790039406,0,0,0,0,0,0,0
X600028.SH,0.0426389952121601,0,0,0,-0.0670983618969904,0,0,0,0,0,0,0,0.0193769291996294,0.0575822238195005,0,0,0,0.0038679286195304,0,0.076227744924487,0,0,0,0,0,0,0,0,-0.0242231895955412,0,0,0,0,0.0260371838202844,0,-0.0318882948856746,0,0,0,0,0,0.0715618877127493,0,0,0,0,0.0170980098411388,0.0200500130437028,0,0,0,-0.0107943304373032,0.0320002219164742,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0055346780797381,0,0.0457204069001132,0,0,0.056672881135609,0,0,0,0,0,0,0.125927846152336,0,0,0.148442742023727,0,0,0,0,0,0.193058051849186,0,0,0,0,0,0.014952232174505,0,0,0,0,0,0,0,0,0,0.0505966434954475,0,0,0,0,0,0,0,0,0,0.0213925832842727,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0246455994442726,0,0,0.001925031919917,0,0,0,0,0,0,0.0320208756985779,0,0,0.217063317626605,0,0,0.058139857186044,0,0,0,0,0.171942112620767,-0.0634368972282708,0,0,0,0,0,0,0,0,0,0,0,0,0.0204063209016905,0,0,0,0,0,0,0.00235835679445177,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780500837384698,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0661753340104589,0,0,0,0,0,0,0,0,0,0.0461346269202369,0,0.0324441010510024,0,0.0341174870209979,0,0.0322863083163495,0.143582028753054,0.138702495024636,0,0,0.229100795909405,0,0,0.331271588458212,0,0.0667476780793482,0,0,0,0,0,0,0
X600585.SH,0.0581938612683409,0,0,0,0,0,0,0,-0.0662562383685113,0,0,0,0,0.116332550224434,0,0,0,0,0,0,0.0876525363308588,0,0,0.00551082502229118,0,0.15371946342145,0,0,0,0,0,0,0,0.0566910738119471,0,-0.0175024551398676,0,0,0,0,0,0,0,-0.0161024293807219,0,0,0.0816045275142025,0,0,0,0,0,0.0663460720774526,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0537437109654531,0,0,0.0847114584273318,0,0,0,0,0.140702053985948,-0.161761542734169,0,0,0,0,0,0.0270688925828823,0,0,0.0258748132715875,0,0,0,0,0.0604664321503173,0,0,0,0.0071360330560453,0,0,0,0.567572350879053,0,-3.46944695195361e-18,0,0.345755060159736,0,0,0,0,0.155482421786311,0,0,-0.0173055132265353,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214144481908016,0,0,0,0,0,0,0,0,-0.0801551120589136,0.0248958256535047,0,0,0,0,0,0,0,-0.105101874459536,0.0888084761660669,0,0,0.0595896636658925,0.431523027353408,0,-0.0564768319825053,0.0186006348576903,0,0,0,0,0,0,0,0,0,0,0,0,-0.053865900648319,0,0
X002466.SZ,0,0,0,0,0,0,0.103780572676634,0,0,0,0,0.228585880293811,-0.275795069710714,0,0,0,0.389310331058387,-0.265651164207738,0,0.0332123730612538,0,0,0,0.0668896595754432,0,0,0,0.218077798301839,0.208003192295715,0,0,0,0,0,0,0,0,0.0279221924915208,0,0,0,0,0,0,0,0,0.0482218448891649,0,0,0.200324722368121,0,-0.0982429449018521,0,0,0,0,0,0,0
X002271.SZ,0,0,0.125382152774279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128829752319627,0,0,0,0,0.0463380866806429,0.0139362528407195,0,0,0,0.172304353418873,0.0632363060723109,0,0,0,0,0,0,0,0.0635806111609525,0,0.0886136175209415,0,0,0,0.153766818839209,0,0,0,0.0344112520116315,0,0,0,0,0.100745136206201,-0.0769086745028024,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0506391425870562,0,0,0,0,-0.095650879476434,0,0.00502142401111061,0,0,0,0,0,0,0.146771957675767,0,0,0.0470823626130281,0,0.0753262251220746,0.175298181469797,0,0,0,0,0,0,0,0,0,0.0127761474575038,0.126565697607755,0,0,0,0,0,0,0,0,0,0,0,0.0552843954426421,0,-0.0157032499167984,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.247865212629475,0.19266692239364,0.0197890563572631,0,0,0,0,-0.0413067164278674,0,0,0,0,0,0,0,0,0,-0.0236477090634722,0,0,0,0,-0.0347116336844376,0.0237279567866679,0,0,0,0,0,0,0.0948408348210201,-0.0436533263359363,0,0.112313956958646,0.107759555923712,0,-0.0515637379149375,0,0,0,0.0556137642840019,0.0781693908298166,0,0,0,0.110163466790401,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.0512012996977612,0.216670717624775,0.124058399759158,0,0,0,0,0.0637511906919568,0.0155500350394991,0,0,0,0,0.109959444641032,0,0,0,0,0,0.178593488887434,0,0.0500343382249559,0.102749443475808,0.0935806195774773,0,0,0,0.0153470777579776,0,-0.0116028054422822,0,0,0,0,0,0,0,0,0,0,-0.118014764318487,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0.0638553565817689,0,0,0,0,0,0,0,0,0,0,0,0,-0.153909209926616,0,0,0,0.0423839600207426,0,0,0,-0.150236428872308,0.195716329354888,0,0.18990053986377,0,0.231593628718382,0,0,0,0.154925774157704,0,0,0,0,-0.0664862429707576,0,0,0,0.0192883691557926,0,0.179320532915851,0.0971552185285349,0,-0.00613251809688951,0,0,0,0,0.274133682988111,0.0775434420817398,0,0,0,0,0,0
X601600.SH,0,0,0,0,6.93889390390723e-18,0,0,0.100760320617608,0.0619119006028016,0,0,0,0.189069577491829,-0.0527225723681133,0,0,0,0,0.0423568826681788,0,0,0,0,0,0,0.0413069889327619,0,0,0,0,0,0,0,0.0574612407165048,0,0,0,0.0273617979159712,0,0,0,0.567554962804268,0,0,0,0,0,0,0,0.0602501137722282,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.102378595399603,-0.116017823840392,0,0,0,0,0,0,0.0209659749217601,0,0,0,0,0,-0.0579297066945697,0,0.0288652691846342,0,0.128417707178172,0,0,0,0,0,0,0,0,0.0365147082260922,0,-0.136751781312509,0,0,0.0367892898421623,0,0.0775450175150131,0,0,0,0.46675496762793,0,-0.0923287390392272,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0670488988360099,0,0.0763802853209876,0,0,0,0,0,0.264794586871737,0,0,0,0,0.171024610681883,0,0,0,0,0.128771617683261,0,0,0.0739336369244212,0,0,0,0,0,0,0,0,0,0.0740713664709191,0.0129212981479635,0,6.93889390390723e-18,0.0333186215300597,0,0,0,0,-0.0228172423834286,0,0,0,0,0.0106515289815969,-0.0711473663650543,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,-0.18026614009775,-0.0123814233837056,0,0,-5.42101086242752e-20,0,0.177985706369846,0,0,0,0.67060362332421,0.0839730348160813,0,0,0,0,0,0,0,0,-0.0935547628812084,-0.186650709882978,0.0424650955569112,0,0,0,0,0,0.0351682789628645,0,0,0,0,-0.10390516149466,0,0.0101460292650518,0,0,0,0,0,0.0730355035880558,0.13883506963757,0,-0.0496039949359768,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.0288324164264566,0,0,0,0,-0.0665239189360521,0,0,0.0657389741843429,0,0,0,0,0,0,0,0,-0.0134482308336176,0,0,0,0,0,0,0,0,0,0.0722438926674218,0,0.0871409104978462,0,0,0.132130417862396,0,0,0,-0.308996637347234,0,0,0.203055040605801,-0.0894641366840179,0,0,0.13405460965075,0,0,0,0,0,0,0,0,0
