,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X600027.SH,X000983.SZ,X601699.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X000807.SZ,X600378.SH,X000408.SZ,X600219.SH,X000723.SZ,X600489.SH,X600096.SH,X002080.SZ,X000831.SZ,X000933.SZ,X600348.SH,X000932.SZ,X000630.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.187095768045803,0,0,0,0,0,0,0,0,0,0,-0.0448191070073191,0,0,0,0.14536744361294,0,0.0116544904657393,0,0.060338487016594,0.00802415554229524,0,0,0,0,0,0.0633968565205159,0,0,0,0,0.0349285497348389,0,0,0,0,0,0,0,0,-0.0442130704554729,0,0,0,0,0,0,0,0.0312866652560312,0,0,0.00577713730733009,0,0,0,0,0,0
X600028.SH,0.0474955136992324,0,0,0,0,0,0,0,0.0364277928007725,0.0460095859324266,0,0.122326959720737,0,0,0,0,0.00195312292727531,0,0.0327265729794656,0,0,0,0.071201097566568,0,0,0,0,0,0.0156876177284181,0,0.0210581096467011,0,0,0,0,0,0,0,0.0928379975498403,0,0,0,0,0,0,0,0,0,0,0,0,0.012965562225495,0.0004387584629233,-0.0445745897370322,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.285201082145526,0,0,0.0739031410379799,0,0.0306111189158097,0.00208211749856995,-0.0250915800739284,0,0,0,0,0.186085915465324,-0.0260963395191238,0.0602580536616385,0,0,0,0,0,0,0,0,0.0355265674258766,0.103438532849989,0,0,0,0,0,0,-0.180457897641307,0,0,0,0,0,0,-0.0661682338929525,0,-1.73472347597681e-18,0,0.0191158292619883,0,0,0,-0.0502543081494283,0.0339098879379666,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.122228346340991,0,0.160049460512293,0,0.0552788410045225,0,0,0,0.0245165352079802,0.164366611104637,0.154760829645197,0.0390297385162065,0,0,0,0,0,-0.090566992399311,0,0,0,-0.0366863104353075,0.0718772186798885,0,0,-0.0507662115990289,0,0,0,0,0,0,-0.139449761577733,0,0,0,0.303874648585215,0,0,0,0,0.054045159209853,-0.0477416725549507,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0235714317543561,0,0,0,0,0,0,0.0736906850368617,0,0,0,0,0,0,0,0.39930965823642,0,0,0,0,0,-0.0416123250935057,0.0798189232784933,0,0,0,0,0.0905827275840168,0,0,0,0,0,0,0,0,-0.0459702349400493,0,0,0.0498408833619448,0,0,0,0,0.153112704045736,0.0220900106411473,-0.00518819927770377,0.0120458213156948,0,0,0,0,0,0
X600188.SH,0,0,0.634694398141876,-0.119987285440853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184399008141073,0.108956254215319,0,0,0,0.0639325930572508,0.0672678395827754,0,0,0,0,0,0,0,0.115188344542029,0,0,-0.106941284968218,0,0.0119244541392603,0,-0.0333009740273483,0.0737039450582023,0.159295800427092,0,0,0,0,0,-0.0109956564664429,0.000590828110697226,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0435788915923824,0,0.642271412039066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047495096660717,0,0.0369367002689294,0,0,0,-0.0280854250149749,0,-0.0468689419990796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0733561680892519,0.585479619669834,0,0.00258476849470845,0,0,0,0,0.11544797715352,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131658066189232,0.0819134076937611,0,0,0,0,0,0,0.046968189892942,0.172313622904164,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1079301294805,-0.0166787957355412,0.00533419630448677,0.00301111160451816,-0.0901443386368501,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.115769540267757,0.288582621738347,0,0,0,0,0,0,0,0,0,0,0,0,0.109614041348011,0,0,0,0,0.0999565197903587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707145081145212,0,0,0,0,0,0,0,0.109322113515811,0,0,0,0,0,0,0,0
X600019.SH,0,0.113917502233071,0,0,0.051129739943514,0,0,0,0,0,0,0.12032407895429,0.000139086211104764,0,0,0,0.216336708329283,0,0.0959891387269555,0,0,0,0,0,0,0.0250677583127458,0.00902505676465517,0,0,0,0.0775465325945829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114963277282749,0,0.0589587362230321,0.0506338061083568,0,-0.0137530519667533,0,0,0,0,0,0
X600011.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702678257008933,0,0,0.151096995465406,0,-0.0498901643368831,0.0269537837008124,-0.0524395366885981,-0.0747254603125665,0,0.236458222110708,0,0,0,0,-0.016413672123566,0,0,0,0,0,0,0,0,0,0,0.0124880920250179,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.114047771449171,0,0,0,0,0,0,0.0226660936228531,0,0,0,0.194112470112334,0,0,0,0,0,0,0,0,0,0.0498785426741752,0.158879778341743,0.0977492618003412,0,0.0514086048423689,0,0,0.101864254293969,0,0,0,0,0,0,0,0,0,0.0383583228559908,0.0158804045455773,0,0,0,0,0,0,0.0121416941163303,-0.014936599305055,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0384833021701754,0,0,0,0,0,0,0,0,0,0,0.0688400056823924,0,0,0,0,0,0.459448947764831,0,0,0,0,0,0.144323469373108,0,0,0.0199012367597445,0.153912169564183,0,0,0,0.38138373795495,0,-0.00754369665007771,0,0,0,0,0,0,-0.316813642361891,0.130565032269755,-0.0553141317016828,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.114057996542334,0,0,0,0,0.101125630033439,0,0,0,0.284187745430962,0,0.0465939153961559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120983170614542,0,0,0,0,0,0.0138828481936313,0,0.016327634689798,0,0.212292951493231,0,0,0,0,0,-0.00174444782702742,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0709814615193022,0,0,0,0,0.0281047915427577,0,0,0,0,0,0,0,0,0.019583705351297,0,0.0415816606922903,0,0.0387953463162758,0,0,0,0,0,0,0,0.0525038623938026,0,0,0,0,0,0.127474914475157,0,0,0,0,0,0,0.0514686695483233,0.00324033475910379,0.0812755453597113,0,0,0,0,0,0.131319342063507,-0.0386641640829858,0.0143112389253026,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.23002401871632,0,0,0.0375160027592218,0,0.168893014621666,0,0,0.0581711143951481,0,0,0,0,0.0120925049972009,0,0,0,0,0,0,0,0,-0.0918025292510471,0,0,0,0,0,0.0174780134856702,0.106478131138779,0,0,0.0572649820788693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013923909740346,0.0138035936415307,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0348084546673591,0,0,0,0,0,0,0,0,0.0532394001987065,0,0.18699167205478,0,0,0,0.249517182159613,0,0,0.145943067406302,0,0,0,0,0.0190445377889169,0.033899744106793,0,0,-0.0424346657846336,0,0.17160541867398,0.0864448508655172,0,0,0,0.138554341690758,0.0117557613169081,0,0,0,0,0,0,-8.67361737988404e-19,-0.00326736908167285,0,0,0,0,0,0
X600010.SH,0,0,0.033865513333034,8.67361737988404e-19,0,0.124417002730426,0,0,0,0,0,0,0.00515933952089818,0,0,0.125477452256533,0,0,0,0,0.0930780519425807,0,0,0,0,0,0,0,0,-0.147883970874868,0,0,0,0,0,0,0,0,0,0,0,0.0465257052092748,-0.0600916348024092,0.148373653281431,0,0,0.0372571484310368,0.122115595385127,0,0,0,-0.0540555280778914,0.0525590347898502,0,0,0,0,0,0
