,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X600803.SH,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600426.SH,X002466.SZ,X000983.SZ,X600219.SH,X000786.SZ,X600160.SH,X000807.SZ,X601699.SH,X000630.SZ,X600096.SH,X600176.SH,X000408.SZ,X600985.SH,X002128.SZ,X601168.SH,X000883.SZ,X000877.SZ,X000933.SZ,X600995.SH,X600352.SH,X600378.SH,X002353.SZ,X600863.SH,X600299.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.113826239003392,0,0,0.251067355907432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078704092915467,0,0,0,0,-0.0439749391620384,0,0.355174517652573,0,0,0,0,0.162786566021754,0,0,0,0,0,0.0755244243704412,0,0,0,0,0,0,0,0,0,0,0,0.0561720871868872,-0.0745239993353783,0,0,0,-0.0837588562975276,0,0
X600028.SH,0.429170067487858,0,0.230696815031311,0,0.185380815769823,0,0,0,0,0,0,0,0,0,-0.000288726340214603,0,0,0,0,0,0,0,0,0,0,0,-0.042045535331922,0,0,0,-0.115586806520314,0,0,0,0,0.0218454954335053,0,0,0,-0.0763513159602386,0,0.189567016346359,0,0,0,0,0,0,0,0.0520651149013392,0,0.032847693024213,0,0,0,0,0.00172485706908416,0,0
X601088.SH,0.159167041573147,0,0,0,0.116153727812675,0,0,0,0,0,-3.46944695195361e-18,0,0,0.13279265135486,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578006838962525,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.114162626340272,0,0,0,-0.0288658718310805,0.109349138156498,0,0,-0.0241160658205121,0,0,0,0,0,0.0184280140369028,-0.0542501693763624,0,0,0,-0.0198017078913039,0,0
X600309.SH,0,0,0,0,0,-0.0464530253844684,0,0,0,-0.0942977784539196,0,0,0,0,0,0,0,0,-0.0229095241460475,0,0,-0.16049300247896,0.0493058999591907,0,0,0.234963492112568,0,0,0,0.133472487161067,0.111109085695945,0,0,0,-0.179237332639325,0,0,0,0.309783416095941,-0.0108540194562957,0,-0.081465762432734,0,0,0,0,0.170271719960167,0,0,0,0,-0.06792888347827,-0.0643825392711054,0,0,0,-0.0142264152113161,0,0
X601898.SH,0,0.35933207191759,0.130508886528576,0,0,0.140337952099294,0,0,0,0.03565876718413,0.172870313415203,0,0,0,0,0,0,0,0.0400361250406067,0,0,0.0695890180506608,0,0,0,0,0,0,0,0,0,0,0.0356493280189017,0,0,0,0,0,0,0.00741263462080204,0,0,0,0,0,0,-0.01074672594756,0.0102937328127498,0,0,0,0,0,0,0,0,0.012922655502662,0,0
X600188.SH,0,0.273640529818642,0,0,0.00299523447259134,0,0,0,0,0.0989833940004613,0,0,0,0.11660238504588,0,0,0,0,0,0.0936855012592021,0.0039800020500675,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.420121496489883,0,0,0,0,0.410558620436597,0,0,0,0,0,0,0,0,0,0.115016090888176,0,0,0,0.0184185376940612,0,0.0226922417277157,0,0,-0.00302223612958396,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.00725286098845037,0,0,0,0,0,0.216573211575428,0,0,0,-0.0895284277905782,0,0,0,0,0,0,0.20973793773688,0.162600428424592,0,0,0.0114732415448898,0,0,0.2264452273693,0,0.11195871840669,0,-0.0237533225031364,0,0,-0.234390106539896,0,-0.125793136942341,0,0,0,0,-0.142931926325842,0,0,-0.0621524296855679,0,-0.0623973532381189,0,-0.205937524779907,0,0,-0.0380679143649894,0,0
X600019.SH,0,0.3965314595826,0,0,0.0143308732689831,0,0,0,0,0,0.194981012159973,0,0.0653442414637659,0,0.0579062013217663,0,0,0,0,0.357776675777034,0,0,0,0.0651651545253209,0,0,0,0,0,0,0,0,0,0,-0.146669825150051,0,0,0,0,0,0,0,0,0,0,-0.152810327324754,-0.0822357269919381,0,0,0,0,0.0748135171243633,0,-0.137569023421151,0,0,0,0,0
X600886.SH,0.37747029713537,0,0,0,0,0,0,0,0,0.106563476833068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900293165310959,0,0,-0.261516886875731,0,0,0,0,0,0,-0.110555842386616,0,0,0,0,0.0275106154982581,0,0,0,0,0,0,0,0,-0.024114971275195,0,0.0394811846274315,0.0671293804923928,0,0,0,0,0
X600547.SH,0,0.0525966744741078,0,0,0,0.105009892963619,0,0,0,0,0,0.0355993141009527,0,0,-0.0419322101150833,1.73472347597681e-18,0,0.229238026063368,0.695695244110602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351934268839127,0,0,0.0245056182677839,0,0,0,0,-0.00332039375957965,0,0
