,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X601600.SH,X600010.SH,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X000301.SZ,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X600219.SH,X000408.SZ,X000807.SZ,X601991.SH,X600795.SH,X600803.SH,X000786.SZ,X002080.SZ,X601699.SH,X000983.SZ,X000630.SZ,X600688.SH,X002353.SZ,X600801.SH,X000825.SZ,X000932.SZ,X600141.SH,X600096.SH,X000959.SZ,X600027.SH,X600489.SH,X000960.SZ,X600157.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0251787337304636,0,0.0874014907998129,0,0,-0.0609864437770336,0,0,0,0,0,0,0.0501735302282413,0,0,0,0,0,0,0,0,0,0.0791390320747961,0,0,0,0,0,0,0,0,0.0972145572519513,0,0.204968185268252,0,0,0,0,0,0.0392736441107491,0,0.0716704113497522,0,0,0,0,-0.00144063677394035,0,0,0,0.0575285200415186,0,0
X601088.SH,0.234229600097298,0,0,0,0,0,0,0.0902384573602231,0,0,0,0,0,0,0,0.0374077612594372,0,0,0,-0.253041287287371,0,0,0,0,0,0.0199230503128813,0,0,0,-0.0836050489253014,0,0,0,0,0.0480107359850176,0.251089848454369,-0.0208539196956915,0,0,0,0,0,0,0,0,-0.0278289605716768,0,0.0535647805997667,0,0,0,-0.06766750873567,0.0677637785688657,0,0,0,0,0,0
X600028.SH,0.252337185494215,0.00944580550326258,0,0,0,0,0,0.0207110708037935,0,-0.0343555151413122,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081738839695011,0,0,0,0,0,0,0.0707583211542628,0.0177675611231652,0.0176067599845707,0,0.0456010155165841,0,0,0,0,0.0408202702170874,0,0,0,0,0,0,0,-0.00145837526018888,0,0,0,0.008911174004668,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669899005207611,0,0,0,0.0440379447340068,0,0,0,0,0,0.0263924547196853,0.00612429642906825,0.0904175785261789,-0.0124102287886455,0,0,0.0445525844452444,0,0,0,0,0,0,0,0,0,0,0,0,0.0230315402983711,0.016756615390031,0,0,0,0.125331341054065,0,-0.0108229959288083,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.126650594031386,0,0,0,0,0,0,0,0,0,0,0.0655945183595584,0,0,0,-0.00841934140444284,0,0,0,0,0.106862281905429,-0.0109379185377809,-0.0329251005104766,0,0,0,0,0.382346469765825,0,0,0,0,0.0371281044393594,0,0,0,0,0,0,-0.00757327471641123,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.067188338626585,0,0.509696814680349,0,0,0,0,0,0.0624096165836554,0,0,0,0,0,0,0,-0.131726102168163,0,0,0,0,0,0,0.0244445255281147,0.170390981986152,0,0,0,0,0,0,0,0,0.112590892677481,0,0,0,0,0,0,0.110279140986902,0.218406370352891,0,-0.0358838971865955,0,0,0,-0.0443448104653468,0,0
X000792.SZ,0,-0.0774118143709558,0,0,0,0,0,0,0,0.351061282713097,-0.0199536150847822,0.261512666011374,0,0,0,-0.0115400020991691,0,0,-0.0517089894022638,0,0,0,0,0,0,0.167035498961899,0.114038470333086,0,0,0,0,0,0,0,0,0,0,0,0.0316792546074789,0,-0.416967333598325,0,0,0.188251264418238,0,0,0,0,0,0,0,0,0.0157205805207874,0,0,0,-1.73472347597681e-18,0,0
X600188.SH,0,0.0217399274217613,0,0,0,0,-0.031542969754313,0,0,0,0.105135359887166,0,0,0.0353816281157818,-0.0847301096532898,0,0,0,0.200590903086938,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.167150898522223,0.309561247932952,0,0,0,0,0,0,0,0,0,0,0,-0.113463501086138,0,0.207418189361314,0,-0.0742096818531177,0.119426433876421,0,0,0,8.67361737988404e-19,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0841914204808216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131371416035208,0.11111060670177,0.145578426552562,0,0,0.208744683849348,0.0332032307011841,0,0.0910842381062507,0,0.00699149039355376,0,0,-0.00802754677150086,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0505169062051654,0.0159639992460728,0,0,0,0.0884912646366546,0,0,0.113346228961696,0,0.142991315700999,0,0,0,0,0,0,0,0,0,0,0.0383616499081025,0.0855750372510072,0,0,0,0,-0.0204285247415414,0,0.0411808590464553,0,0,0,0,0,0,0.248288296683969,0,0,0,0,0,0,0.02625639723898,0,0.0247697362614838,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135652603806954,0,0,0,0,0,0,0,0,0.206180535408566,0,0,0.0963709007679836,0,0,0,0,0,0,0.120094814395685,0,-0.0194544829816882,0,0,0,0.0847007109729082,0,0,0,0,0.00639027376517536,0,0.448034797480264,0,0,0,0.120910683828936,-0.103612112493353,0,0.0112172192206992,0,0,0,0,0,0
X002466.SZ,-0.270791834463184,0,0,0,0,0.51630385928855,0.237070702179772,0,0,-0.104187286485396,-0.0533621542643774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227588554884471,0,0,0,0,0,0,0.0817803681899996,0,0,0,0,-0.222840012055801,0,0,0,0,0,-0.0053287756837111,0,0.229688535823278,0,0,0,0.00322835304540955,1.73472347597681e-18,0,0,0,-0.0258961879218081,0,0
