,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600886.SH,X600188.SH,X600010.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X601992.SH,X002353.SZ,X000883.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600490.SH,X600489.SH,X000825.SZ,X000831.SZ,X600315.SH,X000539.SZ,X600808.SH,X600547.SH,X600352.SH,X601699.SH,X600660.SH,X000630.SZ,X000983.SZ,X600549.SH,X600307.SH,X000027.SZ,X600578.SH,X000937.SZ,X002470.SZ,X000959.SZ,X600863.SH,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.102472486167621,0.0646365075445444,0.0219298997548507,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0392555055677797,0,0,0,0,0,0,0,0,0,0.0452102709594797,0,0,0.0240199819571964,0,0,0,0,0,0,0.015977393519605,0.0252092578741945,0,0.0951068364240097,0,0,0,0.0171914517813045,0,0,0,0,-0.0198484109962958,0,0,0,0,0,0
X600028.SH,0,0,0,0.0782886924193458,0.100248626507272,0,0,0,0,0,0,0,0,0,0,0,0,0.0237827246670151,0,0,0.0716506243329027,0.00634966509864607,0,0.00405182870143062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180816283934513,0,0,0.0538448575981577,0,0,0.148639940936988,0,0,0,0,0.0330153582449944,0.0146117113913094,0,-0.0124605315933614,0.0122270982767466,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0543949413231416,0,0,0,0.132246653393654,0,0,0,0,0.208128875609884,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494962387577985,0,0,0,-0.0493849742218465,0,0,-0.00160483230702859,-0.0114935766077935,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.254124458026356,0,0,0,0,0,0.110557546441094,0,0,0,0.215086525909969,0,0,0,0,-0.0425211714078211,0,0,-0.0270910120475582,0,0,-0.021786188979348,0,-0.0356365067448963,0.135391799673059,0,0,0,0,0,0,0,0,0,0,-0.0148641819317427,0,0,0,0,0,0,0,0,0,0,0.0264355947679935,0,0,0,-0.0541311641553907,0,0
X600585.SH,0,0,0.146637327398426,0,0,0.0871516457253213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275459071079101,0.0142411615988051,0,0,0,0,0.0140269690081334,0,0,0.165122418245535,0,0.0242560384667931,0,0,0,0,0,0,0,0,0,0,0,0,0.0210681879679075,0,0,0,0,0,0.00284165206576008,0,-0.00865879796286495,0,0,0,0,0,0,0
X600019.SH,0,0,0.0991494540115819,0,0,0,0.279627901526539,0,0,0,0,0,-0.127867151297163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124773517853093,0,0,-0.03175421517562,0,0.0117759442981577,0,0.192981176382524,0,0,0.0895098963128749,0.0178685217089817,0,0,0,0,0,0,0,0,0.131553722327065,0,0,0,0,0,0.00666002061742239,0,0,0,0,0,0
X601898.SH,0,0,0.0821688097236457,0.063256322665701,0,0.0873793326076104,0,0,0,0.0230633038962774,0,0,0,0,0.0274059026844506,0,0,0,0,0.149711359864006,0,0,0,0,0,0,0.0538224099026127,0,0.0438249011910955,0,0.106061097524871,0,0,0,0,0,0,0,0.00537924748995416,0,0,0,0,0,0,0,0,0.104864521431498,0,0,0,0.00502215359189971,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0140934579265415,0,0,0.0239708018779799,0,0,0,0,0.143820048180754,0.00661495878994288,0,0.0090979379279872,-0.0188097758222663,0,0,0,0,0,0,0,0,0,0,-0.0363529003168839,0,0.301492568858269,0,0,0,0,0.012031360474634,0,0,-0.000792891715603355,-0.00705811341848181,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0763676304628464,0,0,0,0,0.140131279570787,0.0223741313884762,0,0,0,0,0,0,0,0,0.0616237302295287,0,0.137497992230371,0,0,0,0,0,0,0.0568714402573441,0,0,0,0,0.0373037675558603,0,0.136521013887164,0.122527744924391,0.233600768308792,0,0,0,0.0420204055099392,0,-0.0557177453352093,0,0,-0.0246437678116441,0,0,0,0,0,0,-0.259102797045562
X600111.SH,0,0,0,0,0,0,0,0,0.0126307137459719,0,0,0,0,0.0412911015779449,0,0,0,0,0,0.105332146522119,-3.46944695195361e-18,0,0,0,0,0,0.00853039701941402,0,0,0.0710556147713671,0,0,0,0,0,0,0,0,0,0.0894000374216333,0.224401394398444,0.038581574185675,0,0,0,0,0.0220729673426201,0.00217174237324447,0.0703555768220401,1.73472347597681e-18,0,-0.00636391745302285,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017773178237007,0,0,0,0,0,0.0030689785102975,-0.0480010787130106,0.0694164962878284,0,0,0.0674294993064336,0,0.0277965911702356,0,0,0,0,0,0.0418837605383013,0,0,-0.047115120015155,0,0,0,0,0,0,0,0,0.157659082901332,0.00869347586941975,0,0.00503195449648115,0.0415099616507974,0,0.0112963564681321,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.017203758471252,0,0,0.0982789347295572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119306100092247,0,0,0,0.078261642924244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174904452009283,0.081286501207857,0,0.0544691792261141,0,0,0.0980655114617336,0,0.0464821563540586,0,0,-0.00590585571811407,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.176148966739581,0,0,0,0,-0.0505020439829452,0,0,0,0,0.118188137818326,0,0.0162954552305079,0,0,0,-0.0550115880548485,0,0,0,0,0,0,0,0,-0.00528124211355396,0,0.230507118279988,0,0,-0.00180723627865427,0,0.0586980378029885,0,0.103952972912595,0,0,0,0,0,0,0,0,0,0.104442372009028,0,0,0,0,0.0232615924702553,0,0,0,8.67361737988404e-19,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0960682404948093,0,0,0.143211477935172,0,0,0,0,0.0123954399975424,0,0,0,0,0,0,0,0,0,0.111456653115589,0,0,0,0,0,0.0807062318248847,0,0,0.107422013666279,0,0,0,0,0.266138088497371,0,0,0.140690472574237,0,0.0790998962990832,0,-0.00189443340804273,0.00238354687426034,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0404504302074812,0,0.203081011447553,0,-0.157796147112775,0,0,0,0,0,0,0.195732627145239,0,0,0,0,-0.296133993042016,0,0,-0.080289473060123,0,0.0316660853311485,0.0483108822452854,0,0,0.174651302708433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223840010135744,0,0,0,-0.00889754799409912,0.0262266157656004,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.256137049468642,0.0505156852393667,0,0,0,0,0,0,0.0616586864105132,0,0.0565557119131798,0,0,0,0,0,0,0.0499429599390748,0,0,0,0,0,0,0.211444057632696,0,0,0,0,0,0.0028180282217688,0,0,0.0979784453893369,0.0691694997448223,-0.146526746632808,0.118612479006291,0,0,-0.009540463566589,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.201678915801741,-3.46944695195361e-18,0,0,0,0.00391133553216861,0,0,0,0,0,0.00694458002020798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019738423390279,0,0,0,0,0,0,0.00709597322171102,0,0,0,0,0,0,0.246411473392083,0,0,0.0304792551188797,0,0.0864475160511847,0,0,-0.00376736150557993,0.00393288154359964,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0940923619406138,0.0334884170775612,0,0,0,0,0,0.011941988767911,0.068882208072884,0,0,0.0605983732732812,-0.00646914368872746,0,0,0,0,0,0,0,0,0.113542955807467,0,0,0,0,0,8.67361737988404e-19,0.0389165519492268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.0321473812967092,0,0,0,0,0,0,0,0,0,0,0.0417871516623034,0,0,0.0266585806537574,0,0,0,0,0,0,0,0,0,0,0.0331942311604344,0,0,0,0,0,0,0,0,0,0,0.131916672833893,-0.0340255886237376,0.018286730318153,0,0.0467419572248435,0.139892504343045,0,0.0084600768228928,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.108776678747312,0.24705947919111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553559756514413,0,0,0.00835102889315392,0,0,0,0.0562170972120915,0.0281806322082334,0,0,0,0.0252630201303178,0,0,-0.0268732914355652,0,0,0,0,0,0
X002353.SZ,0,0.207083480789684,0,0,0,0,0,0,0,0,0,0,0.123685135942405,0,0,0,-0.0465805411997312,0,0,0,0,0,0,0.0257994870426041,0.183546418361627,0,0,-0.0364909219569719,-0.2132466267365,0,0,0.312256443676966,0,-0.0100978248056704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805146895865431,0.199623586408577,0,0.024858119604917,0.0178844246491014,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212496880341492,0,0.0531509063758228,0,0,0,0,0.628821368314694,0,0,0,0,0,0,0,0,0.140388706185349,0,0.296937590595814,0,0,0,0.53906672014098,0,0,0,0,0,0,0,0,0,0.202460681684893,-0.322599779752682,0,0.0106393643909831,-0.0760997233563639,0,0.0077614340816241,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016280647094907,0,0,0,0,0,0.0439157667406201,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.13955462516495,0,-0.0401529870133544,0,0.177524210892232,0,0.0474648003903034,0,0,0,0,0,0.0376021990872169,0,0,0,0,0.0398014337118673,0,0.0757480200253842,0,0,0.0237938225789424,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118843433103646,0.0610873841092272,-0.0472570358687648,0,0.030627350644664,0,0,0,0,0.128460164248268,0,0.119885565736924,0,0,-0.0789822979602863,0,0,0.0439581650899975,0,0,0.076329996302986,0.0330941498234101,0.13877910321959,0,-0.0216584750616526,-8.67361737988404e-19,0,0,0,0,0,0
