,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X300072.SZ,X600660.SH,X600309.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X600352.SH,X000898.SZ,X000408.SZ,X000723.SZ,X000883.SZ,X600549.SH,X000983.SZ,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X002460.SZ,X600219.SH,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0588153605797816,0.0106347592584865,0,0,0,0.00641125708853815,0,0,0,0,0,0.0259388048255294,0,0,0,0,0,0.0172548417774858,0,0,0,0,0,0,0,-0.00376110215230401,0,0,0,0,0,0,0,0,0,0,0,0,0.0986726628303027,0,0,0,0,0,0,0.00571282310304467,0,-0.00578598996165209,0,0,-0.00442480921931624,0,0,0,0
X600028.SH,0,0,0,0.0554760303875465,0.00013073709238183,0.0349195168354191,0,0.016414828493706,0.0211400499379325,0.0202284221189123,-0.0460136254818604,0,0,0,0,0,0,0,0,0,0,0.0206701565002322,0,0,0,0,0,0,0,0.0164543660062784,0,0,-1.73472347597681e-18,0,0.0929893751028478,0,0,0.03580901311505,0.0345945717689361,0,-0.0190394010342356,0,0,0,0,0,0,0,0,0,0,-0.000419832478464272,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.206344724883703,0,0,0,0.163895591636043,0.0749253861740684,0,0,0,0,0,0,0,0.0274312273662865,0,0,0.000797044404977989,0.0380815116096805,0,0.0440367672454087,0,0,0.0304854391500252,0,0,0,0,0,0.0102177477811445,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0257002536568457,0.0322102363372652,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.109732753392458,0,0,0,0,0.0564069253645168,0,0,0,0,0,0,0,0,0.0866840332054239,0,-0.0207487329401533,0,0.022452111114448,0,0,0,0,0.156627988394908,0,0.14018639110289,0,0,0,0.0162914517451819,0,-0.110366116653729,0,0.0502984203492629,0,0,0,0,0,0,0,0,-0.0192465346714402,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0393906542387263,0,0.157197819619533,0,0.0377555910796353,0,0.0773943698248664,0,0,0,8.67361737988404e-19,0,0.187736601356909,0,0,0,0,0,0,0,0.0111131222322221,0,0,0,0,0,0,0,0,0,0,0,-0.0920370408354972,0.0371292522444475,0,0,0,0.0763030384853492,0.0270643766821194,0,0,0,0,0,0,0,-3.58164514276784e-05,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.161450613757149,0,0,0,0,0.100937538145387,0,0,0,0,0,0,0,0,0,0,0,0,0.163490632768026,0,0,0.16021713744922,0,0,0,-0.097886307051929,0,0,0.0835061228787808,0,0,0,0.09502391493818,0,0,0,0,0,0,-0.0649175666899478,0,0,0,0.185616332946608,0,0,0,0.0124999772630206,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0737349175535404,0,0,0,0,0,0,0,0,0,0,0.0217431493929543,0,0.0304180196790047,0,0,0,0,0,0.0101214501173059,0,0,0,0,0,0,0,0.0446058006959958,-0.0116770494268215,0,-0.00815295123861157,0,0.0405566237022248,0,0,0,0,0,0,-0.0188232828039893,0,-0.0567925060034448,0,-0.00651148172870517,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.118516494118042,0,0,0,0,0,0,0,0,0,0.00528261880110645,0.115101062400467,0.00625109718641171,0,0,0,0.108734341270528,0,0,0,0.0227066457832288,0,0,0,0,0.0260949091620314,0,0,-0.0673266230211882,0.108923407025372,0,0,0,0,0,0.102975988588599,0,0,0,0,0.319821957495833,0,0.0392590542790032,-0.0768971303571902,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0732675868123208,0,0,0,0,0,0.181444737426654,0,0,0,0.0357986972276127,0,0,0,0,0,0,0,0.0156633322663037,0.133052115979409,0,0,0,0.153862212275631,0,0,0,0.0276785206031332,0,0,0.0904980562989063,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.124763855397523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927990742503312,0,-0.00193442440576158,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0957572229811946,0,0,0,0,0,0.0969110383428642,0.609809785122662,0,0,0,-0.138771330717921,0.125893448963428,0,0,-0.068582517912685,0,0.275506083420523,0,0,0,0.0283764495041184,0,0,0,0,0,0
