,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X601600.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X600299.SH,X601158.SH,X000959.SZ,X600583.SH,X000630.SZ,X000792.SZ,X002466.SZ,X600352.SH,X000408.SZ,X600219.SH,X600098.SH,X000825.SZ,X000883.SZ,X000539.SZ,X000723.SZ,X600021.SH,X000983.SZ,X601699.SH,X002092.SZ,X000027.SZ,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.356832716127611,0,0,0,0,0,0,0,0.0637607399909182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495950717928809,0,0,0,0,0,0.00384892814445178,0,0,0,0,0,0,0,0,0.0180324953978097,0,0,0,0,0,0,0,0,0,0.117536655616259,0,0.00426024736021178,-0.00793215614053489,0,0,0,0,0,0
X600028.SH,0.737576680935132,0,0,0,0,0.198700079205263,0,0,0,0,0.0567413767115588,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300802038210616,0,0,0,0.0039789286725074,0,0,0,0,0,0,-0.0343397626876706,0.0443209575334627,-0.0224796379057738,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0520850806996255,0.426445761084201,0,0,0.091967829061039,0,0,0.0249828726289731,0,0,0,0,0,0,0,0,0,0.0782490996490515,0,0,0,0,0,0,0,0.0330217594879213,0,0.0536246502950101,0,0,0,0,0.0702644883229626,0,0,0,0,0,0,0,0,0.0271111418905317,-0.129282631245809,0,-0.00954085984006576,0.00588546675300301,0,0,0,0,0,0
X600019.SH,0,0,0.022694755049951,0,0.134718456173784,0,0,0,0,0,-0.0580151979175788,0,0,0,-0.0255737077411992,0,0,0,0,0,0,0,0.0749791871368148,0.202087642917332,0,0,0,0,0,0,0,0,0,0,-0.123973838832852,0,-0.0341547523514118,0,0,0,0,0.0169153780293667,0.0566890951908204,0,0.0419379790645661,0,0,0,-0.153343805639308,0,-0.0205257870364574,0.0142444724237391,0,0,0,-0.493506186760789,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0628388285694934,0.162312651864968,0,0,-0.0816581698081994,0,0,0,0.124893245459655,0,0,0,0,-0.0603492209758449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447033864509777,0,0,0,0.0111650438981288,0,0,0.140960138611826,0,0,0,0.0589589563350619,-0.0144411798301495,0.0128513600841922,0.118946543704236,0,0,0,0,0
X600585.SH,0,0.0480246244193415,0,0.207944739533679,0,0,0,0,0,0,0,0,0,0.0912885831810662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199051745690239,0,0.0472427197638984,0,0,0,-0.037130171431132,0,0,0,0.0702743807400414,0,0,0,-0.270147898475008,-0.0491213148190047,0.0444962230377154,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.061034346804809,0,0,0.0074215716707379,0.0473150583267261,0,0,0,0,0,0.0317863866659859,0,0,0,0.187635158976854,0,0,0,0.0264250087232442,0,0,0,0,0,0,0,0,0,0.0929662459444223,0,0,0,-0.0128899129220382,-3.46944695195361e-18,0,0,0,0,0.063403123683224,0.0722365551273623,0,-0.025137888859896,0.008300275318067,0,0,0,0,0,0
X601898.SH,0,0,0.0930160273335686,0,0,0,0,0,0,0,0,0,0.0577182663247947,0,0,0.0227384795892841,0,0,0,0,0,0,0,0,0,0,0.126717311416244,0,0,0,0.140651912606199,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.000853582736651132,0.0872397673833864,0.0799512036205006,0,0,0.0814380235866283,0,-0.0415543984536729,-0.0211387159058487,0,0,0,0,0,0,0
X600688.SH,0,0.317048639489616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217383618280411,0,0,0.170600999155824,0,0.0579363611158489,0,0,0,0,0,0,0,0,0,0,0,0.0519146537100932,0,0,0.11662991823467,0.0539075433301709,0.0235151164094093,0.00329004079045103,0,-0.000721584600013586,0.00315201413084011,0,0,0,0,0,0
X601600.SH,0,-0.0891663144928808,0,0,0,0,0,0,0,0,0.0290435702725575,0,0.205156680339266,0,0.0390360346021187,0,0,0,0,0,0.140086447833932,0,0,0,0,-0.216825509048573,0,0,0,0,0,0.216554354788744,0,0,0,0,0.204117459608415,0,0,0,0,0,0,0,0,0.059412345825602,0,0,0,3.46944695195361e-18,-0.0307326991405546,0.0200102319386704,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040404791445569,0,0,0,0,0,0.0550676666677458,0,0,0,0.758859449408565,0,0,0,0,0,0,0.0313229625025001,0,0,0,0,0,0.0629178354196083,0,0,0,0,0,-0.107581087499864,0,0.104729306289512,0,0,0,-0.0372514397068034,-0.0458358936599741,0.0212688598942672,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.267913410662632,0,0,0,0,0,0,0,0.0338801677384962,0,0.0951532524652941,0,0,-0.0321069084996474,0,0,0,0,0,0,0.00525996450438147,0,-0.109450186833098,0,0,0.0984106624363127,0,-0.00465305981146151,0,0,0,0,0,0,0.0109724202723396,0,0,0,0,0,0,0.0368937244353598,0,0,0.0480767341623902,0,-0.00976004692720577,0.00727804545890919,0,0,0,0,0,0
X600362.SH,0,0,0,-0.128862167126201,0,0,0,0,0,0.149466082741997,0,0,0,0,0.139668602939432,0.064137884065441,0,0,0,0,0,0,0,0,0,-0.283462969798644,0,0,0,0.0935303255151043,0,0.555423307025819,0,0,0,0,0,0,0,0,0,0,-0.152414351594325,0,0,0.058647498281394,0,0.144011225783564,0,0,-0.00896238129000704,-8.67361737988404e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.152155904674479,0,0,0,-0.179300723316301,0,0,0,0,0,0,0,0,0,0,0.0383322396957304,0,0,0,0.048181583468641,0,0,0,0.26502728122896,0.0768046210292755,0.144529830117395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104371040064622,-6.93889390390723e-18,-8.67361737988404e-19,-0.0195436108748071,0,0.0742699790085306,0,0,0,0,0
X300072.SZ,0,0,-0.0663320197844011,0,0,0,0,0,0,-0.112701789791206,-0.0505481847807108,0,0.196992406357285,0,0,0,0,0,0,0,0,0,0,0,0,0.0299246128721086,0,0,0.209795458358726,0,0,0,0.189128005909597,0,0,0,0,0,-0.0149489153465797,0,0,0.00430837298036291,0,0,0,0,0,0,0.00857179468681211,0.118182081516336,0.00348866136058759,0.0144713031969961,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.697733431151242,0,-0.156697571454575,0.100362093537786,0,0,0,0,0,0,0.195904677967287,0,0,0,0,0,0,0,0.0111399304709781,0,0,0,0,0.157250995899031,0,0,0.167482396856067,0,0,0,0,0,0,0,0,-0.129411907319041,0,0,0,0,0.000190102080950145,0,0.0680784884740389,0.00885879331800754,-0.00184790067108473,0,0,0,0,0,0
X601991.SH,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0665588196790148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857736632843657,0,0,0,-0.037803561242983,0,0,0,0,0,0,0,0,0.0530049111157696,0,0,0,0,0,0.0153853585701137,0.0498835522981423,0,0,0.0850195177544541,0,0.0116565140639461,-0.0192906871085206,0,0,0,0,0,0
X600157.SH,0,-0.0783177301380816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559116293573553,0,0,0,0,0.0647666876985355,0,0.0955470661057244,-0.0450293596803484,0,0.338535271055601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00321830237827631,0.0130464319587255,0.0108761837485552,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.104148148425109,0,0,0,0,0,0,0,0,0.00173135015328682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146019875081513,0,0.092341184059383,0,0,0,0,0,0,0.0525878773554895,0,0,0,0,0,0,0,0.00094056502603856,0,0.0205547229491194,0,0,0.00473442608937321,0.00482874771045211,0.0137898478840218,0,0,0,0,0
