,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601991.SH,X600188.SH,X600362.SH,X600027.SH,X600111.SH,X601992.SH,X600157.SH,X600886.SH,X600299.SH,X600547.SH,X600623.SH,X600489.SH,X600660.SH,X000709.SZ,X601158.SH,X000792.SZ,X600352.SH,X600583.SH,X600309.SH,X000898.SZ,X002466.SZ,X000539.SZ,X000629.SZ,X000883.SZ,X000630.SZ,X000060.SZ,X002075.SZ,X000027.SZ,X000983.SZ,X000959.SZ,X600021.SH,X601699.SH,X600022.SH,X002470.SZ,X300072.SZ,X600578.SH,X000012.SZ,X600612.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.148749428895493,0,0.11477461578086,0,0,0,0,0,0,0.0337908582456133,0,0,0,0,0,0,0,0,0,0,0.0247318696444488,0,0,0.0577858161296008,0.0181126879493383,0,0,0.0881238083302762,0,0,0,0,0,0,0,0,0,0,0,0,0.0305764186794383,0,0,0.0386675547580202,0,-0.00726256906771976,0.0105399419449993,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.137206319138422,0,0,0,0,0,0,0.069339432637672,0,0,0,0,0,0,0,0,0,0,0,0.0293127675707,0.0538094890910246,0,0,0,0,0.0896446325520488,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0481850339948339,0,0,0,0,0,0,0,0,0.00071005318529379,0.00597942968241129,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.502492026730048,0,0,0,0,0,0.0257834297111717,0,0,0.0028459262141955,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0091957100209326,0,0,0,0,0.00858601316532558,0,0.0168763672852559,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.203979399429896,0,0,0,0.0572390535461599,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.133526651084128,0,0,0,0,0.0287567928993339,0,0,0,0,0,0,0,0,0.154889264359872,0,0,0,0,0,0,0,0.0768171009771502,0,0.0572657057120863,0,0,0,0,0,0,0,0,0,0,0,0.12063030405859,0,0,0,0,0,0,0,0,0.0291293488829806,0,0,0,-0.0030210408584071,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0141267193632957,0,0,0,0,0,0,0,0.0843881543159599,0,0.0336077706157622,0,0,0,0,0,0,0.149751604624528,0,0,0,0,0,0.00243788783480257,0,0,0.0782228838421442,0,0.214432723293228,0.0980201162646984,0,0,-4.33680868994202e-19,0.0887682902732768,0.0913650350811238,0,0.0968530917956589,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0104121167912898,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.146830522021121,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289902252271269,0,0,0,0,0,0,0.0146970831422497,0,0.128021930807336,0.145900716829668,0,0,0.223337535088032,0,0,0,0.0509878845541146,0.0871538041179439,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179691439117579,0.177465651064663,0.014455387894883,0,0.0751535522417284,0,0,0.0997398822046601,0,0,0,0,0,0.0263054185146441,0.0842062534895638,0,0,0.102131619813922,0,0,0,8.67361737988404e-19,0,0.00502822935287109,0,-0.0368204237672616,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0211680961643395,0,0,0,0,0,0,0,0,0,0,0.0230279003287541,0,0.122283398217724,0,0.147256720793927,0,0,0,0,0,0,0.0298090341273165,0,0,0,0.172391634307075,0,0,0.0940350178929465,0,0.051603992352083,-3.46944695195361e-18,0,0,0,0,0,0,0.0263583489824098,0,0,0,0.153561023129658,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873084602297215,0.0599897844311709,0,0,1.73472347597681e-18,0,0.154936382851425,0,0,0,0.0578021692922025,0,0,0,0,0,0.247719515382117,0,0,0.099975787128252,0.0444031878473642,0.142176291974112,0,0,0,0,0,0.049903897635661,0,0,0,0.00014081081825271,0.0366401302949579,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0873998338137626,0,0,0,0,0.215720356661185,0,0,-0.0228947220948293,0,0,0,0,0,0,0.0464593423432011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214962430715981,0.034235549417437,0.2057639879125,0,0,0,0,0,0,0,-0.0311040354047251,-0.0442934420022417,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0466865705563947,0,0,0,0,0,0,0,0.10450876987283,0,0,0,0,0.175741268036307,0,0,0,0,0,0,0,0,0.0127596997862835,0,0.0944826144432448,0,0,0,0,0.0726728309723076,0,0.0823047548414482,0,0,0.0678569921905686,0,0,0,0,0,0.0300851494583007,0,0,0.0165775607672589,0,0,0,0,-0.0140849794864283,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271527763905187,0.0108298611983646,0.141325204789673,0,0,0.00223437170169656,0.229987679455759,0.015833258004738,0,0,0.021089696453905,0.015948937935631,0.0709940269940124,0,0,0.108229454189953,0,0.161679944710757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.17127546465655,0.138207123968764,0,0,0,0,0,0,0,0,0,0,0,0,0.1091122123388,0,0,0.156129447554577,0,0.0740938237887387,0,0,0,0.0850764402069764,0,0,0,0,0,0,0,0,0,0.128003734067423,0,0.13730386197926,0,0,0,0,0,0,0,0,0.0130146629169758,-0.0195089486367424,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.048582502193402,0.126960876982137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108200501840391,0,0,0,0,0,0,0,0,0,0.0103978526861843,0,0,0,0,0,0,0,0,0,0.0852762828513558,0,1.38777878078145e-17,0,0,0,0.13598929579397,0,0.322355055784257,0,-0.0614063272166566,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.134900772383207,0,0,0,0.330267438862418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522092737498788,0,0.116115142672964,0,0,0,0.0538849238390564,1.73472347597681e-18,0.00234089151622981,0,0.0352160702414918,0,0.0178003127642594,0.0243869537782079,0,0,0,0,0,0,0,0.0623928572691378,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0824241585176115,0,0,0.022062689739795,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.10656082626131,0,0,0.160091336808372,0.0141101625880885,0,0,0,0,0.0494157455476137,0,0.215627211712587,0.154831176003864,0,0,0,0,0,0,0,0,0,0,0,0,0.0970453298299786,0,-0.0313771711485072,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0796832722649471,0.109812290226801,0,0,0,0,0,0,0.253558218166856,0,0,0.103385488771153,0,0,0,0,0,0,0,0.255386573081616,0,0,0,0.0433053418346599,0,0,0,0,0,0,0,0,0.0296504758938029,-0.034309259224938,0.0331200779577598,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656148603019274,0.0378224256652113,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0390741323170245,0,0,0,0,0,0,0,0,0.015545636134875,0,0,0,0,0,0,0,0.0399630856848581,0,0,0,0.171710324863895,0,0,0,0,0,0,0,0,0,0,0.0529627355882715,0,0.165423819609517,0,0,0,0,0.350502176392607,0.172230828294432,0,0,0.0563270537250595,0,0,0,0.0181906577386022,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125280313573965,0,0,0.0255020435199376,0,0.049393323469836,0,0,0,0,0,0,0.0744426832232561,0,0.108900951414149,0,0,0,0.0716981548002154,0.0257159950685401,0.112842848524731,0.0873518551391436,0,0,0.0118982624498437,0,0,0.0177223674803199,0,0.0066220699734054,0.0282382326700127,0,0,0,0,0.0511042547504608,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107247867131233,0.0799167829371385,0.139220409098513,0,0,0,0,0,0,0.221697814797453,0,0,0.0110232223448784,0,0,0,0,0,0,0,0.255681180589267,0.0935173029116085,0,0,0.0114864825981226,0,0,0,0,0,0,0
X600547.SH,0,0,-0.000712906400102709,0,0,0,0,0,0,0,0,0,0,-0.0836878738352234,0,0,0,0,0,0.029746393034718,0,-0.0263394200594345,0.908363008082974,0,0,0,0,0,0,-0.0737036897693609,0,0,0,0.020505072495824,0,0,0.343743537946251,0.0213661515713003,0,0,-0.0101811546241894,0,-0.0912009764799251,0,0,0,-0.092186810971492,-0.0681024534008398,0,0,0,0,-0.00679556722276881,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.350224792950054,0.0207337688646012,0,0,0,0,0,0,0,0,0,0,0,0,0.110714004276551,0,0,0,0,0,0.235157063498447,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0592342635134597,0,-0.250616204994588,0.34236925654528,0,0.617270264402298,0,0.0277894529418923,0,0,0,-0.0359061205394806,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773777638371369,0,0,0.599887194460907,0,0,0,0,0,0,0.0929732330707317,0,0,0,-0.0220295135360797,0,0,0,0,0,-0.0424459571757791,0,0.00384272598997862,0.173628619644481,0,0,0,0,0,0,0.019269519564703,0,0,0,-0.00514413924280917,-0.00143032112234996,0,0.0618081690624103,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.135409175305106,0,0,0,0,0,0.0161827825234907,0.0717433773221694,0,0,0,0,0,0,0,0.0357976167370666,0,0,0.0186094333543754,0.137363451390862,0,0,0,0,0,0,0,0.0282217752286814,0,0,0,0.0483305704602846,0,0,0,0,0,0,0,0,0,0,0.0131620245215418,-0.0101492687428119,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.145503760825165,0.127946304771067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353598016247034,0.0687432188250024,0,0,0,0,0.0210019963752377,0,0,0.0338272031897498,0.165808228481675,0,0.0133334304294361,0.199866867179546,0,0,0,-0.114197243626311,0,0,0,0.0314816575930839,-0.0493629527262243,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.0760751478614595,0,0,0,0,0,0,0,0.138213302305932,0,0,0,0.0869477509143122,0,0,0,0,0,0,0.0826034321792451,0,0,0,0,0,0,0,0.0879058130408538,0.0514678570591219,0,0,0.0217734221427514,0.106563842924562,0,0,0.0623978559054741,0.238036068570039,0,0.0224564487152636,0,0,0,0,-0.0259073194852797,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0.317396404398941,0,0,0,0,0,0,0,0,0,0,0,0,0.0792503360893633,0,0,0,0,0,0,0.0499361751595812,0,0,0.03662193859703,0,0,0,0,0,0.0766217925404056,0,0,0,0.0659595440489741,0,0,0,0,0,0.19443886623868,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0497513285538775,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00514600759661005,0,0,0,0.0736178490023103,0,0,0.20473836274314,0,0,0,0.224473309064143,0,0.364924239970929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.227066648403033,0,0,0,0,0,0,0,0,0,0,0,0.0251121225752904,0,0,0,0,0,0,0.0145643090019876,0.130524135048666,0,0.025918557924371,0,0,0,0,0.200186304602141,0,0.0445194091024056,0,0,0.0170337648799063,0,0,0,0,0.106174228172353,0,0,0.0884398231183713,0,0.0249825189436298,0,-0.0140874888909084,0,0,0,0,0,0,0
