,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600660.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600801.SH,X002460.SZ,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X002271.SZ,X600111.SH,X601992.SH,X600176.SH,X000723.SZ,X002353.SZ,X600027.SH,X600583.SH,X600426.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600219.SH,X000709.SZ,X601158.SH,X000883.SZ,X600612.SH,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000792.SZ,X600808.SH,X000825.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.00520958471060535,0,0,0,0,0,0,0.0846425372982472,0,0,0,0,0,0.021378810636654,0,0,0.0158751306981701,0,0,0,0,0.218898853390683,0,0,0,0.0364528653105339,0,0,0,0,0,0.0224782971421265,0,0,0.191367104788427,0,0,0,0,0,0,0.0213026273618438,0,0,0,0.0261035731709651,0,0,0,-0.00687959905619003,0.00641974592792326,0,0,0,0,0,0
X600028.SH,0.139956137519758,0,0,0,0,0,0,0,0,0.0304473497286534,0,0,0,0,0,0,0,0,0.0176465554804726,0,0,0,0,0.175970540476485,0,0,0.00871648702537988,0,0,0.0662508027708414,0.0225653389893402,0,0,0,0,0,0.0339015556488904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171918090731489,0.00397410849133767,0,0,0,-1.0842021724855e-19,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0135155187711869,0.00639697993967552,0,0,0,0,0,0.105009110913035,0,0.341420964509799,0.00324225261113572,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00366035711842922,0,0.0170878916732471,0,0,0,0,0,0,0,0,0.0296725128191737,0,0,0,0,0,0,0,0,-0.00899530042225416,0.00147702873980185,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.126973088567991,0,0,0,0,-0.0345072965193513,0,0.0302150303557692,0,0,0,0.430684214105761,0.00904305113177955,0,0,0,0,0.0102986539505342,0,-0.0945237173150189,0.0546253363294754,0,0,0,0,0,0,0,0,0,0,0.0358203056912181,0,0,0,0,0,0,0,0,0,0,0.0403909990925402,0,0,0,0,0.0302631901333676,-0.0230653061189164,0,0,0,0,0,0
X600309.SH,0,0,0,0.0882375669093084,0,0,0.151776798632261,0,-0.0567560795482429,0,0,0,-6.93889390390723e-18,0,0,0.243387983351124,0,0,0,0,0,-0.00423695292513159,0,0,0,0,0,0,-0.24665437927543,0,0,0,0.234592812197748,0.0602575222188056,0,0.0890843534288802,0,0,0,0,0,0,0,0,0,0,-0.149454470435764,0,0.210281814403118,0,0.0697637853039361,-0.0321299180194724,-0.0273532238493782,0,0,0,-0.0202546812907873,0,0
X600019.SH,0,0,0.0432161157742871,0,0,0,-0.0158170021327716,0,0.0233787157048019,0,-0.0532359713821646,0,0.0608352000968227,0,0.157288782111151,0,0,0,0,0,0,0,0,0,0,0,0,0.016679560416639,0,0,0,0,0,0,0.0520008647176837,0,0,0,0.0147569598491859,0,0,0,0,0.0239253864987491,0,0,0,0,0,0.0250385523202908,0,0.02016341592584,0.038070070423924,0,0,0,0.0704269387789228,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0295999041269232,0,0,0,0,0,0,0,0,-0.0264433237922483,-0.0907145536148661,3.46944695195361e-18,0,0,0,0,0.075588908250099,0,0,0,-0.0037970045410501,0,0,0,0.194915525672698,0,0,0,0.961229548013407,0,0,0,0,0,0,0,-0.0528302624167314,0,0.0508165800770484,-0.0889616526058824,0,-0.196480550371614,0,-0.0119907207699064,0.0246007679835336,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,6.93889390390723e-18,0,-0.177555257771005,0,0,0,0,0,0,0,0,0,-0.116327627932764,0,0,0,0,0.129610263076763,0.0221653023200091,0,0.174107259571835,0.16250821191012,0,0,0.418643831967672,0,0,0.0773203792099902,0,0,-0.147281015315408,0,0,0,0,0,0,0,0,0,0,0.0688169801280714,0,-0.0525043068270594,0,0.016474068135045,0,0,0,0,0.0155891873544269,0,0
X000708.SZ,0,0,0,0.467283996952959,-3.46944695195361e-18,0,0,0,0,0,0,0,0.337108916930177,0,0,0,-0.166686501492938,0,0.00595807363855712,0.147492002538277,0,0.157528116351691,0,-0.27966978318111,0,0,0,0,0.254202347344871,0,0,0,0,0,0,0.0679489313624102,0.116886626327748,0,0,0,0,0,0,0.1850428657426,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707608846893956,0,0
X601898.SH,0.250887186742072,0,0,0,0,0,0,0,0.0399588975162436,0,0,0.114369723174349,0,0,0,0,0.0607834193221115,0.398014223288362,0,0,0,0,0,0,0,0,0,0.0704036035238929,0.0586498295957301,0,0,0,-0.119081769294848,0,0,0.111249498048304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027942277294908,0.0410641408327004,0,0,0,0,0,0
