,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600362.SH,X600111.SH,X600188.SH,X600027.SH,X601992.SH,X600309.SH,X600583.SH,X600688.SH,X000898.SZ,X601158.SH,X000709.SZ,X000883.SZ,X000792.SZ,X000539.SZ,X600808.SH,X600489.SH,X000629.SZ,X000831.SZ,X600352.SH,X000630.SZ,X000027.SZ,X002353.SZ,X600578.SH,X000825.SZ,X600549.SH,X600547.SH,X601699.SH,X600863.SH,X600008.SH,X600307.SH,X000983.SZ,X600660.SH,X600315.SH,X600098.SH,X000937.SZ,X000959.SZ,X601168.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.601200124728198,0.0293805590599874,0,0,0,0,0,0,0,0,0,0,0,0.031936706389944,0,0.0932639344708053,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114122148823025,0.0301517615229922,0,0,0,0,0,0,0,0,0,-0.00882659223786798,0.0157431493109882,0,0,0,0.05930252285632,0,0,0,0,-0.0358164790221535,0,0.00800543969713208,0,0,-0.00117276854362024,0,0
X600028.SH,0.556219664006291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290179787610695,0,0,0,0,0,0,0,0,0,0.0152920735586014,0,0.0800466796986993,6.93889390390723e-18,-3.46944695195361e-18,0,-0.0342542800893467,0,0,0,-0.0475717409585008,0.0110987333393453,0,0,0,0,0,0,0,0,0,0,-0.0319686876383453,0.00278085504949235,0,0,0,0,0,0
X601088.SH,0,0.0751190737827055,0,0,0,0,0,0,0,0,0,0,0.0339937916984986,0,0.206907745676727,0,0.145954977402121,0,0,0,0,-0.0125308946962793,0,0,0,0,0.00243753304408857,0,0,0,0,0,0,0,0.151993795720893,0,0,0,0,0,0,0,0.096919626685869,0,0,0,0,0,0,0,0,-0.0226425723567896,-0.0108857453495063,0,0,0,0,0,0
X600011.SH,0,0,0.0554840519090315,0,0,0.124361642032232,0,0.0607479397492152,0,0,0.132359114382781,0,0,0,0.0890730985691089,0.2192005313047,0,0,0.0937941199570377,0.04160554634883,0,0,0,-0.154306975288107,0,0,0.00731576032398589,0,0,0,0,0,0.108340775255728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.00606541150155996,0,0,0,0,0,0,0,0,0,0,0.077370063295291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190892227521328,0,0,0,0,0,0.0605401533696347,0,0,0,0,0,0,0.0572498510170274,0,0,0,-0.0686829345831144,0.0760266248130841,0.00966446070184731,0,-0.0555038329977946,0,0,0,0,0,0,0
X600019.SH,0,0,0.00244926746674296,0,0,0,0,0,0,0,0.07376321854247,0,0,0,0.0419778705434807,0.0938965663194295,0,0,0,0,0.355308917745678,0,0.179288247299889,0,0,0,0,0,0,0,0,0,0.0984912907082238,0,0,-0.0324789664378197,0,0,0,0,0,0,0,0,0,-0.0627528474767526,0,0.0269298005846298,0,0,0,-0.0172470396309993,-0.00738208897273593,-0.0358402167479651,0,0,0,0,0
X601898.SH,0,0,0.107066136904898,0,0,0,0,0.0358831165690201,0,0.186026833656472,0,0,0,0,0.0449773820009586,0.0359250460230889,0.0833716709804627,0,0,0,0,0,0,-0.0307493080059618,0,0,0.0266794338317394,0,0,0.0773423936796539,0,0,-0.0252633937216342,0,0,0,0,0,0.0100089313971927,0,0,0,0.294374997971977,0,0,0,0,0,0,0,0,-0.0141071571885505,-0.0301949527911291,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0417272870750431,0.0399599062540182,0,0,0,0,0.033695338464648,0.0450946855807374,0.0147754927558964,0,0.00182924509075498,0.120243465194499,0,0,0,0,0,0,0,0,0.089243994884907,0,0,0,0,0,0.162987951227057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220821708699205,-0.0257341837006018,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.147792522769061,0,0,0,0.00959143565215774,0.164640258940035,0,0.0618869068736757,0,0,0,0,0.0719294678763292,-0.0500778299242412,0,0,0,0,0,0,0,0,0,0.10170130097091,0,0,0,0,0,0.0391606427150823,0,0,0,2.16840434497101e-19,0,-0.0107354794257693,0,0,0,0,0,-0.00307019609497621,-0.0117449810374592,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.17309827702864,0.405582770896674,0,0,0,0.00406634744394128,0.277655032231331,0,0,0.0241379296179656,0,0,0,0,0.0513155941171399,0,0,-0.00403955373260833,0,0,0.0443187393434784,0,0,0,0,0,0,0,0,0.00741697082599018,0,0,0,0,0,0,0,0,0,0,0,0,0.0588146717252175,0,0,0,-0.0024684417841843,0,0,0,0,0,0
