,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X600795.SH,X000301.SZ,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X600426.SH,X600362.SH,X601991.SH,X600027.SH,X600803.SH,X601699.SH,X600176.SH,X000983.SZ,X000408.SZ,X600160.SH,X600348.SH,X000629.SZ,X600378.SH,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X000786.SZ,X600157.SH,X600399.SH,X600688.SH,X600985.SH,X000807.SZ,X600141.SH,X002353.SZ,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.660350772905356,0,0,0,0,0,0,0.171445041637621,0,0,0,0,0,0,0,0,-0.0646605151799899,0,0,0.0545873420601356,-0.0206869928616443,0,0,0,-0.016953908289028,0.0483907618972635,0.00440117600736883,0,0,0,0,0,0,0,0,-0.00516933300429869,0,0.0811906773065486,0,0,0,0,0.0553021112005689,0,0,0.00141968433973857,0.0875354399995071,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.274294908123684,-0.0287806666872495,0,0,0,0.224145792442739,0,0,-0.134726941609257,0,0,0,0,0,-0.0557412394307515,0,0,0,0,0,0,0,0,0,0,0.065752253770362,0.236166340433201,0,0.0207933509326239,0,0,0,0,0,0,0,0,0,0,0.0515171519892449,0,0,0,0,0.00432330772769582,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.588881931131034,0,0,0,0,0,0.0272381478288668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318919906643898,0.00713116141299923,0,0.0251095882388886,0,0.0740827822410576,0,0,0,0,0.0137535594525445,0,0,0,0,-0.013932815996197,0,0,0.019985594468356,0,0,-0.014603853748459,-0.00512650876366621,0.00105659723644896,0,0,0,0,0,0.0169746962247369,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401537689592223,0,0,0.115508835636854,0.118775991889525,0,0,0,0,0,-0.172127734503688,-0.115943082704862,0,0,0,0,0,0.370490651887487,0.116596503411162,0,0.144846664757944,0,0,0,0.0917178669436827,0,0,0,0.0364692186699743,0,0,0,0,0,0,0
X600188.SH,0,0.761108714226563,0,0,0,0,0,0,0,0.126137398145224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999280329109853,0,0.0855666851373116,0,-0.219143786286283,0.0427919384943878,0,0,0,-0.0109102123331974,0,0,0,0,0,0,0,0,-0.0253419815337123,0,0,0,0,0,0.0287442951669447,0,-0.01684511211065,-0.0167281988841899,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.441374657403931,0,0,0,0,0,0.0555705051800347,0,0,0,0,0,0.0250373649218029,0,0.084608145715668,0,0,0,0,0,0,-0.158266919632425,0,0,0,0.00543913752324825,0,0,0.0919828239884819,0,0,0.019422764045281,0,0.175543824655978,0,0,0,0,0,0,0,0,0.254149415712245,0,0,0,-0.0232063187061206,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.443964435186454,0,0,0,0,0,0,0,0,0,0.0231363421629771,0,0.0275767485227904,0.0619307067765947,0,0.178652401934366,0,0,0,0,0,0,0.0188864659165985,0.195458483335246,0,0,0.528935387271062,0.068781657227616,0.0225674037567612,0,0,0,0,0,0,0,-0.0333611589500825,0,0,-0.166677256782467,0,0,0,0,-0.0878865892434583,0,0,0.0366862112890649,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0539858608049348,0,0,0,0.166288411689191,0,0.116949389600354,0,0,0.000107586443119357,0,0,0,0,0,0,0,-0.0569814024800924,0,0,0,0,0,0,0,0,0,0.140849870226165,0,0,0.456945749855899,0,0,0,0.0220013249902906,0,0,0.0488384924009481,0.0318402026134317,0,0,0.0288170181991192,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.205755330968005,0.0838528539143879,0,0,0,0,0,0.100249373577813,0,0,0,0,0,0,0,0,0.0818656920332836,0,0,0,0,0,0,0,0,0,0.214640440795522,0,0,0.00126386062334985,0,0,0.0336062096461794,0,0,0,0.155845233608436,0,0,0,0,0.0985681955480102,0,0,0,0,0,0.0407772264114627,0,0,0,0,0,0
X601898.SH,0.0293801385698938,0,0,0,0,0,0.0678917447945726,0,0,0,0,0,0,0,0,0,0,0,0,0.0612907171813137,0,0,-0.0944122218584395,0,0,0,0,0.238657028593405,0.0957111366172851,0,0.411910050744997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587814350935009,0,0,0,0.0902681484856801,0,-0.0288431200377027,0,0,0,0,0,0,0
X600019.SH,0.0102260685910237,0,0,0,0,0,0,0,0,0,0,0.0560497607603777,0,0,0,0,0,0,0,0.0635212949478245,0,0,0,0.326743385416473,0,0,0,0.0208645997273236,0,0,0,0,0,0,0,0,0,0,0,0.204881609707507,0,0,0,-0.0929396908257919,0.236516669880429,0,0,0,0,0,0,0,-0.0475276480449908,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.029554792323161,0,0,0,0,0,0,0,0,0,0,0.081865361035993,0,0,0,0,0,0,0,0.216326588643295,0.260683845300008,0,0,0,0,0.030310929568471,0.1898569937031,0.0335752209508707,0.0276238114483352,0,0,0,0,0,0,0,0,0,0.0679458518159359,0,0,0,0,-0.364464599461395,0,0.0622515759117285,-0.0390533493210272,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.192005683313865,0,0,0.0886847569250372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428149576332428,0,-0.0238852588080799,0,0,0.0321153921075601,0.0102136178242544,0,0,0,0,0,0,0,0,0.215006238768426,0,0,0,0,0.0252214575319804,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.205880428805926,0,0,0,0,0,0.0192022017942085,0.0538567991754418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767029061992096,0,0.0525296428998276,0.0401751969958884,0,0.10027330565137,0,-0.028656788034432,0,0.104253850270788,0,0,0,0,0,0,0,0,0.00853408371045376,0.0427538588338719,0,0,0,0,-0.0377138487460074,0.0331154069827238,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.107341066299787,0.204116538089693,0,0,0,0,0.00799400380689099,0,0,0,0,0,0,0,0,0,0,0,0.0211244562519706,0,0,0,-0.00893596171084191,-4.33680868994202e-19,0,0,0.0290536562641106,0,0,0,0.0650328259967858,0.304286226615061,0.0630529977120116,0,0,0,0,0,0,0,0,-0.0263650421638438,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.188843906416722,0,0,0,0,0.127270564457172,0.221708077592895,0,0,0,0,0,0,0,0,0,0,-0.157008782548904,0,0,-0.00169632178760765,0,0,0,0.0984072532408839,0,-0.128912747650304,0.260828583593164,0,0,0,0,0,0,0,0,0.0636983552965403,0,0,0,-0.0495331200370001,0,-0.241423879081846,0,0,0,0,0
X600547.SH,0.0611552125464106,0,0,0,0,0,0,0,0,-0.0912506240801156,0,0,0,0,0.0124738329715955,0,0,0.0178896141558646,0.001860818314677,0,0,0.0140513906690592,-0.0166727649834604,0,0.263807369962888,0,0,0.0582297544638257,-1.73472347597681e-18,0,0,0,-0.0186009468599694,0,0,0,0,0,0,0,0.322038066434713,0,0,0,0,0,0.0488390104450084,0,0,0,0,-0.0647404378539362,0.053416285974905,0,0,0,0,0,0
