,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X002460.SZ,X600795.SH,X600111.SH,X600362.SH,X002466.SZ,X600489.SH,X000708.SZ,X600803.SH,X000301.SZ,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X000630.SZ,X600176.SH,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X002271.SZ,X300037.SZ,X000831.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.216396980395426,0,0,0,0,0,0,0.219005984701897,0,0,0,0,0.0560643594079192,0,0,0,0.41288643990557,0,0,0,0,0,0,0,0,0,0,0,0,0.0401615218001019,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.106404066991466,0,-6.93889390390723e-18,-0.031980611378178,0,0,0,0,0,0,0,0,-0.08250990684733,0,0
X601088.SH,0,0,0,0,0.308038501983871,0,0,0.014613529212716,0,0.0193661035581108,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141868104631947,0,0,0,0,0,0,0,0,0,0,0.126715174752336,0,0,0,0,0,0,-0.0349931380629353,0,0,0,0,0,0,-0.00362176435637046,0,-0.0317200677307498,0,0
X600028.SH,0.522778017308258,0,0,0,0.215628131207987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00588452225082739,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455148175462045,0.136823093166181,0,0,0,0,0,0,0,0.100378384753581,0,-0.0641025108370873,0,0,0,0,0,0,0,0,0,0,0,-0.049386309451357,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110397295116861,0,0,0,0,0,0,0.203364324099037,8.67361737988404e-19,0,0,0,0,0,0.0354758336320682,0.0171259705177815,0,0,0,0,0.080826620285254,0.138202573343527,0.182029271009016,0,0,0,0,0,0.0259576623928277,0,0,0,0,0.0461167532873189,0,0,-0.0268683057314354,0,0,0,0,0,0,0
X601898.SH,0.313186947225525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957225389860694,0.055933350084313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253977271411991,0,0,0,0.0108659186699542,0,0,0,0,0,0,0,0,0,0,-0.128624910916858,0,-0.0239001181788321,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119209958032318,0,0,0,0,0,0,0,0,0,0,0,0.226727026765953,0,0,0,0,0.0977294931974901,0,0,0,0.352945038422671,0,0,0,0,0,0.092229204147773,0.00421450534191202,0,0,0.344260759078043,0,0.0440283124672744,0,0,0,0,0,0,0.0598614695317989,0,0,-0.0566234773106702,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.00624664461987691,0,0,0,-0.0521269383203727,0,0,0,0,0,0,0,-0.281439812387141,0,0.116627592007494,0.1199798850186,-0.00873634311248186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498334701767486,0.264556840377419,0,0,0,0,0,0,0,0,0.00720339161563516,0,0
X600019.SH,0.305346677135216,0,0,0,0,0,0,0,0,0.198063662126476,0,0,0,0,0.0723655068442821,-6.93889390390723e-18,0,0,0,0,0,0,0.0907793661337376,0.0933709516330415,0,0,0,0,0,0,0,0,0,0,0,0.071740541087088,0,0,0,0,0,0,0,0.0114351335036187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.218460294641602,0,0,0,0,0,0,0,0,0.0503892508752708,0,-6.93889390390723e-18,0,0,0,0,0,0.00667110255615806,0,0.0537006027259804,0,0,0.189308400389006,0.00301779435276052,0,0,0,0,0,0.0226806943432463,0,0.257669940317813,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00362922797430515,0,0,0,0,0,0,-0.0351732003697433,0,0
X601600.SH,0,0,0,0,0,0,0,0.226331200536659,0,0,0,0,0,0,-0.14083586338274,1.38777878078145e-17,0,0,1.08376042804752,0,0,0,0,0,0,0,0,0,0.212736912259946,0,0,0.245459893652407,0,0.187519963707299,0,-0.309586654228917,0,0,0,0,0,0,0,0,0,0,-0.0137539275136341,0,0,0,0,0,0,0,0,0,0.00894410604617649,0,0
