,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600660.SH,X600886.SH,X601898.SH,X600010.SH,X601600.SH,X000792.SZ,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600352.SH,X601991.SH,X600489.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X000401.SZ,X600426.SH,X000723.SZ,X002075.SZ,X002353.SZ,X002466.SZ,X000932.SZ,X601158.SH,X600486.SH,X600219.SH,X000898.SZ,X600126.SH,X600529.SH,X600315.SH,X000883.SZ,X600516.SH,X000553.SZ,X600612.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0526386141084219,0,0,0,0,0,0,0.103622557378302,0,0,0,0,0,0,0,0,0,0,0.0174169695531675,0,0,0,0,0,0,0,0,0,0,0.121003005582611,0,0,0,0.0344368499212432,0.00404051351880165,0.0398316365909751,0,0,0,0,0,0,0,0,0,0,0.0316572762091875,0,0.0694424339055542,0,0,0.006058160282913,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0379122308661608,0,0,-0.030717149065608,0.0391668410412075,0.04267899228168,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615706870908091,-0.0418692351448015,0.0700766296379196,0,0,0,0,0,0,0,0,0,0,0,0.0607760619331006,0,0,0,0.00477491208512527,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0289604514770441,0,0,0,0,0,0,0,0.536433277920651,0,0,0,0,0,0.0380858218112172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468676744266196,0,0,0.00619832485601988,0,0,0,0,-0.0510553033154018,0,0,0,0,-0.000360121955520195,0,0.0139580857924333,0,0,0,0,0,0,0
X601088.SH,0,0,0.279966521806727,0,0,0,0,0,0.0383891000006728,0,-0.176971954175493,0,0,0,0,0,0,0,0.173594245614263,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0217877658982687,0,0,0.0198986959720638,0,0,0,-0.135293590057656,0,0.0200498828325891,0,0,0,0,0,-0.00234333166084674,0.0771797123947889,0,0,0,-0.0461191995713267,0.0149431697154428,0,0,0,0.0322826640593686,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0124472487760385,0,0,0,0,0,0,0,0,0,0,0,0,0.0435498033395316,0,0,0,0,0,0,0,0,0,0,0.0533868832414848,0.134206477255017,0,0.087747731711064,0.0119817084153942,-0.0220177062401544,0.0670076702471145,0.105435906651092,0,0,0,0,0,0,0.0221690737387172,0,0,0,0,0.106407612224367,0.0359690330391904,0,0.0132971417588467,0.00306083610349606,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347327290080693,0.116129853851407,0,0,0,0.616632236612771,0,0,0,0,0,0,0,0,0,0,-0.00490421933463777,0.0628055368769526,0,0,0,0,0,0,0,0,0,0,0.0304592394040019,0.293149044909578,-0.0257349759278068,8.67361737988404e-19,0.0185154094442728,0.0182728107986705,0,0,0,0,0,0
X600019.SH,0,0,0,0.0595484403270762,0.00210887794565382,0,0,0,0,0,0,0,0.127090239164155,0,0,0,0,0,0.0557545161965393,0.0891114863880486,0.152501494923908,0,0,0,0,0,0,0,0,0,0.103701838414562,0,0,0,-0.0190045158512315,0,0,0,0,0,0,0,0,0.0149711100719382,0,0,0,0,0,0,0,0,0.00483657482172558,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.00720340867955043,0.267255068355758,0,0,0,0,0,0.15579745583386,0,-6.93889390390723e-18,0,0,0,0,0.0879482196473048,0,-0.136786381777437,0,-0.00876691373431997,0,0,0,0,0,0.0227172798879363,0,0,0,0,0,0,0,0.0342661693917304,0,0,0,0,-0.0294710995815197,0,0.170873475415368,-0.219421110600478,0,-0.0420457013754694,0,0,0,0,0,0
X600011.SH,0.185177831185716,0,0,0.111980438980935,0,0,0.0566922969926217,0,0,0,0,0,0,0,0,0,0,0,0,0.0126265716039333,0,0,0,0,0,0,0.358033406302427,0,0,0.0507427940035159,0,0,0.0230897826442665,0,0,-0.0268025391239793,-0.0906652188996463,0,0,0,0,0,-0.0205002860494176,0.0584151520345674,0.0541378026444868,0,0,0.133663342659134,0.260248495275192,0,0,-0.00965289724803328,0.011388985286115,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.136794803028646,0,0.548336340237934,0,0,0,0,0,0,-0.069773609853488,0,0,0,0,0,0,0,0,0.0154824727111815,0,0,0,0,0,0.0512888942234608,0.155578963761137,0.126153414287187,0,0,0,0,0,-0.0831189219454015,0.283981372633237,0,0,0,0,0,0,0,-0.0090566124888624,-0.0142613593107656,0,0,0,0,0,0
