,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X000708.SZ,X600660.SH,X601600.SH,X002271.SZ,X600010.SH,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600160.SH,X600378.SH,X000408.SZ,X600219.SH,X000933.SZ,X000723.SZ,X600096.SH,X600489.SH,X000831.SZ,X002080.SZ,X600348.SH,X000932.SZ,X600801.SH,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.317784828906025,0,0.0152766556971237,0,0,0,0,0,0,-0.00676539795028906,0.00138460645144204,-0.0291221775586591,0,0,0,0.108595457876598,0.0159213316008386,0.034632631428512,0.0570130635961818,0,0,0.0280653056775915,0,0,0.0358531713217189,0,0,0,0,0,0,0,0,0,-0.0971277904241091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00719636948819303,0.0136124681443691,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.212275157922452,0,0,0,0,0.0119510489244601,0.0511740629858468,0,0,0,0,0,0,0,0,0,0.0100931605763196,0,0,0.0234927123298623,0,0,0,0,0,0,0,0,0,0,0,0,0.0163460469526408,0,0.0191463095642326,0,0,0,0.0578607858182859,0,0.00319101679186993,0.0104111574431281,-0.0319624717811954,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0585164900122508,-0.00402526039277455,0,0,0,0.0109303218759809,0.0592303435726437,0,0,0,0,0,0.010591773644371,0,0,0,0,0.0455608887247391,0,0,0,0.104869848633997,0,0.0825677765227187,0.0972512601856697,0,0,0,0,0,0,-0.0610728402509536,0,0,0,0,0,0,-0.0189325988900141,0,0.0230398928186031,0,0,0,0,0,0,0.0153242899395593,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.201071138392223,0,0.18410889544462,0,0.0155877290415096,0.153301343981434,0,0,0,0.162949358973101,0.126549266035731,0,0,0,0,0,0,0,0,0,0,0.10905050502113,0,-0.102181549026882,0,0,0,0,0,0,0,0,0,0,-0.111120993635459,0,0.339399789485531,0,-0.0610693221692095,0,0,0.0478890942855555,-0.0411581165426746,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0797045240717347,0,0,0,0,0,0,0.324318350427519,0,0,0,0,0,0.0658262283641842,0.0245835981326509,0,0,-0.0141243393208468,0,0.136946783016012,0,0,0,0,0,0,0,0.102019430759548,0,-0.0517177199396553,0,0,0,0,0,0.168401200099926,0.00498772682568806,0,0,0,0.00447057409322368,0,0,0,0,0,0
X600188.SH,0,0,0.464179980873644,-0.255757195571003,0.0385698473638989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935572776910455,0,0,0.182776029437099,0,0.105983403768887,0,0.103047383005792,0,0,0,0,0.0145470042703305,0,0,0,0,0,0.327516969609363,-0.253986498588944,0,0,-0.0194528996781036,0,0.00938032674078704,0,0,0,0,0,0,-0.00967327741907083,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.00458550137135964,0,0,0,0.612237632744433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0348521243770991,0,-0.0683202647027163,0,0,0,-0.0435632866573499,0,0.133560957407197,0,0,0,0,0.0159469312512888,0,0.0470020223439589,0.0770077319803081,0,0,0,0,0,0.00823369783871125,0,0,0,0,0,0,0
X600019.SH,0,0.187373848159852,0,0,0,0,0,0,0,0,0,0.134156972136632,0,0,0,0,0.179769491096718,0.181367645479544,0,0,0,0,0,0,0,0,0,0.0475258408983318,0,0,0,0,0,0,-0.0471411074278686,0,0.0460986131670637,0,0,0,0,0,0,0,0,0,0.174063921735877,0.0218825519106489,0.0519837477669087,0,4.33680868994202e-19,0.0119542320831171,-0.0224762323460432,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0242744592172373,0,0,0.384572092782127,0,0,0.100273068083423,0.0184050792812976,0,0,0,0,0,0,0,0,0.108755586315375,0,0,0,0,0,0,-0.0492263206013675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347902476303278,0,0,0,0,0,-0.00324940409675557,-0.00949649573175563,-0.171007078111495,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.111263442429364,0.559482651429941,0,0.0389506038791745,0,0,0,0,0,0,0.0816216807607079,0,0.00953548405800271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226100544180396,0,0,0.0652133388843474,0,0,0,0,0,0,0.0173481182850936,0.0105271191542787,0,0,-0.116714459758144,0,0,-0.0620442231148761,0,0.0123406996449979,-0.0779738028715825,0,0,0,0,0
