,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600111.SH,X600019.SH,X000301.SZ,X600660.SH,X002271.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X600176.SH,X000983.SZ,X600362.SH,X600426.SH,X600096.SH,X000723.SZ,X000408.SZ,X600803.SH,X600141.SH,X601699.SH,X000786.SZ,X600486.SH,X601991.SH,X600219.SH,X002353.SZ,X300073.SZ,X002080.SZ,X002192.SZ,X600157.SH,X600295.SH,X600985.SH,X000807.SZ,X000830.SZ,X600027.SH,X002497.SZ,X600688.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0731677421133908,0,0,0,0,0,0,0,0,0.0188358339671703,0,0.104645694381451,0,0.195918082791572,0,0,0,0,0.0118679674420868,0,0,0,0,0.0129230450436618,0,0,0.0212363832159869,0,0,-0.064468107855171,0,0.0134233667989097,0,0,0,0,0,0,0.276183244525402,0,-0.0153103217825791,-0.0607488733556645,0,0,0,0,0,0
X601088.SH,0.14793501699273,0,0,0,0.221741122295248,0,0,0,0,0.113813569167065,0,0,-0.0392266286083369,0,0,0,0,0,0.0763195570549941,0,0,0,0.0814031044683181,0,0,0,0,0,0,0,0,0,0,0,0,0.0201864722951686,0,0.0173599475326831,0,0,-0.120987095339754,0,0.058632020113892,0.0392646470135704,0,0,0,0,0,0.113998974819161,0,0.0162359334543708,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409757212034605,0,0,0.0146017191100886,0,0,0,0.00138380703387288,0,0.00665272806206148,0.0251206571081818,0,0,0,0,0.0307234467495763,0,0,0.081828705763238,0,0,0,0,0.0523075418307792,0,0.0618677669336201,0,0,0,0,0,0,-0.020142140476296,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0629252599025785,0,0,0,0.0209539754936681,0,0.0671259137673411,0,0,0,0,0,0,0,0,0,0,0,0.0326635057576209,0,0,0,0,0,0,0,0,0,0.0629826292948369,0,0,0,0,0.0332794439152274,0,0,0.0256303002582994,0,0,0,0.157958337055358,0,0.00216121876185744,-0.00772119284332201,0,0,0,0,0,0
X600188.SH,0,0.306938233272586,0,0,0,0,0,-0.0959720722907241,0.130445461749633,0,0,0,0,0,0,0,0,0,-0.199345932476408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36558312182653,0.145570548630334,0,0,0,0,-0.0532094706479062,0,0,0,0.0136269418590089,0.110069267969765,0,0,0,-0.0093945329363543,0,0,0,0.060807775552417,-0.0549759184915546,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.435124498526844,0.0278414120428816,0.0141775478323479,0.114152399160986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112144708700337,0,0,0,0.00547988115585469,-0.137916637058411,0.080892968173857,0,0,0,0,0,0.117275298061496,0.111555854071037,0,0,0.165390670744014,0,0,0,0,0.184266393605123,0,0,0,-0.0037081263065524,-0.0177240067473945,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21173247718773,0.0626793366158571,0,0,0,0,0,0,0,0,0,0,0,0.119191652724074,0,0,0,0,0,0,0,0.0482938809720348,0,0,0,0,0,0,0,0,0,0,0.212392311104398,-0.0258424746408626,0,0,0,-0.0274192394366142,-0.0134746963719742,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0576237011226768,0.586323468259033,0,0,0,0,0.0636537982774635,0,0.0244168045394715,0,0,0,0,0,0,0,0,0,0,0,0.0372017086040778,0,0,0,0,0,0,0.0336452541770137,0,0,0,0,0,0,0,0,0.0613296055346177,0,0,0,0,0,0,0.18110113779646,0,0,0,0.0113485775644254,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0894985571030119,0,0,0.062374213706949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0907550893062474,0,0,0.05042537302985,0,0.338069369190281,0,0.130586597263712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994099840252849,0,-0.0299092535205256,0,-0.0530089937667104,0,0,0,0,0
X601898.SH,0,0.174215045418282,0,0.0789825408014749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197940553004083,0,0,0.0979881223159512,0,0,0,0,0.0179789324473675,0,0,0,0,0,0,0,0,0,0.129309757660749,0.13323706573453,0,0,0,0,0,0.0292715934481479,0,-0.0137559712616066,-0.0661021656798317,0,0,0,0,0,0
