,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X600547.SH,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X600176.SH,X000786.SZ,X600352.SH,X000709.SZ,X600027.SH,X002271.SZ,X000825.SZ,X000553.SZ,X000792.SZ,X600299.SH,X601699.SH,X000408.SZ,X601158.SH,X600219.SH,X600808.SH,X600489.SH,X000883.SZ,X000959.SZ,X000983.SZ,X000630.SZ,X002110.SZ,X000830.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.412441557882421,0,0,0,0,0,0,0,0,-0.00191189852612814,0.138456056036528,0,0,0,0.229429066257221,0,0,0,0,0,0,0,0,0.0291843860255471,0,0,0,0,0,0.0613731057088287,0,0,0,-0.00995919108306126,0,0,0,0.020142615130457,0,0,0,0,0,0,-0.0188584244588844,0,0,0,0.00159675273381227,0.0174706248560265,0,0,0,0,0
X600028.SH,0.473598908647101,0,0.242371149397747,0,0,0,-0.0140547961344422,-0.102737572010128,0,1.73472347597681e-18,0,0,0.131812929386621,0,0,-0.0121945859616646,0,0,0,0.19155745899018,0,0,0.023971964319886,0,0.0261480400401308,0.0464421377555846,0,0,0,0,-0.067290170071518,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345123660365505,-0.0404440407914975,0,0,-0.00868225293691245,0,0,0,0,0,0,0
X601088.SH,0,0.0194498095861995,0,0.269863139074585,0.0386866617328803,0,0,0.0198543079981259,0,0.116434369909419,-0.0420030085494068,0,0,0,0,0,-0.0443066286208149,0,0,0.0593392753164513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187548383151648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233301299399092,-0.0269186565460863,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.353208332498325,-0.151238759165465,0,-0.0381176147227877,0,0,0,0,0,0.153368353286538,0,0,0,-0.0127029482756858,0,0,0,0,0,0.589419147489768,0,0,0,0,0,0,0,0,-0.103350926402765,0,0,0,0,0,0,0,0,0,0,0,0.00432654982593612,0,0,0,0,0.0102287565175984,0.026983799399759,0,0,0,0,0
X600585.SH,0,0,0,0.246491971675441,0,0,0,0,0,0,0,0,0,0,0,-0.00493060700018726,0,0,0,0,0,0,0,0,0.214737588637454,0.301780560235686,-0.0826680803616909,0,0,0,0,0,-0.156922277177388,0,0.298037287441367,0,0,0,0,0,0,0,0,0,0.0395689041887996,0,0,0,-0.0380755584005027,0.0382872167524875,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0798815017293638,0,0,0,0,0,0,0,0,0,0,0,0.130457105006405,0,0,0,0,0,0,0.0578040177817921,0,0,0,0.0101579375012268,0,0.211786818080619,0,0,0.115725595160849,0.0702291010278437,0,0,0,0,0,0,0,0,0.0744541428758382,0,0,-0.0064063215881617,0,0,0,0.00115933245925057,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0328242080800966,0,0,0,0,0,0,0.0917850083822457,0,0,0,0,0,0,0.0393370185496562,-0.0302661596840649,3.46944695195361e-18,0,0,0.0405733698256831,0,0.0484241547115244,0,0,0.220408074387561,0,0,0,0,0,0,0.0312353029099744,0,0,0.0760530864570124,0.212429385530057,0,0,0,0,0,0.0307572364988831,-0.0252554164695589,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0658270075125819,0,0,0,0,0,-0.350125340400942,-0.249711348721887,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.340468896018663,0,0,-0.232208225974231,0,0.149432977912929,-0.0683536788633178,0,0,0,0,0,0,0,0,-0.0902631287884457,0,0,0,0.18843355073932,-0.314859261488678,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0101684623872272,0,0,0,0,0,0,0,0.134195041059358,0,0,0.072813702275384,0,0,0.13628538949992,0,0,0,0,0,0,0.0615974880031692,0,0,0,0,0,0.0718146039564318,0.0614302882490992,0.0902908934899786,0,0,0,0,0,0,0.126674149797528,0.225432679930347,0,0,0,0,0,0.00604811430903437,0,0,0,0,0,0,0
X600188.SH,0,0,0.29399286770101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416772685790155,0,0,0,0,0,0.0849569583837357,0,0,0,0,0,0,0,0,0.558001932542623,0,0,0,0,0,0,0,0,0,0,0.111986875763597,0,0,0.0127830158133943,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.1314184695228,0,-0.152069024081488,0,0,0,0.420161949645422,0,-0.113390618128198,0,0.0611276233953027,0.281684660527584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513736412795949,0,0.00200459133841664,0.000130322300995287,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792845802364755,0,0,0.0183122757858101,0,0,0,0,0.183705309223636,-0.136961955885769,0.204804242711305,0.00295642014155318,0.125419361754794,0,0,0,0,0,0,0,0,0,0,0.150551113811646,0,0,0,-0.00290194165356788,0,0,0,0,0,0,0
X600688.SH,0,0.357538802077788,0,0,0,0.158528130964056,0,0,0,0,-0.0143991041352489,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0267452382434428,0,0,0,0,0,-0.045542211033536,0,0.0289701898268645,-0.0371853535018106,0,0,0,0,0,0.0598308871713439,0,0,0,0,0,0,-0.0285347339332967,0.0158703613574351,0,0.0778013539999453,0,0,0,0
X600362.SH,0,0,0.241258485045152,0,0,0,0,0,0,0.00570888928978993,0,0,0,0,0,0,0,0,0,0.0977688897779248,0,0,0.0480561585673041,0,0.0838802947339564,0,0,0,0,0,0.063140732397537,0,0,0,0.184854399105432,0,0,0.149227297728378,0,0,0,0,0,0.695487446713591,0,0,0,0,-0.0180897830877871,0.0267044357051462,0.0755543911137815,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575294227011634,0,0,0,0,0,-0.000499205644072015,0.0900618145585291,0,0,0,0,0,0,0,4.33680868994202e-19,0.105535680825923,0,0,0,0,0,0.0907551667626335,0,0,0.0236063790904765,0,0,0.0328674848859768,-0.0110109518915885,0,0,0.00907287395888022,0,0,0,0,0,0,0
X300072.SZ,0.238309566562256,0,0,0,0,0,0,-0.143693002946519,0,0,0,0,0,0,0,0,0.18165111582941,0.0267242876130214,0,0,0,0,0,0,0.178814673279344,0,0,0,0,0,0.197008779512062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038961102763194,0,0.143195601511038,0,0.0622404568495831,-0.0968978303124774,0.0138800394907174,0,0,0,0,0
X601992.SH,0,0,0,-0.0994657848737109,0.0839190956962309,0.00691898877031643,0,0,0.155372383075894,0,0,0,0,0,0,0.202284810789912,0,0,0.106705481971205,0,0,0.134748913123282,0,0,0,0,0,0,0,0,0.053745388235116,0,0.175052185182147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322174642207116,-4.33680868994202e-19,0,0,0,0,0,0
