,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X600352.SH,X600801.SH,X000723.SZ,X600111.SH,X600027.SH,X601992.SH,X002271.SZ,X000898.SZ,X600489.SH,X600516.SH,X600176.SH,X600299.SH,X000786.SZ,X000709.SZ,X000629.SZ,X002460.SZ,X000883.SZ,X002466.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X000553.SZ,X000630.SZ,X600985.SH,X601699.SH,X600612.SH,X600583.SH,X000401.SZ,X000027.SZ,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738875126669341,0,0,-0.000761610689678195,0,0,-0.01462307355896,0,0.0271979097988141,0,0,0,0.0331602912081541,0,0.0197354297727575,0.0251942567651782,0,0.0444003872063452,0,0,0,0,0,0,0.0849532551235129,0,0,0.0926821787287608,0,0,0,0,0,-0.0012665718370964,0,0,0,0,-0.00076280269716664,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904239731353002,0,0.237189797480143,0,0.0132674124524034,0,0,0,0,0,0,0,0,0,0,0.000554419206294784,0.0413243954108173,0,0,0,0,0,0,0,0.0775407135870242,0,0.0390405340228372,0,0,0,0,0,0,0,0,0,0,-0.0188086262221793,-0.00461842452435964,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927605319957434,0,0.172634354423324,0,0,0.0334811503744754,0.0103214678611813,0,0,0,0.0517573405983313,0,0,0,0,0,0,0,0.0853374900587135,0.0200723537537362,0,0,0,0,-0.0906359382337127,0,0.0512843549296552,0,0,0.0615251289012271,0,0,0,0,0,0,0,-0.00240524062405698,0,0,0,0,0.026901513266282,0,0
X600585.SH,0,0,0,0,0,8.67361737988404e-19,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0237051545315527,0.318200257782427,0.0687874137395784,0,0,0,0.0484797967057068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00837021809714187,0,0,0,0.0407477474881216,0,0.0441595132648859,0,0,0,0,0,0,-0.0117297744167986,0,0,0,0,0.0252119622218872,0,0
X600019.SH,0,0,0,0,0,0.00762747357923895,0,0,0,0,0,0,0,0,0,0,0,0,0.0835194144157215,0.0843661932156575,0.0238656613018385,-0.0123852855595392,0,0,0,0,0,0,0,0,0,0,0,0.106307427588135,0,0,0,0,0,0.0216896860941319,0,0,0,0,0,0,0,0,0,0,0,-0.00669714192250114,-0.0184482777725002,0,0,0,0.0202596685953977,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317610176031484,0,-0.00388715242755673,0.0266262887961918,0,0,0.0508905397672536,0,0,0,0,0,0,0,-0.0167237959844839,0,0,0,0,0,-0.0126617242840602,0,0.214870538171551,0,0,0,0.122225752081409,-0.0295963999023612,0,0,0,0,0,-0.0205168137261501,0.00810503024500085,0,0,0,0.162228926465745,0,0
X600011.SH,0,0,0,0,0,0.0646270953921296,0,0,0.23893235151058,0,0,0.187632155783982,0,0,0,0,0,0,0,0,0,0,0.151743820960321,0,-0.176025646495763,0,0,0,0,0.148422715438756,0,0,0.0431915864188661,0,0,0,0,0,0.152932348216261,0,-0.226551864063259,0,0,0,0,0,0,0,0,0,0,0,-0.0179583894904464,0,-0.193592612834012,0,1.73472347597681e-18,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0358733191095615,0,0,0.0693485710069436,0,0,0,0,0,0,0,-0.203272489289214,0,0,0,0,0,0,0.692711836613538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19437053515417,0,-0.0379472447208466,0,0,0,0.0308589753875676,-0.0750842316261181,0,0,0,0,-0.106662712250103,0,0
X600010.SH,0,0,0,0,0,0,0.354520884563073,0,0,0.220061291723347,0,0,0,0,0.165327343502529,0,0,0,0,0.186654531688053,0.0153651657921764,0.102447390243083,0,0,0,0,0,0,0,0,0,0,0,0.0195636527945047,0,0,0,0,-0.0392435966974071,0,0,0,0.193142088028536,0,0,0,0,0,0,0,0,-0.00509898744226104,-0.0396197833637914,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.211431907264318,0,0,0,0,0,0.274287058485103,0,0,0,0,0.00313743087975829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206233516212853,0,0,0,0,0,0.210631697684044,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338320480360059,0,0,0,0.0302464635301124,0,0
