,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X000301.SZ,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600188.SH,X600111.SH,X600010.SH,X000786.SZ,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X600803.SH,X600795.SH,X000027.SZ,X600352.SH,X000825.SZ,X600219.SH,X002353.SZ,X600489.SH,X000898.SZ,X601699.SH,X000408.SZ,X600688.SH,X002080.SZ,X000932.SZ,X000807.SZ,X600801.SH,X600315.SH,X300037.SZ,X000959.SZ,X000983.SZ,X600399.SH,X002409.SZ,X000830.SZ,X600157.SH,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0912613542545871,0,0.00952317205796299,0,0,0,0.0454441380229476,0.0276011961339804,0.034437252441576,0,0,0,0,0,0,0.0343953271791339,0,0.00762660543982284,0,0.0317263860102488,0,0,0,0,0,-0.0445189823723385,0,0,0,0,0,-0.055867669003631,0,0.0811844382894932,0.0404510116548723,0,-0.0768226760318477,0,0,0,0,0,-0.00374433019413885,0,0,0,0.000786163626657244,0,0
X600028.SH,0,0,0.0513171721853444,0,0,0,0.163609176844248,0,0,0.0206844308168428,0,0,0,0,0,0,0,0,0,0,0.0118640305601678,0,0,0,0,0,0,0.00708316940763414,0,0,0,0,0,0,0,0,0,0,0.00376731016133803,0.0820398910446008,0,0,0,0,0.0948232312452788,0,0,0,0,0,0,0.000288724952826387,0.0605026652905414,0,0,0,-0.0116383947690986,0,0
X601088.SH,0,0.149653185138458,0,0,0,0.0355847390944097,0,0,0,0,0,0,0.00513126349026533,0,0,0,0.0941639929406038,0,0,0,0,0,0,0.0965871961883581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127287635895122,0,0,-0.0788197439993397,0,0.0286417813953761,0.107090699600904,-0.00295376653718856,0,0,0,0,0,0,0.0151457696648196,0,0,0,-0.0130079819253861,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.110683653774261,0,0.0666763365384295,0,0,0,0,0,0,0.0801841182790416,0,0,0.304967688118162,0,0,0.107576965710731,0,-0.0108436754368664,0,-0.0326314961135912,0,0,0,0,0,0,0.0326094159774938,0,0,0,0,0,0,0.0780952909669476,0.0658596265188897,0,0,0,0.0531165108747227,0.108753276982451,0,0,0,-0.00829780271060707,-0.0195030198118891,0,0,0,-0.0289260998240462,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048352451118899,0,0,0,0,0,0,0,0,0,-0.0566983481803898,0,0.0238547587272775,0,0,0,0.00979898025866408,0.254882188952028,0,0,0,0,-0.0354306945215946,-0.117487028996185,0.0468518558135463,0,0,0,-0.0304042424244358,0.0465913876188124,0,0,0,-0.0136202116221121,0,0
X002460.SZ,0,0,0,0,0,0,0,0.16097655228316,0,0,0,0.0576222843888674,0.454041957919099,0,0,0,0,0,0,0,0.0689274504743186,0,0,0,0,0,0,0.0159732766465806,0,-0.0712346678639841,0.118618553301881,0,0,0,0,0,0,0,0.0403067535375202,0.167260372623523,0,0,0.195435728853428,0,0,0,0,0,0,0,0,0,0.00562005536822551,0,0,0,-0.0249921434098917,0,0
X600019.SH,0,0,0,0.053057565108741,0,0,0,0,0,0,0,0,0.0789870628294612,0,0,0,0,0,0,0,0,0,0,0.0603971078715825,0,0,0,0,0,0.276360328437021,0,0,0,0.198026716078996,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0414137155516493,0,0.0272036543244715,-0.109769365332547,-8.67361737988404e-19,0,0,0,-0.0168939478780454,0,0,0,0,0.00430163709095139,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.199851404937369,0,0,0.0233081229181552,0,0,0,0.075282583401482,0,0,0,0,0,0,0,0,0,-0.0381173413604643,0,0,0,0,-0.0103689610519774,0.00610836296495938,0,0.06421733964043,0,-8.67361737988404e-19,0,0,0.33012674960191,0,0,0,0.128694756130129,0,0,0,0,-0.0265986553409025,0,0,0,0,-0.0655457300283936,0,0
X002271.SZ,0,0,0,0.223303354819346,0,0,0,0,0,0,-0.154609081344128,0,0,0,0.0724138120924149,0,0,0,0,0,0,0,0,0.000663604226531917,0,0,0,0,0,0.13354037653924,0,0,0,0,-0.0360909721572363,0.0855592015583966,0,0,-0.0604942335898387,0,0,0,0,0,0,0,-0.000253114987961696,0,0,0,0,-0.0110800228936547,-0.000852486256029263,0,0,0,0.0354513907655597,0,0
X000708.SZ,0,0,0,0.0343369773367617,0,0,0,0.0382506583707018,0,0,0,0,0.0357165686462838,0.0798168756081852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578807457148268,0,0,0,0,0,0.15642152860846,0,0,0,0,0.0983909892224917,0.00181152456557692,0,0.081488086841586,0,0,0,0,0,0,0,0,0,-0.0785208601950883,0,0,0,0,-0.043403556358363,0,0
X601898.SH,0,0,0,0,0,0,0,-0.179184258334407,0,0,0,0,0,0,0,0,0.492876102318832,0,0,0,0,0,0,0,0,0,0,-0.0404579822334855,0,0,0.348899662302238,0.254530510924063,0,-0.135424129808677,0,-0.0266708992066629,0,0,0,0,0,0.145020000618465,0,-0.0484526469742027,0.126263892702175,0,0,0,0.218178801464758,0,0,0,-0.00360292542639946,0,0,0,0.0575849183526227,0,0
