,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600021.SH,X600157.SH,X000883.SZ,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X002470.SZ,X000027.SZ,X600660.SH,X000060.SZ,X002353.SZ,X600549.SH,X600008.SH,X000831.SZ,X600863.SH,X600578.SH,X000959.SZ,X000630.SZ,X600307.SH,X000012.SZ,X600219.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.565541889904715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0115703775654265,0,0,0,0.130000238670499,0,0,0,0,0,0,-0.01738451370729,0,0,0,0.0491360342981071,0.0614467007911251,0.03179618912651,0,0,0,0,0,-0.028777832413454,0,0,0,0,0,0,0,0.0110163710937138,0,0,0.00901855797203598,0,0,0,0,0,0
X600028.SH,0.638373199142583,0,0,0.0270683152303484,0,0.0134264329127459,0,0,0,0.109100411220173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035247803216455,0,0,0,0,0,0,0,0,0,0.0341835363784135,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00859145485116439,-0.0167511333634365,0,-0.00433155326435155,-0.00138549898778381,0,0,0,0,0,0
X601088.SH,0,0,0,0.012828983885463,0,0,0,0.14438807049254,0,0.231213428180693,0,0,0,0,0,0,0.0213756631183034,0,0,0,0.0547259329886983,0.0337673715169012,0,0.0346153973321422,0,0,0.127965478278504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118479282390309,0,0,0,-0.000993720783241568,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.14054540138417,0.0726810771498677,0,0,0,0.118941895847038,0.180403266879038,0,0.049104276028273,0,0,0,0.00942711433464965,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.084372316637327,0.0292349063572095,0,0,0,0,0,0,0,0,0,0.148460300815835,0,0,0,0,0,0.00598511631017964,0,-0.00831743303654901,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.239071923235676,0,0,0,0,0,0,0,0.0611174262179297,0,0,0,0,0,0.243153693111448,0,0,0.181667052451212,0,0,0,0,0,0,0.0300271501319764,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421910447433705,0,0.0104533045832935,0,0,0.00152691978687853,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0969697478671291,0,0.0245444309252149,0,0.122210255848095,0,0,0,0.149078861318207,0.439793458542974,0,0.0443959617108372,0,0,0,-0.12049942008404,0,0,0,0,0,0,0,0,0,0,0,0.0152975207072361,0,0,0,0,0,0,0,0.0515591842575211,0.063183030254418,0,0,0,0,0,0,0,0,0,0.0272909336801585,0,0,0,0,0,0
X601600.SH,0,0,0.278302124648828,0,0,0.0741210379649806,0,0,0,6.93889390390723e-18,0,0.0405682409003995,0.214486318421016,0,0,0,0,0.0247783584639887,0,0,0,0,0,0,0,0.0432181396931488,0,0,0,0,0,0,0,0.0793988735509552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161190919625616,0,-0.0222866521985576,0.0531702454278242,0,0,0,0,0,0
X600585.SH,0,0,0.319448464461427,0,0,0,0,0,0,0,0,-0.0108347047797795,0,0,0.129926656447852,0,0,0,0,0,0.0373547688625986,0.133599924055964,0.0450021814615672,0,0,0,0,0,0,0,0,0,0,-0.035611994833317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419932346034199,0.0399712366368522,0,0.0030381109995449,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.133459369486703,0,0.0630151079116768,0,0,0,0,0,0,0,-0.136294903682698,0.287797822794992,0,-0.00999872192475631,0,0,0,0,0.23264022688275,0,0,0,0,0,0,0.0283267756077338,0,0,-0.028852197006271,0,0,0.127457187313266,0,0,0,0.113174500319361,0,-0.0422032407786914,0,0.0251525971170605,0.0598467128354633,-0.0954851120494214,0,0,0,0,0
X601898.SH,0,0,0.356918594950917,0,0.102780094724782,0,0.0851146281023465,0.0602928893757334,0,0,0.0123724794241201,0,0,0,0,0,0,0.0265257330027417,0,0,0,0.058922704436697,0,0,0.18284139895765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0406506617072351,0,0,0,0,0.0450911953728743,0,0,0,0,0,0
