,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X600660.SH,X002271.SZ,X000301.SZ,X002466.SZ,X600010.SH,X601898.SH,X000708.SZ,X601600.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X000786.SZ,X600176.SH,X600886.SH,X600011.SH,X600219.SH,X000408.SZ,X600803.SH,X000825.SZ,X300037.SZ,X000932.SZ,X002080.SZ,X601991.SH,X600795.SH,X600549.SH,X000807.SZ,X000027.SZ,X000898.SZ,X600399.SH,X600352.SH,X600489.SH,X002409.SZ,X000723.SZ,X000830.SZ,X000959.SZ,X002353.SZ,X601699.SH,X002145.SZ,X600486.SH,X600688.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0272296002627929,0,0,0,0,0,-0.0130087297537112,0.0504206715320753,0,0,0,0.0245025485783525,0.0242256762772403,0,0,0,0,0,0,0,0,0,0,0.130035334806503,0,-0.0231753652319855,0,0,0,0,0,0.0457389062768613,0,-0.033011705184224,0,0,0,0.0322514821192525,0,0,0,0.0590018393209692,-0.0380789275117552,0,0.0931807433168477,0,0,0.0183378106324387,0,0,0,0,0,0,0
X600028.SH,0.109113647805681,0,0,0,0,0,0.107386755222243,-0.0603124053057343,0,0,0.0164178825974429,-0.0062046933852075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0252081345975224,0,0,0,0,0.106779614251496,0,0,0,0,0,-0.00533858813536664,0.0527304041108899,0,0,0,0.00573114488602238,-0.0545658886504717,0,0.177711680048116,0,0,0.0136751532649911,0.0469451965958311,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.160807913175385,0,0.0313874680698321,0,-0.024673313450734,0,-0.0308798416753648,0,0,0,0,0,0.294816234624639,0.0514418475306995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890858606656628,0,0,0,0,-1.38777878078145e-17,0,0.0521484157441679,0,0.0957610607509239,0,-0.0172393852314579,-0.00626970204241449,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0449364958963629,0,0,0,0.00809295085788703,0,0,0,0.0389997298605701,0.185820306482012,0,0,0,0,0,0,0,0,0.038376676796089,0,0,-0.127729105164192,0.029363728123475,0,0,0,0,0,0,0,0,0,0,0,0.0466254971712116,0.0645423557266516,0,0,0,-0.0527896401618197,0,0,0,0,0.0510202893648577,0,0,0,0,0,0,0
X002460.SZ,-0.0122024680749701,0,0,0,0,0,0,0,0,0,0,0.382923758660697,0,0,0,0,0,0,0,0,0,0,0,0,0.2984053283668,0.026698162888633,0,-0.0294417457056377,0.19583628956891,0,0,0,0,0.119198207341447,0,0.107328362178726,0,0,0,0,0.0280370265034683,0,0,0,0,0,0.143441655485421,-0.123789985350226,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.242382757512086,-0.14604315374552,0,0,0.0876603609326789,-0.0189970696202397,0,0,0,0,0,0,0,0,0.113876431877059,0,0,0,0,0.0181204496441674,0,0,0.158115145735423,0,0,0,0,0,0,0,-0.115597013111388,0,0,0.0951519458901015,-0.113369970999903,0,0,0,0,0,0.0579963859528528,0,0.101085939393614,0,0,0,0.0582240433850528,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0233517117745684,0,0.0706397759570128,0,0,0,0.00870113170867057,0,0,0,0,0,0,0,0,0,0,0,-0.0672218385608226,0,0,0,0,0,0.0123331820250353,0,0.46172350737658,0,0,0,-0.139113282341535,0,0,0.0608068070580643,0,0,-0.055840124938936,0,0,0,0,0,0.0286999975583252,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.242695408259219,0,0,-3.46944695195361e-18,-0.0471973229048081,0,0,0,0,0,0,0,0,0.0237934534815062,0,0.177035130835252,0.148083083564745,0,0,0,0,0.426088739809495,0,-8.67361737988404e-19,0,0,0,0,0,-0.0280922117260441,0,0,0.0593065388122979,0,0.0438707542128878,0,0,0,0,-0.0380080005579705,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0934315346261934,0.163104754490761,0,0,0,0,-0.0207260153393104,0.024881891040771,0,0,0,0,0.0536746517923041,0,0,0.267171261267885,0,0,0,0,0,0,0.0112164654662306,0,0,0,0,0,0,0,0,0,0.132901473213514,0,-0.122929697635509,0,0,0,0,0.00335484644863527,0,0,0,0,0,0
X002271.SZ,0,0,0.0605070128003746,0,0,0,0,0,0,0,0.0213449844312263,-0.0219411758848526,0,0,0,0,0,0,0,0,0,0,0.104858887461575,0,0,0.116202618946012,0,0,0,0,0,0,0,0,0,0,0,0.0489347870018377,0,0.0649313039792725,-0.0404597431115292,-0.114386020531424,0,0.0222324649308234,0,0,0,0.175494877635597,0,0,0,0,-0.0373622898301107,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00675492567980795,0.0423436049924076,0,0,0,0,0,0,0.0341822915315825,0,0.102335785028431,0,0,0,0,0,0.0824399570743841,0,0,0.0518750498325998,0,0,0,0,0.128482010710745,0,0.14677930250658,0,0,0,0,0.434969108475758,0,0,0,0,0,0,-0.456044324538459,0,0.0766090553975452,0.103216470778109,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.407847583378434,0,0,0.131937241097713,0,0,0.102790541080428,0,0,0,0,-2.77555756156289e-17,-0.254897232212225,0.652379826382772,-0.0806438830181659,-0.174572249402703,0,0,0,0,0,0.029326742918157,0,0,0,0,0,0,0,0,0,0,0,0.109438075881676,0,0,0,0,0,0,0,-0.0938172589970904,0,0,0,0,0,-0.14375848646242,0.033267069019867,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.212291645620968,0.265411813190335,0,0,-0.0193423432519835,0.0390491430316597,0,0.114600395104425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615782092238501,0.0458173093069893,0,0,0,0.0746539666711559,0,0,0.0688082285846803,0,0,0,0,0,0,0,0,0.0422873442864285,0,0.133628739284079,0,0,0,0.0718385339843276,0,0,0,0,0,0,0
