,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X002271.SZ,X000708.SZ,X600010.SH,X600547.SH,X000301.SZ,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X600160.SH,X600096.SH,X000408.SZ,X000723.SZ,X600219.SH,X002080.SZ,X600489.SH,X000807.SZ,X600378.SH,X000933.SZ,X600348.SH,X000630.SZ,X600141.SH,X600157.SH,X600688.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.619459189145905,0,0,0,0,0,0,0,0.320118021297128,0,0,0,0,0,0,0,0,0.030000787963588,0,0,0,0,0,0,0,0,0,0.0110311389194091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525468970560143,-0.0269618145734614,-0.0133140801242845,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.397864367225822,0,0,0,0,0,0,0,0,-0.00803426919074971,0,0,0,0,0,0,0,0,0,0.0201807112156541,0,0.0448102746897715,0,0,0.154437581877887,0,0,0.0132194841486137,0,-0.0644560182028484,0.0197128184022431,0,0.112562286940143,0,0,0,0,0,0,0,0,0.0380303875279937,0,0,0,0,0,-0.0118884491708033,0.00875419936629033,0,0,0,0,0,0
X600028.SH,0.605712297243524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127710496573927,0,0,0,0,0,0,0.0200115265974091,0,0,0,0,0.038377541490964,0.0420456762601923,0,0,-0.0121216635237909,0,0,-0.0504397005627728,0,0.0719957894553355,0.01390997603781,0,0,0,0,0,0,0,0,0,-0.0648535151710386,0,0,0.00219931569621443,-0.00358551001241497,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161452109610203,0.0508562054036087,0,0,0,0,0.29973946458402,0,0,0,0.122336459309119,0,0,0,0.083150472538629,0,-0.108242848256913,-0.121453633812031,0,0,0,0,0,0,0.152541031818397,0,0,-0.207998459717234,0,0,0,0,0,0,-0.0112953292552183,-0.0101769494662163,0,0,0,0,0,0
X600188.SH,0,0.667392418999623,0,0,0,0,0,0,0,0,0.0234072130382857,0,0,0,-0.0952759572704699,0,0,0,0.126276712057076,0,0,0,0.0342195121524633,-0.0139095532259843,0,0,0.0235884903934615,0,0.0445437207931874,0,0.0758918917751668,0,0,0.0584492265351478,0,0,-0.075340407664391,0,0,0,0,0,0,0.262135718873143,0,0,-0.0588307416948346,0,0,0,0,0.00241370279271585,0.0627098611041276,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0380022452453011,0,0,0,0,0,0,0,0.165432511178362,0,0,0,0,0.232096147106672,0,0.0605208679435945,0,0,0,-0.0106875401530783,0.0149298862858521,0,0.097825103031167,0,0.399206824742578,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.447044515133522,0,0.141546144501488,0,0,0,0.00632226798878249,-0.000224130243354523,0,0,0,0,0,0,0,0,0,0,0,-0.0020443423628942,0,0,0,0,0,0,0,0.05759511220146,0,0.0309344877116373,0,0,0.0842308445474974,0,0,0,0,0,0,0,0,0,0,0,0.00383832043355979,0.0336345194222405,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.636197269524333,0,0,0,0,0,0,0,0.159793830200409,0,0,0,0,0,0,0,0,0,0,0,0.0839435644609694,0,0,0,0.0197265208098312,-0.0999463713352282,0,0.126292097443183,-0.031384231550938,0.192968422826341,0,0,0,0,0,0,0,0,0.078351795355014,0,0,0,-0.0706327798518901,0,-0.0141857706566006,-0.0202967882944428,-0.0428616489386641,0,0,0,0,0,0
X600019.SH,-1.38777878078145e-17,0,0,0,0,0.0880359931295501,0,-0.107683924699354,0,0,0,0.0406630690023176,0,0,0,0,0,0,0,0.346572382495909,0,0,0,0.190277262011502,0,0,0,0,0,0,0,0.00479843558973371,-0.072184861828729,-0.0133829642928738,-0.042198785478012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594532007544993,0.0928756107808908,0,-0.00647301294728034,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.440119772476552,0,0,0,0,0,0,0.274516461580933,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326663755890415,0,0,-3.46944695195361e-18,0,0.0643163292235893,0,0,0,-1.73472347597681e-18,0,0,0,0.00135499842101774,0,0.0910756503603303,0,0,0,0,0,0,0,0,0.000864662032684355,-0.0175712884864521,-0.0336634185406735,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.111221606973272,0,0,-0.0651628095993576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170737620118276,0,0.128767654074614,0,0.32285349032874,0,-0.0559390368953105,0.0704651792098451,0,0,0,0,0,0,0,0,0,0,0.0143359658034058,0,0,0,0,0.173398354322742,0,-0.0186015597313878,-0.0219697700577121,0,0,0,0,0,0
X600011.SH,0,0,0,-0.130779878062036,0,0,0,0,0,0,0,0,0,0,0,0,0.15220486884468,0.122913464397988,0,0,0,0.561282487511713,0,0,0,0,0,0.17055653482515,0.125551252349762,0.408452111893225,0,0,0,0,0.0668014572157918,0.0430585028286112,0,0,0,0,0,0,0,-0.293739184884403,0,0,0.0111692169559029,0,0.0989404927365523,0,0,-0.000218481748554831,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0782418083498673,0.130109037417254,0,0.186308882281074,0,0,0,0,0,0,0.0601896954777309,0,0,0.086860054661884,0,0,0,0.0982556777856194,0,0,0,0,0.0577409780465185,0,0,0,0,0,0,0.100725732178328,-0.0682740625600499,0,0,0,0,0,0,0,0,0.0701524765632108,0,0,0,0,0,0,0,0,-0.0036673376290436,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,-0.0247826138353239,0,0.0516194612659042,0,0,0.278704413105816,4.33680868994202e-19,0,0,0,0.000788664707396822,0,-0.027553111878408,0,0,0,0,0,0,0,0,0,-0.0617717757524325,0,0,0,-0.0628866530410542,0,0,2.16840434497101e-19,0,0,0,0,0,0.0480664290532621,0,0.396526862767199,0,0,0,0,0,0,0,0,0,0,0.0250010036563176,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.140367657756929,0,0,0,0.0183324271656075,0,0,0,0,-0.0113856125178314,0,0,0,0,0,0,0.105980368050865,0,0,0,0,0,0,0,0.592370960179101,0,0,0,0,0,0,0,0,0,0,-0.00818790382890002,-6.93889390390723e-18,0,0,0,0,-0.133044807747406,0,-0.0483350958370072,-0.00693910367260454,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0476103179911217,0.348198463929166,0,0.0986923120879742,0,0,0,0,0,0,-0.0156945544063366,0,0,0,0.0435802216238351,0,0,0,0,0,0,0,0,0,0,0,0.110185147867171,0,0,0,0,0,0.0333582957291662,0,0.0665048331547789,0,0,0,0.10212237377431,0,0,0,0,0,0,0.0428628492429096,0,-0.0237636808959414,-0.0335713863593247,0,-0.195538139180528,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.306860198228183,-0.075464359277839,0,0,0,0,0.00587209381652249,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0712257173434937,0,0,0.0804910970360464,0,0,0,0,0,0,0,0,0,0,0.0176810891873764,0,0,0,0.0203252080193854,0.0581960247472238,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0926566791101271,0,0,0,0,0,0,0,0,0,0,0,0,0.0578473914620859,0,0,0,0.139720200844224,0,-0.0322743107719134,0,0,0,0,0,0,0,0,0,0.779725071421739,0,0,0.0196671566029231,0,0,0,0,0,0,0,0.0070660067363551,-0.0668171827767248,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00765396729567048,0,0,0,0,0,0,0,0,0.193461054456204,-0.781163094667411,0,0.387392699787632,0,0,0,0.350524264656443,0,0,0.56508081918934,-0.352457642394388,0,0.0846585416952693,0,0.400559522781635,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.334574458100375,-0.0236407587805755,0.0162970778500614,0,0.297568810992212,0,0,0,0
