,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600299.SH,X600547.SH,X600623.SH,X600660.SH,X600489.SH,X000709.SZ,X601158.SH,X000792.SZ,X600583.SH,X600309.SH,X600352.SH,X002466.SZ,X000898.SZ,X000539.SZ,X000883.SZ,X000629.SZ,X002075.SZ,X000630.SZ,X000027.SZ,X000060.SZ,X000983.SZ,X000959.SZ,X600021.SH,X601699.SH,X002470.SZ,X600022.SH,X300072.SZ,X600578.SH,X600612.SH,X600098.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0860126032382324,0,0,0.0907221581836147,0,0,0,0,0,0,0.196287188205834,0,0,0,0,0,0,0,0,0,0.0375218790188588,0.0417405758852393,0.0079558614617155,0,0,0.0369753019245423,0,0,0.0437275439224802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414370830903447,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.138683757400811,0,0,0,0,0,0,0.066581110671653,0,0,0,0,0,0,0,0,0,0,0.051441740166617,0,0.0292522552782293,0,0,0,0,0.0909206687780504,0,0,0,0,0,0,0,0.0467935404158886,0,0.00232497295778011,0,0,0,0,0,0,0,0.00614974405970908,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.221694894398809,0,0,0,0,0,0,0.0685518362368808,0,0,0,0.208374741279464,0,0,0,0,0,0,0,0,0,0,0,0,0.0362883130915105,0.134716982567616,0,0.065626558741297,0,0,0,0,0,0,0,0.0413944613302374,0,0.0938467596590619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.122467929889119,0,0,0,0,0.0656327263373497,0,0,0,0,0,0,0,0,0,0,0.13452790913976,0,0.0171928625040729,0,0,0,0.0162824278059861,0,0,0,0,0,0,0.0499917857620263,0,0,0,0,0,0,0.00860524671788143,0,0,0,0.139746420865249,0.0622853272121828,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0453540746167382,0,0,0,0,0,0,0,0,0.163355410227609,0,0,0,0,0,0,0,0.122999582588673,0,0,0,0,0,0,0.00211418187624418,0,0,0.0980169410480211,0.00195976962214052,0.122902963059863,0,0.0981250886618821,-4.33680868994202e-19,0.0712991732039722,0.107362165162995,0,0,0.101129589428085,0,0,0,0,0.0109521243458137,0,0,-0.00969126404278179,0,0,0,0,0,0
X600019.SH,0,0,0.121158400703281,0,0,0,0,0.10961613886526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719648523646356,0.253664741858538,0,0,0,0.0200618323199827,0,0,0.0163410070142701,0.111071389507192,0.140288023185009,0,0,0,0.184710725284068,0,0,0.0760227058555022,0,0.125795126813035,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100919807235503,0,0,0,0,0.170278591881181,0.0142997184815668,0,0,0,0.0522400520362963,0,0,0,0,0.0314944990984741,0.0782483184207241,0,0.0434423789534202,0,0.243619561058671,0,0,0,0,0.0105538570408271,0,-0.0274958390576677,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.1537086686614,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.119338121513584,0.156320600348526,0,5.42101086242752e-20,0,0,0,0,0.0208713818253891,0.0213430845162609,0,0,0,0.155489513166477,0,0,0.0768913018314745,0,0.0402462639634329,0,0,0,0,0,0,0,0.0106439265097247,0,0,0,0,0.123624496455463,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100070519462834,0,0,0,0,0.179294532153442,0,-0.0200211197121642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125840831853541,0.0745588052739243,0,0,0.166553386586138,0.0192852027113631,0,0.139707764376591,0,0,0,0,0,0,-0.0481308203402037,-0.0281037477014506,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.146149134450665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677283941663358,0,0,0.0033867865834745,0,0.0315519319559366,0,0,0,0,0.0684866803923371,0,0,0,0,0,0,0.249455391351967,0.0817969377909881,0.0576477506069259,0.151526279025759,0,0,0,0,0,0,0,0,0,0,0.0220618223176095,0,0,0,0,0,0
