,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X601992.SH,X601600.SH,X600688.SH,X600309.SH,X300072.SZ,X600795.SH,X600547.SH,X601991.SH,X600660.SH,X600188.SH,X600362.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X601158.SH,X600299.SH,X000883.SZ,X600219.SH,X600352.SH,X600583.SH,X600008.SH,X000792.SZ,X000408.SZ,X000630.SZ,X600578.SH,X000539.SZ,X600021.SH,X000723.SZ,X002460.SZ,X000983.SZ,X000027.SZ,X600176.SH,X000629.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0685179022662512,0,0.0392569997822265,0,0,0,0,0.0268314221514948,0.127921265376417,0,-0.0245438729396486,0,0,0,-0.0227711124184453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104057498287655,0.0168666800045852,0,0,-0.0356270428939441,0,0,0,0,-0.05489595125088,0,0,0,0,0,0,-0.00913173587176709,0.00247815679915282,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.027767652960478,0,0.151881670367237,0.0527344520852222,0.0545043980885107,0,0,0,0,0,0.0264350748831693,0,0,0,0,0,0,0.0138123646050887,-0.0705381951196348,0,0.0199223880354464,0,0,0,0,0,0,0.00737254561253703,0,0,0,0,0,0,0.0864401450925904,-0.0300794550021687,0,0,0,0,0,0,-0.00468281833743278,-0.00020977238065535,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.125581147941973,0,0.153858723253306,0,0,0,0,-0.000759697801043095,0,0,-8.67361737988404e-19,0,0.0805006558722937,0.00892249064006174,0,0,0,0,-0.0181237414075657,0,-0.0246496742818499,-0.0944724428743852,0,0.161047696185023,0,0,0,0,0,0,0,0,0,0.0538402784634101,0,0,0,0,0,0,0,0,0,-0.0403919102880293,0,-0.00828121060592948,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.481365418358586,0,0.0708367063779124,0,0,0,0,0,0,0,0,0,0,0,0,0.058089718770623,0,0,0,0,1.73472347597681e-18,0,0.121211294064552,0,0,0,0,0,0,0.0444718644180546,0,0,0,0,0,0,0,0,0,0,-0.0899327987496672,0.0223052894769646,-0.226276772297839,0.0683296902901295,-0.000762690521558776,-0.0158770666652976,0.074288107814591,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0972182591930608,0,-0.0353773119690587,0,0,0,0,0,0.128481642848737,0,0,0,0,0,0.103007807679556,0,0,-0.287191981628955,0,0.107208671518095,0,0,0,0,0,0,0,0,-0.0305377106215313,0,0,-0.113077114791551,0,-0.118957993162817,0,0,0,0,0,0.146422303748881,0,0.00104544889045428,-0.02610768161796,0,0,0,0,0,0
X600011.SH,0,0,0.181974673481296,0,-0.0103874592537874,0,0,0,0,0,0,0.0466580088349875,0,0,-0.215942374086703,0,0,-0.104008026604582,0,0.0572699949208443,0.709057598182273,0.101085656435922,0,0,0,0,0,0.104508700021785,0,0,0,0,0,0,0,0.0409917405095278,0,0,0,0,-0.0161762155510208,0,0,0,0,0,0,0,0,-0.135459269370556,0.0291046704742646,-0.0105160107769725,0,0,0,0,0,0
X600010.SH,0,0,0,0.0278126483013866,0,0,0,0,0,0.0290275613543285,0,-0.0570127340897102,0,0,0,0,0,0,0.0808702827439091,0,0,0,0,0,0,0,0,0,0.171532175761231,0,0,0,0,0,0,0.0169250410785226,0,0,0,0,0,0,0.148099957732779,0.00545130052784875,0.0821564633167191,0.106469370712179,0,0,0.0859783780522569,0,0.001608485262673,-0.011901370985544,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.00104574131850462,0,0,0,0,0,0,0.00350559384712185,0,0,0.0133280755807553,0,0,0,0,0,0,0,0,0,0.0246915611029834,0,0,0,0.158250871266842,0,0.371872052523382,0,0,0,0,0,0,0,0,0.0013499927930341,0.159295545407297,0,0,0,0,0,-0.000141104035154674,-0.00630044383567685,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0691866926705143,0,0,-0.105898763241466,0,0,0,0,0,0.0167694859276032,0,0,0.535787549267349,0,-0.124340446534036,0,0.0554080997082234,0,0,0.0898578185310364,0,0,0,0,0,0,0.311655817531132,0,0,0,0,0,0,0,0,0,0,0,-0.0455455127928152,0.334448427125004,0,0.0203295148158035,0.0310714441749983,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0997006995013654,0,0,-0.170599111295754,0,0,0,0.0188561463420487,0,0.109962076398409,0.277870714291245,0,0,-0.146715900484243,0,0.192584124365329,0,0,0.0534223707117273,0,0,0,0,0,0.345768211534956,0,0,0.0470053227261669,0,0,0,0,0,0,0,-0.098695563135384,0.0302655031539604,0,0,0,0,0,0.00504169181504649,0.0117484474454505,0,0,0,0,0,0
