,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600010.SH,X600176.SH,X601898.SH,X600362.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X000932.SZ,X600803.SH,X002466.SZ,X600529.SH,X000301.SZ,X002353.SZ,X600486.SH,X600219.SH,X002409.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X600612.SH,X601158.SH,X600315.SH,X000898.SZ,X000883.SZ,X002250.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.120750457578088,0,0,0,0,0,0,0,0,0.0437844396343662,0.00458210876454169,0,0.0151326876665635,0,0.028343410192933,0,0,0.0976044112575843,0,0,0,0,0,0,-0.0145657726533906,0,0,0,0,0,0,0,0,-0.0612256099265854,0,0.024584927187333,0,0.0891717075413171,0,0,0,0.018224587058496,0,0,0,0,0,0,0,-0.00193514085222055,0.00919105243862307,0,0,0,0,0,0
X600028.SH,0.0967611059680768,0,0,0,0,0,0,0,0.0274412909630604,0,0,0.0138112511218331,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207355440664948,0,0.0385894787960316,0,0,0.0406110797447661,-0.0101479941682348,0,0.0622580917377571,0,0.00852412387949922,0,0.0269933460373929,8.67361737988404e-19,0.00125422846784411,0.00687415217366059,0,0,0.0618882989343927,0,0,0,-0.0182270438514122,0.01073838039099,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0264452653674621,0,0,0,0,0,0,0,0,0,0,0,0,0.330446652959354,0.155081656066687,0,0,0,0,0,0,0,0,-0.000290461672766377,0,-0.0205883025964345,0,-0.0221923302599823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894868983077399,0.00436263055720821,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0442046483862491,0,0,0,0,0,0,0,0,0.00336633453061334,0,0,0.100705677896657,0,0,0.116788925869195,0,0.156305207963094,0,0,1.73472347597681e-18,0,0.0483690400896845,0,0,0,0,0.0517177965069531,0,0,0.0321656057810298,-0.0111520404550249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.33156473513976,0,0,0,0,0,0,0.0101710400890991,0,0,-0.040315807282088,0,0,0,0,0,0,0,0.45537344350419,0,0.0320986746391558,0,0,0,0,0,0,0,0.0613934849764695,-0.121260484537399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303130976430628,0,-4.33680868994202e-19,-0.0355734243011819,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0275909415087007,0,0,0,0,0,0,0,0,0,0.0220734506434311,0.054913371003552,0,0.198800198805761,0,0,0,0,0,0,0,0,0,0,0.130985422913686,0.0171541846742812,0,0,0,0,0,0.0119535970829004,0.0318291526936858,0.0220375578380332,0,0,0,0,0,0,0,0,0,0,0.00350768924494032,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0881979444814809,0,0.0277406301727287,0,0.00847741526363951,0,0.00177405173773148,0,0,0,0,0.00361323219346329,0,0.462708404705547,0,0,0,0,0,0.0160885324404488,0,0,0,0,0.0368476610998267,0,0.0311988014128225,0,0.0065231698651533,0,0,0,0.0819558636340159,0,0,0,0,0.227935010180149,0,0.00885341021656743,0,0,0,0,0,-0.0230093774581652,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0126564980120826,0,0,0,0,0,0.2836426426126,0,0,0,0,0,0,0,0.193227612706158,0,0,0,0,0,0,0,0,0.00956602435824721,-0.00552970482892671,0,0,0,0,0,0.141400353806869,0,0,0,0,0,0.131728808019516,0,0,0.289607988669878,0,0.0304327599874901,-0.00908391567106513,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.136412329851589,0,0.192897755626943,0,0,0,0,0,0,0,0,0,0,-0.10096971160026,0,0.110835545878612,0,1.00449119900941,0.0317884520646983,0,0,0,0,0,0,-0.227422989559133,0,0,0,0,0.162138742825596,-1.73472347597681e-18,0,0,0,0,0,0,-0.0424253318100623,0,0.00698698028802872,0.0294776249515914,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493623088588272,0,0,0,-0.0983206034627271,0,0.147717192632339,0,0,0.104665577938349,0,0,0.0554090315181424,0,0,0,0,0.0564634216278954,0,0,0,0.262573636606838,0,0,0,0,0,0,0,0,0,0,0.0346854815096613,0,0,0,0,0,0
