,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X000301.SZ,X600111.SH,X600019.SH,X601898.SH,X600660.SH,X600011.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X600426.SH,X000629.SZ,X000408.SZ,X601991.SH,X600096.SH,X600348.SH,X300073.SZ,X000723.SZ,X600803.SH,X000786.SZ,X000983.SZ,X600160.SH,X002080.SZ,X600027.SH,X600219.SH,X600141.SH,X600378.SH,X601699.SH,X600549.SH,X600157.SH,X002353.SZ,X600801.SH,X002407.SZ,X600399.SH,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.134329132472594,0,0,0,0.0341828756305465,0,0.0102326870220986,0,-0.00978830221931445,0,0,0,0,0,0.11949849098649,0,0,0,0,0,0,0,-0.0869069468989965,0,0,0,0,0,-0.15470692692584,0.165113984040589,0,0,0,0,0,0.0203081187549433,0,0,0.121822770255178,0,0,0,0,0,-0.0496857445865337,0.0141345107378594,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.201948792586394,0.143016774050642,0,0.284119511344549,0,0,0,0,0,0,0,0.0620733356201879,0,0,0.0779767007799314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205112370006525,0,0,0.209702301025924,0,0,0,0,0,0,0,0,0,0.0433593351499911,0,0.0910642193631791,0,0,0,0,0,0,0,0,-0.00992274246365734,0,0
X600028.SH,0.0272044330869641,0,0,0.0137019395194828,0,0,0,0,0.0500048724633733,0,0,0,0,0,0.0375154336781798,0,0,0,0,0,0.0830772890612805,0,0.0151369910648646,0,0,0,0.0077439275177499,0,0,0,0,-0.0238904501453509,0,-0.00547787799406408,0,0.0154830021320489,0,0,0,0,0,0,0,0,0.0899865354490716,0.00312477622306672,0,0,0,0,0,0,0,0,0,0,-0.0123268910054055,0,0
X600309.SH,0,0.0673956137036208,0,0,0,0,0,0,0,-0.108549350865712,0,0,0.0752649715118809,0,0,0,0,0,0,0,0,0,0,0,0.107350852944958,0.0380984152251623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119732000200501,0,-0.004219113343327,0,0,0,2.16840434497101e-19,0,0,0,0,0.00448005354317764,0,0
X002466.SZ,0,0,0,0,0,0.496181196276301,0,0,0.0872829904575214,0.0652919731120087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162363886256537,0.124535852764978,0,0.00469072030230202,0,0,0.166486988565354,0,0,0,0,0.0218150161013307,0,0,0,0,0,0,0,0,0,0,0.0215343993717934,0.185676145995368,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.0754175873215092,0,0.0918831144356247,0.0161074042778934,0,0,0,0.290448789623007,0,0.010252171758071,0,0,0,0,0,0.00341196191161599,0.0412817763104324,0,0,0,0,0,0,0.0726667712600324,0,0,0,-0.153781429850222,0,0,0.124616589223865,0,0,0,0,0,0.0188563052500733,0,0,0.105047095688405,0,0,0,0,0,0,0.0619704622417957,0,0,0,0,0,0,0,0,0.0503066327290167,0,0
X600188.SH,0,0.0614517938237206,0,0,0,0,0,0,0,0,0,0,0.375190168947652,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0517594531967938,0,-0.0629160920289341,0,0.0563172922224243,0,0,0,0.0585562182623708,-0.000673746116177102,0,0,0,0.0774697236994961,0,-0.00629441620445216,0,0,0,0,0.307584287762596,0,0,0,0,0,0,0,0,-0.0970888941659176,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,1.0842021724855e-19,0,0.00789772536292163,0,0,-0.00649005271742135,0,0,0.0198244392248266,0,0,0,0,0.13440498300344,0,0,0,0,0,0,0,0,0,0,0.0520556481997736,0.0124225539852992,0,0,0.0253447316837734,0,0.0232984412139898,0,0,0,0,0,0,0,0,0,0,0,0.249063673459397,0,0,-0.0298782334621687,0,-0.0381038289270962,-0.0329129918403741,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.161411878559421,0,0,0,0,0,0,0,0,0,0.0427765557026342,0,0.131241059776019,0,0,0,0.0606205270233719,0,0,0,0,0,0,0.0370964257722038,0,0,0.0495907098721936,0,0,0,0,0,0,0,0,0.282514215882828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00478115749426255,0,0
X000301.SZ,0,0,0,-0.187431560215483,0.296226735733447,0,-0.0780943278189169,0,0,0,-0.00177437437948418,0,0,0,0,0.0986788058619085,0.121500711772284,0,0,0,0,0,0,0,0,0,0,0.286177396969685,0,0,0.0784904857966928,0,0.0399602424078693,0,0,0,0,0.128040217537666,0,0,0,0,0,0,0,0,0,0,0,0.0371802176929264,0,-0.161006320678072,0,0,0,0,0.042157200938845,0,0
