,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X601898.SH,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X000786.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X600795.SH,X000408.SZ,X600803.SH,X600352.SH,X000932.SZ,X002080.SZ,X600489.SH,X600219.SH,X000027.SZ,X002353.SZ,X600315.SH,X300037.SZ,X000825.SZ,X000898.SZ,X600688.SH,X600801.SH,X000959.SZ,X002409.SZ,X000807.SZ,X600399.SH,X601699.SH,X600486.SH,X600027.SH,X000830.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00731616936020962,0,0,0.00822832265481101,0.0665921139699624,0,0,0,0.0274722104126068,0.106250690853426,0,0,0,0,0,0,0,0,-0.029690698970626,0.0485368705745017,0,0,0,0,0,0,0,-0.0463128969333942,0,0.0261438905771377,0,0,0,0.105719268264599,-0.0578223661121736,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00500416016848808,0,0
X600028.SH,0,0,0.0974832281137927,0,0,0,0.132410638998916,0,0,0.044367777159274,0,-0.000593692135985604,0,0,0,0,0,0.0372167346229451,0,0,0,0,0.0413887321620367,0,0,0.07198118657932,-0.0384666111364327,0,0,0.025634091029777,-0.0425789931256728,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0438987169268064,0,0,0,0,0.0871693096665801,0,0,0.0313453898717574,0.0779924164372601,0,0,0,-0.0379136503790801,0,0
X601088.SH,0,0,0,0.0144942306321263,0,0,0,0,0,0.0173666805127887,0,0,0,0.0302750942823667,0,0,0.0697554803932838,0.215305289610574,0,0,0,0,0,0,0,0,0.0202942274575205,0,0,0,0,0,0,0,0,-0.0297862387286774,0,0,0,0,0,0.0343134276339014,0,0,-0.0125315346855071,0,0,0,0,0,0,0,0.0301102696021637,0,0,0,-0.0124298769881131,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150029488246959,0,0,0.0158328166404165,0,0,0.209575546566308,0,0,0,0,0,0,0,0,0,0,-0.0385023775803654,0,0,0,0,0,0,0,0,0,0.0624200287017236,0,0.0658591287132186,0.0085827544994919,0,0.195992258200964,-0.0202581671752813,0,-0.0678805193512723,-0.0322058560811022,0,0,0,-0.0476911664730829,0,0
X600585.SH,0,0,0,0,0,0.000883570045352017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696083895454496,0,0.10538986440971,0,0,0,0,0.039136186138764,0,-0.0189067334922262,0,0.253706333774778,0,0,0,-0.0430932720094973,0,0,0,0,-0.126869339535749,0,-0.104151063932304,0.118247322044665,0,0,0,0.00317191451238446,0,0
X002460.SZ,0,0,0,0,0,0,0,0.196085609059092,0,0,0.0860446048030685,0.429351675632447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704136006649269,0,0,0,0,0,0,0.126031189002505,0,0,0,0,0,0,0.179027117110707,0,0,0,0,0.0612813887924001,0,0,4.33680868994202e-19,0,0,0,0,-0.0185705114092949,0,0
X600019.SH,0,0,0,0.0327059009467348,0,0,0,0,0,0,0,0.0305773748117895,0,0,0,0,0,0,0,0,0,0,0,0.0478201566126669,0,0,0,0,0,0.209005119157689,0,0,0,0,0,0,0,0.204065678637169,0.102809498846984,0,0,0.0510861387343666,-0.198539560791048,0,0.152506352828487,0,0,0,0,0,0,0,0.00664535564890042,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0268088971269706,0,0.240677876846365,-0.0425186939763294,0,0,0.195231994825279,0,-0.17342609494269,0,0.134461303297487,0,0,0,0,0,0,0.0116249127987799,0.0550918966599098,0,0,0.053338817720031,0,0,0,0.0095577225099726,0,0.180312151540128,-0.0615064527109078,0,0,0,-0.0381916010217526,0.175203294765945,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.116130328311569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118770574550965,0,0,-0.0949212461444279,-0.0305226468651198,0.0396543084693566,0,0.0389072219284018,0,0,0,0.023476891634487,0,0,0,0,-0.0246906558571439,0,0,0,0.137878559962278,0,0,0,0,0,-0.0233732968082934,0,0,0,0.0352461187204621,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0385206878636493,0,0,0,0.105126219866408,0,0,0,0.0870844315365728,0,0,0.077142918581299,0,0,0,-0.0404192685063202,0,0,0.134411607538779,0,0,0,0,0,0.0749645192617436,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0266190190698088,0.0238997475862006,0,0,0,0,0,-0.0370821106188627,-0.0264389371197844,0,0,0,0,0,0
