,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X601992.SH,X600188.SH,X600362.SH,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X000792.SZ,X000408.SZ,X600489.SH,X600808.SH,X600219.SH,X000959.SZ,X002271.SZ,X601158.SH,X601699.SH,X600339.SH,X000983.SZ,X000723.SZ,X000883.SZ,X002092.SZ,X002470.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.613240050895472,0,0.0101278111130736,0,0,0,0,0,0,0,0,0,0,0,0,0.0774588669861251,0.0103489989661123,0,-0.0208642447908749,0,0,0,0,0,0,0,0,0,0,0,0,0.0156698359251042,0,0,0,0,0.00621587864350026,0.0707953188042745,0,-0.0595715593507706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.430980015525158,0,0.0220648063708617,0,-0.0176739835947607,0,0,-0.00256982071588651,0,0,0.0455191710619995,-0.0149729381727543,0,0,0,-0.023690858766141,0,0,0,0,0,0.0792626135439285,0,0,0,0,0,0,-0.0777900298555157,0,0,0,1.73472347597681e-18,0,0,-0.0476464637723831,0,0,0,0,0,0,0.0972069899718894,0,0,0,0,0,0.0181163525522896,0,0.0155469735734612,0.0071416299863331,-0.107504482655951,0,0,0,0,0
X601088.SH,0,0,0,0.0502050843664283,0.0803501000367975,0,0,0,0,0,0.0839877439979898,0,0.410108147965078,0,0,0.189912584152913,0,0,0,0,-0.0612148616162556,0,0,0,0.020378814854217,0,0,0,0,0.124734879561326,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0332933760967125,-0.0379257059170945,0,0,0,0,0,0
X600019.SH,0,0,0.156330345656578,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0242490504635897,0,0,0.32832231863447,-0.0423107188568876,0,0,0,0.0647368791209831,0,0,0,-0.02445186204361,0,0,0.273241856776839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057800198965409,-0.0307229765883801,0.052603932858469,0,0,0,0,0
X600585.SH,0,0,0.29054453764714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207629473637514,0,0,6.93889390390723e-18,0,0,0,0.0187195306271979,0,0,0,0,0,0,0,-0.0707794635897951,-0.0299169227993219,0,0.160915968274968,0,0,0,0,0,-0.491416317211229,0,-0.332960831616152,0,0,0,0,0.140639275946322,0,-0.0181770775993663,0.0435175835242096,-0.0444373247474938,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140436997466435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781592348121983,-0.0524340236418105,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438509992465884,0,0,0,0.0291435548940876,0,0,0,0,0,0,0,0,0,0.072370726171046,0,0,0.0142882025829162,0,0.317990287590088,0,0,0,0,0,0,0,0,0,0.126214892689885,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600309.SH,-0.00995412625054481,0,0,0,0,0,0,0,0,0,0,0,0,-0.236624262938424,0,0,-0.386789076494214,-0.0407915892549966,0.123854855542039,0,-0.0534496747221474,0,0,0,-0.00202972128662168,0,0,0,0,-0.0129265610960281,-0.127332182020331,0,-0.0299785836444543,0,0,0,0,0,0,0,-0.0347004554864889,0,0,0,0,0.828929751780005,0,0,0,0,-8.67361737988404e-19,0.0035835428286057,0,0,0,0,0,0
X600011.SH,0,0.0649376599988739,0.00843269710165701,0,-0.0492869370519304,0,0,0,0,0,0,0,0,0,0,0.0129899821137622,0,0,0.0474774810377038,0,0,0,0,0,0,0,0,0,-0.0715001204858094,0.0334125388087679,0,0,-0.00538727729009766,0,0,0,0,0,0,0,0,0,0,0.126266730608438,0,0,-0.0965969466349994,0,0.0151398176248426,0,-0.0338304201737617,0.0278624767023245,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0103117492954311,0,0.0832472545576581,0,0,0,0,0,0,0,0,0.221967209124909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282435542413597,0,0.0469774214460907,0,0,0.0186620119550078,0,0,0,0,0.0213622106683998,0,0.182058548524836,0,0,0,0,0,0,0,-0.00746848365258922,0.000464000874076416,0,0,0,0,0,0
X600688.SH,0.190323957128512,0.27806564795268,0,0.03362949616503,0,0,0,-0.0206131869661617,0,0.0166718598981897,0,0,0,0,0,0,-0.0455803344224264,0.00290165022120541,0,0,0,0,0,0,0,0,0,0,0.125545981805759,0,0.0130638194441891,0,0.0601329052043591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147570111001842,0.0101348159682474,0,0,0,0.0241339232736055,0,0
X600660.SH,0,0,0.054044881015746,0,0,0,0,0.0458635632573298,-0.13361291838791,0,0,0,0,0.186787627170185,0,0,-0.0431302278309133,0,0,0,-0.0239453219230438,0,-0.0873630923425535,0,0.0725043454146028,0,0,0,0.119939610031107,0.0318029270243545,0,0,0.0506766173713245,-1.73472347597681e-18,0,0,0,0,0.144776986004621,0,0,0,0,-0.0254451100871512,0,0,-0.120444773828277,0,-0.0386949436641829,0,-0.0122953347895529,0.020522096066583,0,0,0,0,0,0
X600795.SH,0,0,0.286126860206886,0,0,-0.0758104514273358,0,0,0,0,0,0.00319694470086026,0,0.100833660539998,0,0.0582501306749143,0,0,0,0,0,0,0,0,0.117233091042302,0,0,0,0,0,0,0,-0.02692979850841,-0.0128623533291507,0,0,0,0,0.0202060945360027,0,0,0,0,0,0,0,0,0,0,0,-0.0439120491396107,0,0,0,0,0.402079732377673,0,0
X300072.SZ,0,0,0.110770214702076,0,0,-0.13717475003194,0,0,0,0,0,-0.446710226944132,0,0,0,0,-0.095476797474928,0,0,0,0,0,0,0,-0.0122248424946361,0,0,0,0.229042985712489,0.0634510196840197,0.0674319386985908,0,-0.058236664204911,0,-0.100768706314112,0,0,0,0.231660162126026,0,0,0,0,0,0,0,0,0,0,0,-0.0695466661439897,0.0821249323802387,-0.0903782704615083,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656759351410673,0,0,0,0,0.00428730939138699,0,0,0,0.0148979203058247,0,0,0,0,0,0.14338594418873,-0.0704791862806095,0,-0.00526660934901377,0.166200821808224,0,0,0.045596285755574,0,0,0,0,0.0468454223148904,0.0789244732887588,0,0,0,0,0,0,0.0133294030940222,-0.0252278692395628,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933228062053139,0,0,0,0,0,0,0,0,0,0,0,0,0.0223558022450569,0.181814390069394,0.0204379945185036,0.0207056705742061,0,-8.67361737988404e-19,0,0,0.0591556328983251,0,0.150033043221853,0,0.404508721840283,0,0,0,0,0,0.0869570614542204,0,0.0235356339066915,-0.0221302305479523,0,0,0,0,0,0
X600362.SH,0,0,0,0.198461276086417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149818335764675,0.0953185776725054,0,0,0,0,0,0.0212633979172507,0,0,0.0398782839718528,-0.0277464361396674,0,0,0,0.0820361435337264,0.209759828831171,0,0,0,0,0,0,0,0,0.231172994731057,0,0,0.0184694305139352,-0.0321972650318984,0,0,0,0,0,0
X002466.SZ,0,0,-0.167978725886965,0,-0.0738376067823703,0,0,-0.0182384449859246,0,0,0,0,0,0,0,0.14067741506195,0,0,0,0,0.663435420653008,0,0,0,0,0,0,0,0.122207755537058,0,0,0.228639591220236,-0.0815370472572438,0.0357191116455188,0,0,0.0819286299743542,0,0,0,0.0897691315946187,0,0,0,0,0,0,0,0.109997493891541,0,0,0.0204038950140208,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0722341192629797,0,0,0,0,0,0,0,0,-0.0645205635377041,0.0454719232555056,0,0,0,0,0,0,-0.0156275681618595,0,0,0,0.0227655461399671,0,0.0187900390093412,0,0,0,0,0,0,0,0,0,-0.00477875354339894,0.0361914947172469,0,0.0744337285797596,0,0.00762894799191316,0,0,0,0,-0.0259807195187786,0,0,0,0,0.0883372979566986,0,0
