,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X000723.SZ,X600352.SH,X600660.SH,X600547.SH,X601991.SH,X600688.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600516.SH,X600027.SH,X601992.SH,X600111.SH,X000898.SZ,X600801.SH,X600176.SH,X002466.SZ,X000709.SZ,X002460.SZ,X600299.SH,X000629.SZ,X000786.SZ,X600219.SH,X002110.SZ,X000990.SZ,X600808.SH,X601158.SH,X000553.SZ,X600489.SH,X002271.SZ,X600157.SH,X000825.SZ,X000883.SZ,X600985.SH,X600583.SH,X000630.SZ,X600339.SH,X601699.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.059985930737896,0,0,0.0836646915464068,0,0,0.042569214756375,0,0,0,0,0,0,0,0,0,0.0934414779510306,0,0,0,0,0.00738938012796854,0,0.0274731325623012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020789235622614,0,0,0.0423491607571555,0,0,0.0117862724633884,0,0.0147640567977835,0,-0.00168157029752312,-0.00454319632605792,0,0,0,0,0,0
X600028.SH,0,0,0.178332859079762,0,0,0,0,0,0.0710162609934888,0,0,0.0105643456259304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350020169870591,0,0,0.0120094728027015,0,0,0,0,0.0885252043347467,0,0,0,0,0,0,0.0788657346387759,0,0.0265997321893013,0,0.00329954062555949,-0.005161066249357,0,0,0,0,0,0
X601088.SH,0,0,0,0.108082654823994,0,0,0,0,0,0,0,-0.169624276675162,0,0,0,0,0,0.024773917732124,0,0,0,0,0,0.137138195737572,0,0.249175118724957,0,0,0,0,0,0,0.0250415827525674,0,0,0,0,0,0,0,0,0.0216528199217149,0,0,0,0,0,0,0,0.0724196481504278,0,0.0158574166645478,-0.0493972356466186,0,0,0,-0.0156570504324993,0,0
X600585.SH,0,0,0,0,0,0.0947936839204548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480331906945601,0,0,0,0,-0.00262439840690771,0,0,0,0.056608112731822,-0.0115503736845417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148471770486058,0.000700354792392626,0,0,0,-0.000600043684090637,0,0
X600019.SH,0,0,0,0,0,0.0318365133170888,0,0,0,0,0.0341326771658047,0,0,0,0,0,0,0,0.0994181003874521,0,0,0,0,3.46944695195361e-18,0,0.195800996293284,0,0,0,0,0.035435755883658,0,0.0837319565485884,0,0,0,0,0,0,0,0,0.0832843616255342,0,0,0.0187884983121202,0,0.0281534625362975,0,0,0.0167015156401353,0,0.00705501266802168,-0.0264389106435151,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0829656331251112,0,0,0,0,0,0,0,0,0.0231543122786405,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.109418437407676,0.431079470346407,0.0672617396011581,0,0,0.128157953705713,0,0,0,0,0,0,0,0,0,0,0,0,0.00685100573894063,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.014473267602443,0,0,0,0,0,0,0,0,0.382461752075865,0,0.408317306370056,0,0,0,0,0,0,0,0,0,0,0.0917378017784545,0,0,-0.038640113167277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320150764480928,0,0,0,0,0.0586426855546874,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352385363297386,0,0,0.20773442564529,0,0,0,0,0,0.0875209804581604,0,0,0,0.300022075005774,0,-0.0123622179248963,0,0,0,0,0,0.144257420441837,0,0,0,0,0,0,0,0.0110718012552425,0,-0.00289213221909096,-0.0440069716820611,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0426420956330065,0,0,0.00613878485286774,0,0,0,0,0,0,0.0408245201213589,0.182497651519186,0,0,0,0,0.250544635222533,0,0.011808869572266,0,0,0,3.46944695195361e-18,0,0,0,0.1395777047838,0,0,0,0,0.124532661286355,0,0,0,0,0,0,0,0,0,0,0.0590074733211187,0,-0.0189806666306996,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.179403990946553,0,0,0,0,0,0,0,0,0.0688583954122782,0.119910194306025,0,0,0,0,0,0,0.0968747535846596,0,0,0,0.0169224993155657,0,0,0,0,0,0,0,0,0,0,0,0.0400463231705147,0,0,0.00305204179445056,0,0,0,0,0.017575341817331,0,-0.018013561313951,4.33680868994202e-19,0,0,0,-0.0132389632661904,0,0
