,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X600688.SH,X601898.SH,X600795.SH,X601992.SH,X601991.SH,X601600.SH,X600309.SH,X600660.SH,X300072.SZ,X600886.SH,X600547.SH,X600362.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600299.SH,X000883.SZ,X600008.SH,X600352.SH,X002460.SZ,X600219.SH,X002271.SZ,X600176.SH,X600578.SH,X000723.SZ,X000408.SZ,X600021.SH,X000630.SZ,X600583.SH,X000539.SZ,X000792.SZ,X000027.SZ,X600808.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.344437441293421,0.0492520118999655,0,0,0,0,0,0,0,0.0582965390591931,0,0.109307633616677,0,0,0.0145440269405689,0,0,0,0,0,0,0,0,0,0,0,0,-0.00472061744596853,0,0,0,5.42101086242752e-20,0,-0.0261717713908568,0,0,0,0,0,0,0.0626882149984287,0,0,0,0,0,0,0,0,-0.0101290250204297,0.00167347919750445,0,0,0,0,0,0
X600028.SH,0,0,0.0642871733098732,0,1.46067024473833e-05,0.0604768857778521,0,0,0,0,0,0,0,0,0,0.0366574984962918,0.0306676779731438,0,0.140398330337779,0.0431176648083915,0,0,0,0.0221696527684598,-0.0863585937858989,0,0,0,0,0,0,0,0,0,-0.0777669426598266,0,0,0,0,0,0,0,0,0.0234482435001916,0,0,0,0,-0.0345336362833937,0,0,-0.0123048363193646,0,0,0,0,0,0
X601088.SH,0,0,0,0.0746010724563397,0,0,0,0,0,0,-0.0380658797732453,-0.0413412687464505,0,0,0,0,0,0,0,0.0181213038329867,0,0,0,0,-0.00150542538182859,0,0.155835858654826,0,-0.00793586387716164,-0.0722462733572716,0,0,0,0,0,0,0,0,0,0,0,0.159225042469183,0,0,0,0,0,0,0,0,0,-0.00362981398039699,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.078266625395704,0.198417225268099,0.11154795454042,0,0,0,0,0,0,0,0,0.0917056634276155,0,0.455614252744615,0,-0.0185447294045988,0,0,0,0,0,0.0159118539899273,0,0,0,0,0,-0.039061384534239,0,0,0,-0.0226618831766138,0,0,0,0.0255399356578872,0,-0.0414910664305621,-0.00929277795732364,0,0,0,0,0,0
X600011.SH,0,0,0.182259890281543,0,0,0,0,0,0,0,1.73472347597681e-18,0.077355526303151,0,0,0,0,0,0.0165481037290348,0,0,0.389981872116499,0.0349599183490011,0,0.00348634190269881,0.0382618110678581,0,0,0,0,0,0,0,0.0782042382137141,0,0,0,-0.102927680668314,0,0.133743793296974,0,-0.0360486872808718,0,0,0,0,0,0,0,0,0,0.0721010031617591,-0.0490647066101851,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0638499397975435,0,0,0,0,0,-0.00827026217595225,-0.0629240252395237,0,-0.0687426451386331,0,0,0,0,0,0,0,0,0,0.108176827211637,-0.118255980733322,0,0.059065133537872,0,0,-0.00761298709262763,0,0,-0.0490390179255219,0,0.0326912998267731,0,0.0148013356237329,0,0,0,0.141817311080889,0,0,0,0,0,0,0,0,0,-0.0132380644535884,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0134629878752475,0.103240688229889,-0.00107004991071056,0,0.0342911013832809,0,0,0,0,0,0.0196751256717993,0,0,0,0.0301550515806402,0.176551454157322,0,0,0,0,0,0.0969216475487593,0,0,0,0,-3.46944695195361e-18,-0.0536820307683187,0,0,0,0,0,0,0,0.1566010931929,0,0,0,-2.71050543121376e-20,0.00294111200562201,0,0,0,0,0,0
X600688.SH,0.298851355819517,0.084167933465011,0,0,0,-0.0454583207621378,0,0,0.0375060132080219,0,0,-0.0914995754347744,0,0,0,0,0.0776474563047234,0,0,0,0,0,0,0,0,0,0,0,0,0.00574984033502639,0,0,0,0,-0.0127800107271847,0,0,0,0,0,0,0,0,0.05441560668019,0,0,0,0,-0.0291485703279786,0,-0.0195599254051609,-0.0140491713724472,0,0,0,0,0,0
X601898.SH,0,0,0.184833099073366,0.025798496721226,0,0,0,0,0,0,0,0,0,0.0398471065984137,0,0,0.0773113121621723,0,0.295689419551246,0.0665611236221692,0,-0.032125937876228,0,0.0544602600529608,-2.16840434497101e-19,0,0,0,0,0,0,0,0.00341706619463463,0,0,0,0,0,0.1179655260207,0,0,0,0,0.138595300179857,0,0,0,0,0,0,-0.00637452994310621,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.026686206545046,0,0,0,0,0,0,0,0,0.0238174067119568,0,0.04989499169017,0.0263001026943548,0.00118969016156694,0,0,0.0819196793268066,0.0675052709678558,0,0,-0.00180517510758463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384940088607681,0,-0.0275400813493677,0,0,-0.0617079430810551,0.107944587712639,0,0,0,0,0,0,0.00637295333322821,0,0,0,0,0,0
