,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X600886.SH,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X000877.SZ,X600027.SH,X600795.SH,X601991.SH,X002271.SZ,X600362.SH,X600426.SH,X600803.SH,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X600995.SH,X000539.SZ,X000786.SZ,X000408.SZ,X600378.SH,X600160.SH,X600219.SH,X300037.SZ,X002409.SZ,X000629.SZ,X600688.SH,X000932.SZ,X600157.SH,X600612.SH,X600021.SH,X000027.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.77467377689231,0,0,0,0.0414376488628549,0,0,0,0.0615571401238534,0,0,0,0,0,-0.0913174479294562,0,0,0.125864692738115,0,0,0.00780070527727517,0,0,0,0,-0.105568734060856,0,0,0,0,-0.0300700067587577,0.104004278007436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201544305258746,0,0,0,0,0.0234032954507675,0,0.266817644557382,-0.150002511909558,0,0,0,0
X600028.SH,0.693645957611077,0,0,0,0,-0.105598308040111,0,0,0,-0.101958472071437,0.129238291649546,0.0699167350800383,0,0,0,0,0,0,0,0,0,0,0,0.0244305451520977,0,0,0,0,0,0,-0.0355996327085828,0.0189630370351373,0,0,0,-0.0343599104643202,0,0,0,0,0,0,0,0,0,0,-0.013943900503084,0,0,0,0,0.00757333332918214,-0.0110812101109637,0,0,0,0,0,0
X601088.SH,0.161247042360679,0.122752073504659,0,0,0,-0.111927368427737,0,0,0,0.0274500857282608,0,0.284371502279408,0,0,0.134163466687087,0,0,0,-0.114422764233491,0,0,0,0,0.124103801545655,0,0,0,0,0,0,0,0,0,0,0,0.185352544760624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484848190701045,0,-0.0554592515252728,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.189236808846375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948168968526516,0,0,0,0.0484513263811197,0,0.0835435229136404,0,0.024843380274755,0,-0.0334640804296968,0,0,0,0.040537917413918,0.00540940820172991,-0.0791640577500209,0,0,0,0,0,0,0.050127161793744,0,0,-0.0212455227535319,0.0208172310285445,0,0,0,0,0
X600011.SH,0,-0.062084034728075,0,0,0,-0.0590299021348582,0,0,-0.186358772624134,0,0,-0.0383712683915607,0,0,0,0,0,0,0,0,0,0.245475283593809,0,0,0,0,0,0,0,-0.131533280443283,0,0,0,0,-0.0602866852543601,0,-0.0904896467535771,0,0,0,-0.041595906941649,0,0,0,0,0,0,0.428386286043616,0,0.112388287480271,0,0,-0.00424576951525145,0,0,0,0,0,0
X600188.SH,0.144773862132736,0,0.0976886455904831,0,0,0,0,3.46944695195361e-18,0,0.015406990700015,0,0.316614825958804,0,0,0,0,0,0,0,0.168608811833784,0,0,0,0,1.73472347597681e-18,0,0,0,0.189646857979493,0.27020075507633,0,-0.00350022874618385,0.0293471972716678,0,0,0,0,0,0,0,0.187984680089434,0,0,0,0,0,0,0,0,0,0,-0.196763026290563,-0.0681806775663912,0,0,0,0,0,0
X600585.SH,0,0,0,0.11316002247224,-0.0228220674198291,-0.0434020018861143,0,0.0126976830633875,-0.0306632036507101,0,0,0,0,0,0.0193141524536532,0,0,0,0,0,0.0746351085104268,-0.0911592966835776,0,0,0.0285406247471951,0,0,0,0,0,0,0,0,0,0.0724420061108803,0.243404521091404,0,0,0,0,0.0160147623220598,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0281292646385077,0,-0.165577806119623,0,0,0,0,0
X600019.SH,0,0.0600808401893877,0,0,0,0.122525406927894,0,0,0,-0.0267840205231141,0.0930396458319662,0,0,0,0.0586371027333843,0,0,0,0,0,0,0,0,0.0809326824913781,0,0.0681730840028791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207411154663744,0,0.174634715522587,0,0,-0.0431113103744084,0,0,0,0,0.0340263450056222,0,0,0,0,0,0,0
X002460.SZ,-0.0447117208862335,0,0,0,0,0,0,0,0,0.666547239382018,0,0,0,0,0,0,0,0,0,0,0.151878702179064,0,0,0,0,0,0,0,-0.0698919270666662,0,0,0,0,0,0,0,0.045298001387484,0,0.0062039279974837,0,0,0,0,0,0.127990925129504,0,-0.00432480589788035,0,0,0,0.0744980698987674,0,-0.032754893458994,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.371745898097396,0,0,0,0,0,0,0,0,0,0.149976065358468,0,0,0,0,0,0.0761721488873736,0,-0.154587422465958,0,0.276815547392834,0.115652322284874,0,0,0,0,0.0354832518264013,0,0,0,0.287068088284754,0,0,0.130026458824509,0,0,0,0,0,0,0,0.0803902293306259,0,0,0.0300689248719982,0,0,0,0,0,0
