,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600660.SH,X600019.SH,X000708.SZ,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X002466.SZ,X600176.SH,X600426.SH,X600011.SH,X000301.SZ,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X600219.SH,X601991.SH,X600486.SH,X600801.SH,X002080.SZ,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X002353.SZ,X601168.SH,X600027.SH,X600399.SH,X601992.SH,X600157.SH,X600299.SH,X000932.SZ,X002409.SZ,X000898.SZ,X000027.SZ,X300073.SZ,X000630.SZ,X600516.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0190612551457058,-0.0281120021088682,0,0.0258553850758563,-0.00836526004666556,0,0,-0.0359472201451929,0,0.0730151336088573,0,0,0,0,0,0.0111800915104485,0,0,0,0,0,0.0888362779376417,0,0,0,0,0,0.0108787407636062,0,0,0,0,0,0,0.0301264549626231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251728163048163,0,0,0,0,-0.00153118301226253,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151402227111827,0,0.0300593719252218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964854671637443,0,0,0,0,0,0,0,0.110289583682603,0.00194694392233882,0,0,0,0,0,0.12088802496612,0,0,0,0,-0.00608191906298071,0,-0.00301157203626449,-0.00157339339278309,0,0,0,-0.0043486795372902,0,0
X601088.SH,0,0,0,0,0,-0.0208687438978425,0.0451573674510479,0,0,0.0329463142442119,0,0,0,0,0,0,0,0,0,0,0.285074600806156,0,0,0.353667873224285,0,0.0730460526529676,0,0,0,0,0,0,0,0,-0.0494883977760818,0,0.101728841835428,0,-0.042306983160418,0,0,0,0,-0.0724310739078879,0,0,-0.0321005777354968,0,0,0,0,0.0077462152689643,-0.0234523663580615,0,0,0,-0.00571815081075045,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0870737560053777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977368662430999,0,0.131049767647486,0,0,0,0,0,0,0,0.0128768175761549,0,0,0,0,0,0,0.292155482544496,0.0188031393261002,0.0402354306814725,0,0,0,0,0.00982809754178391,0,0,0.0366682114380071,0,0,0,0.0211120212292968,0,0
X600585.SH,0,0,0,0,0,0.00909088595767353,0,0,0,-0.171540176633709,0,0,0,-0.0231176843860383,-0.0512590370592553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041482183718047,0,0,0,0.03867781427824,0,-0.0156669919706352,0,0.085777576154523,0,0,0,0,0,0,0,0,0,0,0.198635444807777,0,0,0,0.0136825713765812,-0.00800590804858262,0,0,0,0.0105453060024129,0,0
X002460.SZ,0,0,0,0,0,0,0.110451731619958,0,0,0.0405017807338796,0,0,0,0.34849936156838,0,0,0,0,-0.139535297137839,0,0,0,0,0,0,0,0,-0.0242698915484517,0,0,0,0,0,0,0.344068246482239,0,0.076791677170476,0,0,0,-0.123312109870384,0,0,-0.048574505607214,0,0,0,0,0,0.39621126851395,0,0,-0.00298883696473472,0,0,0,-0.00603059526912098,0,0
X600660.SH,0,0,0,0,0,0.128665820728087,0,-0.206115517941699,0,0,0,0.0523714957645748,0,0,0,-0.164661634847351,0,0.00363481099214348,0,0,0,0,0,0,0,0,0,0,0.109852186312218,0,0,0,0,0,0.172242857339969,0.0498363778253027,0,0,0,0,0,0,0,-0.0566707564821374,0,0,0,0,0,0,0,0,0.0434508780455658,0,0,0,0.0120195787942792,0,0
X600019.SH,0,0,0,0,0,0,-0.0655231842235143,0,0,0,0,0.231835987132446,0,0,0,-0.172878953760658,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0808107767642286,0,0,0,0.0638318043332603,0,0,0,0,0,0,0,0,0.0948390721720972,0,0,0,0,0,0.167471029234899,0.0735158326117826,0.0347583122487028,0,0,-0.0241886588363136,0,0.0345693911427998,0,0,0,0,-0.00338155036204605,0,0
X000708.SZ,0,0,0.128144082751821,0,0,0,0,0,0,0,0,0.00562289168972733,0,-0.0262721709736003,0,0,0,0,0,0,0,0,0.193476108731907,0,0,0,0,0,0.0408095422118472,0,0,0,0,0.0850691961467859,0,0,0,0,0,0,0.041966764762762,0.0519044401756926,0,0,0,0,0,0.244292239951316,0,-0.0309192844107755,0,-0.0341186053616099,0.0856420758322599,0,0,0,-1.0842021724855e-19,0,0
X002271.SZ,0,0,0.261063692020736,0,0,0.0415309744191842,0,0,2.16840434497101e-19,0,0,-0.304371097045476,0,0.0610629586124594,0.164585706214069,0,0,0.0795560031003324,0,0,0,0,0,0,0,0,0,0.389539847313421,0,0.0212360310925458,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00599126292802316,0,0,0.146220185287107,0,0,0,-0.0304137857204376,0,0,0,-0.0173337289818274,0.0209652909058655,0,0,0,0.034184219720048,0,0
X600547.SH,0,0,0,0,0,0.0509587150780268,-0.0355345750865157,0.0612026386602756,0,0,0,0,0,-0.0386379646757148,-0.0266727294417615,0,0,-0.00268325592767124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593565522778061,0,0,0.0429861675771515,0,0.00481499894493439,0,0.0465565164995356,0,0,0,0,-0.0183547203359343,0,0,0,0,0,0,0,0.00563358870867852,0,0,0,0,0.00582542341985133,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.12559529605489,0,0,0,0,0,0,0.197749523934051,0.224284377757467,0,0.0244378724927108,0,0.41297953092597,0,0.230453638808035,0,0.0829537282127464,0.0391677132226533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196104562469866,0,0,0,0,-0.00207437881026584,0,0,0,-0.0128286584866108,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885966750549752,0,0,0,0,0,0,0,0,0.052016181342009,0,0,0,0,0,0,0,0,0,0,0.211551611912047,0,0.1873272709567,-0.0772969045230166,0,0,0,0,0,0.214144959482899,0,0,0,-0.0929518624918769,0,0,0,0,0.00745662323520734,0.0396861171577629,0,0,0,0.0211827768121512,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0161242749291102,0,0,0,0,0,0,0.260836097080835,0,0,0,0,0,0,0,0.28511132359303,0,0,0.119949988893197,0,-0.12243027141856,0,0,0,0,0,0,0.0875022938713596,-0.524399298986527,-0.0291070962690752,0,0,0,0,0,0,0,-0.773458833168074,0,0,-0.454235089568328,0,0.481647917888611,0,0,-0.0805163143017445,0.0539419686425438,0,0,0.00298058194195096,0,0
X600176.SH,0,0,0,0,0.326743566594352,0,0.00282913833964352,0,0.323684074429842,0,-0.365321560033672,0,0,-0.102817389554731,0,0,-0.0801204756482573,0,0,0,0,0,0,0,0,0,0,0,0,0.0462748138793423,0,0,0,0,0,0,0,0,0,0,0,0,0.0282552903638932,-0.0246909008824591,0,0,0.305108295976784,0,0,0.0423213167550208,0,0.0100867735227438,0.00842567290997772,0,0,0,0.00538497658474666,0,0
X600426.SH,0,0,0,0.262213232789695,0,0,0,0,0,0,0,0,0,-0.0205635534192348,0.095425375966986,0,0,0,0,0,0.0193096305160866,0,0.2083978929171,0,0,0,0,0.192701065412592,0,0.0785284680441852,0,0,0,0,0,0,0.0756290832726945,0,0.0309022655195018,0,0,0,0.0217551436759054,0,0,0,0,0,0,-0.132280298846524,0,0.00706222506195823,0.00716610764046383,0,0,0,-0.00633903942444423,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.124424214824018,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0257215675564368,0,0,0,0,0,0,0,0.097470925473541,0,0,0,-0.0315030872187376,0.0334071423846667,0,0,0,0,0.0999625096474159,0,0,0.0255378862019039,0,0,0,0,0.116875300011936,0,0,0.0277205611344999,-0.0463015911401224,0,0,0,0.0133562815648319,0,0
X000301.SZ,0,0,0.0296270504458746,0,0,0,-0.00895899018448692,0,-0.387616672572964,0,0,0,0,0.104466917657763,0,0,0,0,0.165477897222995,0,0,0,0.230575315588966,0,0,0,0,0,0,0,0,0,0,0.0765578019141743,0,0.372586559144707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105525188668149,0,0,0.165107760072908,0,0,0,-0.0224741585093712,0,0
X601600.SH,0,0,0,0,0,0,-0.0476239748396726,0.029232711486457,0,0,0,0.18830287937524,0,0,0,0,0,0,0,0,0.186280329720174,0,0.0713905556616863,0,0,0.291360384847481,0,0,0,0,0,0,0,0,0,0.0208480183127218,0.00851269082820383,0,0,0,0,0,0,0,0,0,0.0393127585400566,0,0,0.0605827017732079,0,-0.00525723457421303,-0.0286280195516595,0,0,0,-0.0162171632459658,0,0
X600886.SH,0,0,0,0,0,0,0.0268970715047514,0,0,0,0,0,0.110983569040501,0.0178014297757632,0,0,0.154487120195553,0,0,0,0,0,0,0,0,0.0566090482465837,0,0.0578301149510787,0,0.0462401948857265,0,0,0.0699098356571791,0,0,0.0479333723521968,0.0767914114588734,0,-0.0300142672020123,0,0,0,0,0,0,0.0781721521613006,0,0,0,0.0275063009087712,0,0.0637453434327604,-0.0755223522245185,0,0,0,-0.000346962742796575,0,0
X601898.SH,0,0,0.349034630264293,0.0585313709988994,0,-0.0633854657077841,-0.0407681337828983,0,0,0,0,0,0,0,0.0267360284413082,0,0,0,0,0,0,0,-0.0341211763217098,0.307208422428671,0,0.0743096579614292,0,0.122436175188535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131244403817005,0,-0.0343174609345048,0,0,0,0,0.346870638077513,0,0,0.0327108207414903,-0.0680843288785448,0,0,0,0.00239900173783415,0,0
X600010.SH,0,0,0,0,0,0,0,0.0707238884142049,0,-0.00471440446917252,0,0,0,0,0.0611920024967486,0,0.0630695469236922,-0.0320221636913996,0,0,0,0,0,0,0,0,0,0,0.157507144732511,0,0,0,0,0,0,0,0.10610688246813,0,0,0,0.0411646297192936,0,0.0363513487096057,0,0,0,0,0,0.0887237022750784,0,0,0.0101968569712886,-0.0140891681096352,0,0,0,0.00196649525183878,0,0
X600111.SH,0,0,0,0,0,0.184992696056938,0,0,0,0,0,0.0949221997805402,0,0,0,0,0.214398188533695,0.0914577094933239,0.278342599808434,0,0,0,0,0,0,0,0,0,0,0.0741743739279487,0,0,0,0,0,0.0134674884045487,0,0,0.00433276997804957,0,0,0,0,0,0,0,0.0208414583304011,0,0,0.0261559026738995,0,0.0177546215882567,0,0,0,0,-0.00872568746135702,0,0
X600188.SH,0,0,0.166538479326939,0,0,0,0,0,0,0,0,0,0.0686433883983113,0.020666428863624,0,0,0,0,0,0,0.107881843235475,0,0,0,0,0,0,0,0,0.009213785223879,0,0,0,0,0,0,0.149866436478478,0,0,0,0,0,0.128432800967023,0,0,0,0,0,0,0,0,-0.0652111683194791,0.0993153908892285,0,0,0,0.000516425616157888,0,0
X600352.SH,0,0,0,0,0,-0.152197803860062,0,0,0,0,0,0,0,-0.114792483192284,0.0548834448929094,0,0.19250818593844,0,0,0,0,0,-0.0534430894040193,0,0,0,0,0,0,0.117788689864619,0,0,0,-0.171000058674113,0,0,0.12078217438747,0,0.0830824615536838,0,0,0,-0.0683416341471019,0,0,0,0,0,0,0,0,0.0152797590598577,0.00729941518982474,0,0,0,0.00799213225643051,0,0
X600219.SH,0,0,0,0,0,-0.0994497358008146,0,0.353872443711434,0.00241809961105541,0,0,0.0344103759020807,0,0.0238406303539535,0,0,0,0,0.132727051857984,0,0,0,0,0,0,0,0,0.273987107715249,0,0,0,0,0,0,0,-0.0405191375428453,0,0,0,0,0,0.0287720311278242,0,0,0,0,0,0,0,0,0,0,0.0163742436407846,0,0,0,0,0,0
X601991.SH,0,0,0.000548486429781914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117487122388295,0.0705325359941526,0,0,0,0,0.0331476980141938,0,0,0,0,0,0,0.0611110203776332,0,0,0,0,0,0,0.0398871758975737,0,0,0,0,0,0,0,0,0.101588885027221,0,0,0,0,0,-0.0130025847160715,-0.0103173445283049,0,0,0,0.00146122408332716,0,0
X600486.SH,0,0,0,0.0754336369414895,0,-0.079891322033313,0.0535441016433677,0,0,0,0,0.0657553028516117,0,0.0564943087581135,0.016739359869386,0,0,0.0877567509101349,0,0,0.109483711473748,0,0,0,0,0.0207172766819931,0,0,0,0,0,0,0,0,0,0,0,0,0.0917916412324369,0,0,0,0,-0.094600278579762,0.0771822300854998,0,0,0,0,0,0,-0.0248720030251085,0.0442057659755994,0,0,0,0,0,0
