,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X600010.SH,X600547.SH,X000708.SZ,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X601699.SH,X000983.SZ,X000408.SZ,X600160.SH,X000629.SZ,X000786.SZ,X000723.SZ,X600219.SH,X600378.SH,X600995.SH,X002080.SZ,X600348.SH,X600489.SH,X600096.SH,X000933.SZ,X600157.SH,X000807.SZ,X600985.SH,X000831.SZ,X600688.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0284559028248912,0.635059530483609,0,0,0,0,0,0,0.153137469540988,0.188934218853183,0,0,0.0700850597319596,0,0.00382396253324634,0,-0.0148239076198952,0,0,0,0,0,0,0,0,-0.0232230841011774,0,0,0,0.00878988639859656,0,-0.0486701587164045,0.0580795291689897,0,0,0.00185123980302825,0,-0.0476930001458144,0,0,0,0,0.020968651739058,0,0.0702412936003559,0,0,0,0,0,-0.00999888348686023,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.415374945408621,0,-0.0191095683030231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274313490292889,-0.051181882115698,0,0,0,0.277248839586353,0,0.107098439540411,0,0,-0.0987917402067311,0,0,-0.0452034604089689,0,0,0,0,0,0.0288352793786416,0,0,0,0,0,0,-0.00348218016281237,0,0,0,0,0,0,0
X600028.SH,0.629063208674077,0,0,0,0,0,0,0,0.0203057516051401,0,0,0,0,0,0,0,0,0,0,0,0,0.00370925073592438,0,0.0212061679166552,0,0,0,0.066409133847229,0.0110350496891561,-0.0409427860703173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706699402717312,0.0103430557748947,-0.0495613308777863,0,0,0.00368445988159,-0.0072499252780908,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449620802389885,0,0,0.0924963504620821,0,0,0.356541836681071,0,0,0.100672587020164,0.177402163732336,0,0,0,0,0,-0.0829777109465557,0.0692576466019422,0,0,0,0.0475832144115045,0,-0.138601375778016,0.0333444301658192,0,0,0,0.0137157628591338,0,0.0375760602578268,0,0,0,0.003384378938794,-0.088342573415475,0,0,0,0,0,0
X600188.SH,0,0.662899239276682,0,-0.0443224901368304,0,0,0,0,0,0,0.0197071330130436,0,0,0,0,0,0,0,0,0,0,-0.0872694474082581,0,-0.00552769936434989,0,0,0.0186257736236648,0.142399100063517,0,0,0.13885192332303,-0.062923481449752,0,0,0,0,0,0,0,0,0.0648948060144977,0,0,0.238459272294672,0,0,-0.0907432058980837,0,0,0,0,-2.16840434497101e-19,0.0537304684745337,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.481971798637222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170301994122336,-0.139554930816898,0,0,0,0,0.0397993191706505,0,0.139768299460226,0,0.149799999467653,0,0.211029501145246,0,0,0,0.0862843511188955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.413011264708374,0,0,0,0,0,0,0,0,-0.0214409730676744,0,0,0,0,0.0867219099397021,0.0555489281021172,0,0,0,0,0,0,0,0,0.023225977856162,0,0.420758844883626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141687731883358,-0.0870806271682542,0,0,-0.0130026497266389,-0.0262634592323674,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0038192408046193,0,0,0.0680073531782801,0,0,0,0,0.137100944017799,0,0,0.0977927077574974,0,0,0,0,0,0,0,0,0,-0.088304038391559,0,0,0,0,0.478058378280336,0,0,0,0,0.0353308430250548,0,0,0.0854514107373724,0,0,0,0.0409210931196207,0,0,0,0,0.00123929004394105,-0.015416168439818,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.210885893188404,0.0533614716781904,0,0,0,0,0,0,0.217203263943429,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0843104817508686,0,0,0,0,0,0,0,0,0.247846274492389,0,0,0.141507006150557,0,0,0,0.0136528889434058,0,0,0,0,0.00753278987268646,0,0.0426911330761643,0,0,0,0,0,-0.00384069630559894,0,0,0,0,0,0,0
X600019.SH,0.00812937309592025,0,0,0,0,0,0,0,0,0,0,0.018192392342233,0,0,0,0,0,0,0,0,0.111629824066133,0,0.284859222652166,0.135034505485908,0,0,0,0.108752890891509,0,0,0,0,0,0,0,0,0,0,-0.100196809020739,0,-0.0525664880326281,0,0,0,0,0,0,0,0,0,0,-0.00552806276084771,0.00953991600250088,0,0,0,0,0,0
