,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600660.SH,X000301.SZ,X600010.SH,X000877.SZ,X600188.SH,X600011.SH,X601600.SH,X002271.SZ,X000708.SZ,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X002080.SZ,X600426.SH,X300037.SZ,X000408.SZ,X600803.SH,X600096.SH,X600141.SH,X600219.SH,X601991.SH,X000723.SZ,X600795.SH,X000786.SZ,X002407.SZ,X600399.SH,X600295.SH,X000825.SZ,X600489.SH,X600027.SH,X600352.SH,X600688.SH,X002353.SZ,X300073.SZ,X600160.SH,X002409.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0939795815052311,0,0,0,0,0,0,0,0,0,0.0610426045634325,0,0,0.0783012257130296,0,0,0,0,0,0,0,0,0,0.0274622357526215,0,0,0,0,0,0.0236010736503632,0,0,0,0,0,0,0.0665829570649022,0,0.108113347114751,0,0,0.0169897551064139,0,0.0854708149212595,0.0974542713257765,0,0,0,0,0,-0.00587231401617375,0,0,0,0,-0.0779879452341869,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0556365092730811,0,0,0.0371058844632772,0,0,0.0564709014780057,0,0,0,0,0,0,0,0,0,0.00189226471789616,0,0.0180681544061684,0,0,0,0.0177670192286933,0,0,0,0,0,0,0,0,0.153232667014463,0.0150147608524527,0,0,0,0,0.135541331016761,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0543699047679578,0,0.151209053746331,0.0564515691650208,0,-0.0610224909724994,0.0660413647659035,0,0.318714141467818,0,0,-3.46944695195361e-18,0,0,0.0458795255668739,0,0,0.0991989464650265,0,0,0,0,-8.67361737988404e-19,0,0,-0.0814845788472921,0,0.0942899959979166,0,0,-1.0842021724855e-19,0,0,0.0321631519752398,0,0,0,0,0,0,0.027215545100487,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.140769044608934,0,0,0,0.172649820109183,0,0,0,0,0,0,0,-0.0290885030203875,0,0.0284332259381225,0,0,0,0,0,-0.0547598399837767,0.0430839579661265,0,0,0,0.00527510431989674,0,0,0,0.015391842831303,0,0,0,0,0.0228429425747182,0,0
X002460.SZ,0,0,0,0,0,-0.0323583601822435,0,0.0589978294460364,0.0300386093992166,0.5051217690104,0,0,0,-0.0417027961808393,0,0,0,0,0,0,0,0,0,0,0,-0.110803010284886,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.297813295419524,0.168466986887788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532095270779258,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0339079176472605,0,0,0,0,0,0,0,0,0.503742184236787,0.0216136443639302,-0.039865888053292,0,0.238800086149996,0,0,0,0,0,0.0703203130117396,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133405592090807,-0.0147815000493417,0,0,0,0,0,0,0,0,0,0,0.192066435865521,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0398339408504726,0,0,0,0,0.23638227747409,0,0,0.232813103732633,0,0.0543159108546461,0,0,0,0,0,0,0,0,0,0.0979858161288381,0,0,0,0.0632185088520427,0,0,-0.140725967477469,0,0,0,0,0,0,0.139216251350013,0,0,0,0,0,0,0,0.417825737521047,0,0,0,0,0,0.0348215860135642,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0942468845186137,0.145432339527809,0,0,0,0,-0.00426898852925288,0,0,-0.128906604800776,0,0,0,0,0.130274348092622,0,0,0.288415972875153,0,0,0,0,-0.00315947431190501,-0.0802588628234905,0,0,0,0,0.0837958188380709,0,0,0,0,0,0,0,0.0604978198131274,0,-0.262432600591812,0,0,0.114668760830782,0,0,0,-3.46944695195361e-18,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.203213415051548,0.0838625472149249,0.187681229415725,0,0.149286482768768,0,0,0,0.118323839007322,0,0,0,0,0,0,0,0,0,0.117920081610668,0.0665891751378818,-0.105327917298397,0,0.102808301590517,0,0,0,0,0,-0.000908140804176103,0,0.262015270342483,0,0,0,0,0,0,0,0,0,-0.0279590170775878,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.40667492265107,0,0.139991065289391,0,0,0,0,0.0809778579258379,0,0,0,0,0,0.0198860529277374,-0.0499575889719163,0,0,0,0,0,0,0,0.024439455846132,0,0.15298532324997,0,0,0,0.0599463583479105,0,0,0,0,0,0,0.0392562073487739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
