,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600299.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X000539.SZ,X600309.SH,X600352.SH,X000630.SZ,X002466.SZ,X000792.SZ,X600623.SH,X600098.SH,X600660.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X600160.SH,X002470.SZ,X000060.SZ,X601918.SH,X600489.SH,X600863.SH,X600808.SH,X600547.SH,X600578.SH,X600315.SH,X600307.SH,X300072.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.58719928372543,0.047656235933463,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0196873287172572,0,0,0.0402017888924287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218135845088848,0,0,0,0.121753329745827,0,0,0,0,0,0,0,0,0,-0.0147360953054382,0,0,0,0,0,0,0
X600028.SH,0.271609304743051,0,0.295032159040814,0,0,0,0,0,0,0,0,0,0,0,0.0682580636070245,0,0,0,0.0293033533321361,0,0,0,0,0,0,0,0,0.0230385285737328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711335570918374,0,0.0498188601763758,0,-0.0238073084471111,0,0.0370645376262457,0,0,0,0,0
X601088.SH,0.0127119528326617,0,0,0.506080976717433,-1.38777878078145e-17,0,0.303211225911166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047762229615574,0,0,-0.0211024266449444,0,0,0,0,0,-0.0124261537574732,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702351700274625,-0.00462759737767975,0,0.0647777444751329,0,0,0,0
X600011.SH,0,0,0.0904773320426048,0,0,0,0,0,0,0,0,0.443042312580613,0.162343633929576,0,0,0,0,0,-6.93889390390723e-18,0.117381014792786,0,0,0,0,0,0,0,0.00509962942821046,0.0395501984166539,-0.0410919934599071,0,0,0.0946778900514676,0,0,0,0,0.0938738604428232,0,-0.0374451799388068,0,0,0,0,0,0,-0.0557973047964577,0,0,0,0,0.00184703853653469,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0135495950930153,0,0,0,0,0.258359536165226,0,0.272060139286437,0,0,0,0,0,0,0,0,0.00535903096566709,0.129494809042132,0,0,0,0,0,0.0803963842528518,0.073598683866066,0,-0.0574783465088374,0,0.0130450177059068,0,0,0,0,0,0,0,0.114641690227595,0.0319590563223378,0,0,-0.0225756628178951,0,-0.0195627814278816,0,0,0,0,0
X600019.SH,0,0.00356867210948428,0,0.0608527869706476,0,0,0,0,0,0.200086360456243,0.0019295582508552,0,0,0,0.0167517626162125,0,0,0.0696753819966888,0,0,0,0,0.0518273697343217,0,0,0,0,0.0518549227450941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228661250763328,0,0,0,0,0.0427077608291682,0,0,0,-0.0317938986060049,0,0,0,0,0,0,0
X600585.SH,0,0,0.507459117001003,0,0,0,0,0,0.0230890263727055,0,0,0,0,0.121192124467719,0,0,0.0871551316295944,0,0,0,0,0,0,0,0.0962458604236905,0,0,0.00513301611192798,0,0,0,0,0,0,0,0,0,0,0,0.0269334754760885,0,0,0,0,0,0,0,0,0,0,-0.0224984874064652,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.344938752816865,0,0,0,0,0.10469987191672,0,0,0,0,0,0.087768162826159,0.102241046464194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311931241621005,0,0,0,0.0534146621375708,0,0,0,0,0,0,0,0,0,0,-0.0150988925431304,0.00512454205328485,0.0286357028372331,0.0168310008099677,0,0,0,0
X600795.SH,0,0,0,0,0.0404922734910394,0,0,0,0,0,0,0,0.233248953850499,0,0,0.0847939558623661,0,0,0,0.000782533970271106,0,0,0,0,0,0,0,0.0331726633424332,0,0,0,0,0.0905567091563324,0,0,0,0,0.0534370071857137,0,0,0,0.143332652811386,0,0,0,0,0,0.0115456952742456,0,0,-0.0422887744646768,0.0053593284318285,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.113039738875628,0,0,0,0,0,0,0.194685354205401,0,0,0,0.0289036861696752,0,0.0637304527060225,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.199286658204507,0,0,0,0,0,0.111493686330935,0,0.112927239519215,0,-0.034503869477693,0.0150634027232866,0,0,0,0,0,0
