,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600995.SH,X600160.SH,X000408.SZ,X600219.SH,X000932.SZ,X600612.SH,X002080.SZ,X002409.SZ,X600688.SH,X600378.SH,X000629.SZ,X600157.SH,X000027.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.616258239148004,0,0,0,0.232759545702118,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0753302336581165,0,0,0,-0.117239088357285,0.0579451151969332,0,0,0,0,0,0.349502510189398,0,0,0,0,0,0,0,-0.323610873822843,0.162875054750494,0,0,0,0,0,0,0,0,0,0.0180504682103528,0,0.0370095077036594,0,0,0,0,0
X600028.SH,0.702223028243632,0,0,0,0,-0.126591343767886,0,0,0.104209523182784,-0.0807004281021341,0.0669669117442702,0.0286967408753222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317617657126923,0,0,0,0,0.00541279572488974,-0.107366479338317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371551473043285,0,0,0.000516432180525839,0,0,0,0,0,0,0
X601088.SH,0,0.0839087246873597,0,0,0,-0.0956766691486818,0,0,0,0,0.51326882952519,0,0,0,0.175041162021659,0,-0.152352754123693,0,0,-0.101372190486216,0,0,0.0808629446130825,0,0,0,0.0305335364484707,0,0,0,0,0,0,0.18300118310708,0.0252002920305046,0,0,0,0,0,0,0,0,-0.0209184164555546,0,0,0,0,0.0588323368225247,0,0,0,0,-0.0280849348246395,0,0,0,0,0
X600309.SH,0,0,0,0,-0.251812651021432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857019780048369,0,0.0554230715904697,0.168524097004883,0,0,0,0.03832086114445,0,0,0,0,4.33680868994202e-19,0,0,0,-0.00466100626661381,0.0146815528510061,-0.00571727289285811,0,0,0,0,0,0,0,0.00363645863743351,-0.00737730578924893,0.0121817735434568,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.160055210180615,0,0,0,-1.38777878078145e-17,0,0.189252726686718,0,0.419272413325846,0,0,0,0,0,0,0,0.552620107979463,0.0258550787407164,0,0,0,0,0,0,0,0,0,0,-0.163566227497351,-0.122756511386785,0,0,-0.0401305948629368,-0.188672555310509,0,0,0,0.0397695856292392,0,0,0,0,0,0,0.22391384402776,0,0,-0.14511143079567,0,0,0,0,0,0
X600188.SH,0.21841674782684,0,0.272001985284083,0,0,0,0,0,0.0389009196779991,0,0.376461694813621,0,0,0,0,0,0,0,0.225045149170871,0,0,0,0,0,0,0,0,0,0,0,-0.166910972629706,0.261884530940723,0,0,-0.0393257058882444,0.128516806124827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238029723993367,0,0,0,0,0,0
X600585.SH,0,0,0.0133133506580541,0.105696435783234,0,-0.0600575713763875,0,0,0.253170402023444,0.0474982097144817,0,0,0,0,0,0,0,0,0,0,0,-0.0344469969018887,0,0,0,0.0154224017108392,0,0,0,0,0,0,0,0.0200658919972686,0,0.0817936058511187,0,-0.182132714903549,0.0555021758851764,0,0,0,0,0,0,0,0.261923991936162,0,0,0,0,-0.027049068508884,0,0,0,0,0,0,0
X002460.SZ,-0.0127325857758879,0,0,0,0,0,0,0,0,0.559591871222544,0,-0.0403350020004812,0,0,0,0,0,0,0,0,0.215999859539949,0,0,0,0,0,0,0,0,0,-0.0642007181099733,0,0,0,0,0,0,0.0191547419954016,0.0794256252706931,0,0,0,0,-0.00415637498439595,0,0,0,0,0,0,0.193119654234286,0.0239943014039862,0,0,0,0,0,0,0
X600019.SH,0,0.096407841890509,0,0,0,0.0658871653504833,0,0,0,0,0,0.00750173708844762,0,0,0.212447496440932,0,0,0,0,0,0.0257053645514039,0,0,0,0,0.0922496455410315,0,0,0,0,0,0,0,0,0,-0.10254482158694,0,0,0,0,0,-0.0692737934094192,0,0,0,0,0,0,0,-0.0441410703791449,0,0.0284267873696584,0.0377437475364572,0,0,0,0,0,0
X002466.SZ,0,-0.0171981521652446,0,0,0,0,0,0.327983738212075,0,0,-1.38777878078145e-17,0,0.222297213187143,0,0,0,0,0,0,0.240696321984236,0,0,0,0.0889386079982344,0,-0.0425809197745982,0,0,0,0.315616423778162,0,0.147022137394207,0,0,0,0,0,0,0,0,-0.0101251477726125,0,0,0.120639939745149,0,0,0.116994520766148,0.00967502889031477,0,0,0,0.0231747058922846,0,0,0,0,0,0,0
