,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X600010.SH,X000786.SZ,X600111.SH,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X601991.SH,X600803.SH,X600795.SH,X600219.SH,X600801.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X000898.SZ,X600688.SH,X600315.SH,X002353.SZ,X000825.SZ,X600157.SH,X000408.SZ,X000959.SZ,X002080.SZ,X000883.SZ,X600027.SH,X600486.SH,X300037.SZ,X600516.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.355213716671001,0,0,0,0,0,0,0,0,0,0,0,0.0126838375431216,0,0.0148731542460476,0.00402050254233861,0,0,0,0,0,0,0,0.0541973754734476,0,0.0155819782311306,0,0,0,0,0,0,0,0.0238291937526538,0.0446065404165257,-0.0101988846202119,0,0.0752218478203466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585947215431557,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0186561871224055,0,0,0.135123869063632,0,0,0.0196932521245673,0,0,0,0,0,0,0,0.181681658946991,0.00322583817518925,-0.0368986616737686,0,0,0.00839799234539038,0,0,0,0.0140706516204564,0,0.144547815728356,0,0.00275176212706936,0,0,0,0,0,-0.0385358730471145,0.0349194660568025,0,0,0,0,0,0,0,0.0789862263199669,0,0,0,0,-0.0201827075168805,0,0
X601088.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0358623587298901,0,0,0,0,0,0,0.160565190909787,0,0,0.0289546128689831,0,0,0,0.0629071583916343,0,0,0,0.0485705904187888,0,0,0,0,0,0,0,0.0777184364736804,0.0222187082503118,0,0,0,0,0,0.0206750811313394,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0
X600309.SH,0,0,0,0,0,0,0.045253710514088,0,0,0,0,0,0,0,0,0,-0.0354026464777072,0.148254949739266,0.190175595128175,0,0,0,0.0553627923231585,0.137516714127841,-0.0162270766595667,0,0,0,0.0749337323860477,0,0,0,0,0,0,0,0,0,0.0722714604747641,0,0,-0.0472547011356782,0,0,0,0.0574163312682537,0.207830008198922,0,0,0,0,0,-0.0448010624037583,0,0,0,-0.0303353009352777,0,0
X600585.SH,0,0,0,0,0,0,0.0371347114570411,0,0,0,0,0,0,0,0.0168601696873016,0,-0.0125691026424016,0,0,0,0,0,0,0,-0.0199723505796133,0,0,0,0,0.268713017447682,0,-0.0147711861202285,0,0.0702908567991336,0,0,0,0,0,0,0.0326102420444999,0.0351064113814756,0,0,0,0.0236333921683674,0,0.0241258774277058,0,0,0,0,-0.0359237466730032,0,0,0,-0.00607681363794833,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101165531650946,0,0,0,0,0,0,0,0,-0.0012630948284485,0,0.0750016867986172,0,0,0,0,0,-8.67361737988404e-19,0.459361089564342,0.0121963308143265,0,0,0,0.194974359875162,0,0,0,0,0.00610978904912953,0,-0.0441449649497871,0,0,0,0,0,0,0,0,0,0,-0.0239999478267424,0,0
X002460.SZ,0,0,0,0.0481485587191547,0,0,0,0,0.26144835335905,0,0,0,0,0.00593722238281166,0,0.577580276811398,1.73472347597681e-18,0,0,0,0,0,0,-1.6940658945086e-21,0,0,0,0,0,0,0,0,0,0.00902500511641387,0.0168087130970375,0,0,0.03433640855038,0,0,0,0,0,-0.0327375574816078,0,0,0,0,0,0.0803679393867905,0,0,-0.0171782836462066,0,0,0,-0.016658480413701,0,0
X002271.SZ,0,0,0,0,0,-0.185645460157737,0,0,0.0798145517970624,0,-0.0961454403086125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122088612895174,0,0,0,0,0,0,-0.047466850643398,0.114327507051915,-0.00487770290658127,0,0,0,0,0,0,0,0,0,0,0,0.0528675535335971,0.0796919650827204,0.0470242796827695,0,0,0,0,-0.158949078252941,0,0,0,-0.00823328489654338,0,0
X600660.SH,0,0,0,0,0,0,0.153655097974959,0.0110384556574391,0,0,-0.113688188664596,0,0,0,0,0,0,0,0,0,0,0,0.0188665014473607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665204538591677,0,0,0,0,0,-0.0482143877391906,0,0.365980568872915,0.0273310768605275,0.0544170703794136,0,0,0,0,-0.0471722128321358,0,0,0,-0.011553560498227,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172142905141889,8.67361737988404e-19,-0.0258357864891721,0,0.20355308764602,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740918877763315,0,0.436881533217027,0,0.218382658908642,0.246028120739434,0,0,-0.023755757053037,0,0,0,0,0,0,0,0,0,0,0.0841934190596053,-0.181348157561059,0,0,0,-0.011713718087138,0,0
