,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600688.SH,X300072.SZ,X600795.SH,X600362.SH,X601992.SH,X002466.SZ,X600547.SH,X601991.SH,X002460.SZ,X600886.SH,X600111.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X600176.SH,X600027.SH,X600352.SH,X000786.SZ,X000792.SZ,X000553.SZ,X000408.SZ,X600489.SH,X600219.SH,X600808.SH,X000959.SZ,X002271.SZ,X601699.SH,X000983.SZ,X601158.SH,X000883.SZ,X600339.SH,X000723.SZ,X002092.SZ,X002470.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.548690868229436,0,0.0316920808836271,0,0,0,0,0,0,0,0,0.055760592843692,0,0.0655976438530497,0,0,-0.0800317304645024,0,0,0,0,-0.0298983509581071,0,0,0,0.0254333044826107,0,0,0,0.0179472961876992,0,-0.0328718275343475,0,0,-0.00418393908181744,0,0.0673121960521824,0,0,0,0,0,0,0,0,0,0,0,0.00181324575120395,-0.00094053035954911,0,0,0,0,0,0
X600028.SH,0.575524337194493,0,0.0474900248626374,0,-0.0792120561267559,0,0,0,0,-0.0403672727283646,0,0,0.032938628287949,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119658450395551,0,0,0,0,0,-0.0197764448191861,0,0,0,0,0,0,0.0320312286536606,0,0,0,0,0,0,0,0,0,-0.00827140940547999,0.00396492990066161,0,0,0,0,0,0
X601088.SH,0,0,0,0.187103889884183,0.0989639393396536,0,0,0,0,0.20084456403664,0,0,0,0,-0.0851918673329579,0,0.0702798946474052,0,0,0,0,0,0.0432599379427398,0,0,0,0,0,0,0.045357389269851,-0.0385716712172372,0,-0.0306206251671335,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,-0.0178790887589304,0,0.00243958558081783,0.0125838992753754,0.203245000241311,0,0,0,0,0
X600019.SH,0,0,0.124037586485631,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412061506491899,0,0,0,0,0,0.0403316413124237,0.673119672653825,0,0,0.154473269402104,0,0,0,-0.0794888364424506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347909844105369,-0.000326076523210118,0.0632237483073108,0,0,0,0,0
X600585.SH,0,0,0.519338371525429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923634131200946,0,0,0.114678371208521,0,0,0,0,0,0,0.0315410243332194,0,0,0.156406045185085,-0.158300950145216,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905432125335505,0,0,0,0,0,-0.0219852096723459,0.027933651135553,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0765081319505476,0,0,0,0,0.0593911885768048,0,0,0,0,0.138001294956056,0.0229026312883856,0,0,0,0.0607303478443049,0,0.0160086667297063,0,0,0,0,0.0659521559668088,0,0,0,0,0.0801498617676266,0,0.10569620597976,0,0.16186282075187,0,0.029912683491523,0,0,0,0,0,0,0.0793925666978653,0,0,0,0,-0.0046090865269261,0,0,0,0,0,0,0
X600309.SH,-0.0739496693469275,0,0.0631359224630707,0,0,0,0,0,0,0,0,0,-0.0153952059696065,0,-0.0517409294996332,0,0,0,0.263748665152602,-0.145697275993775,0,0,0,0,0,0,0.305060397383608,0,0,-0.0564606140571476,-6.93889390390723e-18,-0.115257786210273,-0.116580726681946,0,0,0,0,-0.101000070680903,-0.167468649127856,0,0,0,0,0,0.547671095519578,0,0,0,0,-0.0109547400734237,-8.41719422190757e-05,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0637023621893904,0,0,0,0,0,0,0,-0.0223330079888409,0,0,0.0920335871502061,0,-0.0289857607753609,0.0963180216980477,0,0,0,0,0,0,0,-0.0610319764080452,0.244564734511646,0,0.0138779343973284,-0.0281011194107056,0,0,0,0,-0.00929618437073138,0,0,0,0.0503179667060968,0,0,0,0.100888093161068,0,-0.0591691809911882,0,0,0,-0.0228010080122933,0.0255689606582084,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0759978992359758,-0.0194251968543376,0,0,0.214485783234394,0,0,0,0,0,0.0449747778326117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292632440969906,0.037211852780743,0,0,0,0.0631299564850043,0,0,0.0265762725566815,0.0506470790265173,0,0,0,0,0,0,0,0,0,-0.00167364956773458,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10445949492415,0,0,0,0,0,0,0,0,0,0,0,0.165845003464258,0,0,0.0529924078757902,0.094769500315782,0,0,0,0,0,0.0228179845089682,0.526387550314606,0,0,0,0,0,0,0,0,0,0.0236552906099811,-0.00803026371759317,0,0,0,0,0,0
