,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X002271.SZ,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X002409.SZ,X000539.SZ,X600160.SH,X000629.SZ,X300037.SZ,X600995.SH,X000408.SZ,X600219.SH,X000932.SZ,X600612.SH,X002080.SZ,X600688.SH,X000723.SZ,X600378.SH,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.659121855875277,0,0,0,0,-0.062906298511705,0,0,0,0,0,0,0.12919125827906,0,0,-0.137551211742129,0,0,0,-0.0335794072065292,-0.0404573499587399,0,0,0,0.0134515949284244,0,0,0,0,0,-0.0685862670094758,0.0292309515385421,0,0,0,0.126638071852119,0,0,0,0,0,0,0.343239296455217,0,0,0.020606215029125,0,0,0,0,0.0268531284908809,0,0,0,0,0,0,0
X600028.SH,0.623365786569628,0,0,0,0,0.0155285673592515,0.113261496595148,0.324798059118443,0,0.0175931266748563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491215747814533,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0451242824542662,-0.0425214191577113,0,0,0,0,-0.082327351945399,0,0,0,0,-0.111565154537634,0,0.0333792677629248,0,0,0,0,0,0,0
X601088.SH,0.166963975007321,0,0,0,0.150776007801851,0,0.0910272472316642,0,0,0.232144463576392,0,0,0,0.0133381360024397,0,0.0507836568041882,0,0,0,0,0,0,0,-0.00482801876069921,0,0,0,0,0,0,0,0,0,0.0538657607212249,0,0,0,-0.0125385544797034,0,0,0,0,0,0,0,0,-0.027111123153647,0.04175517147374,0,0,0,0.0128812750668015,-0.00583757467350568,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.139812340339465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223335886412774,-0.159371972570175,0,0,0,0,0,0,0.114995049087183,0,0,0,0.0581769325914515,0,0,0,0.0146900075063037,0,0.0255610979178937,0,0,0,0.0207930997817386,0,0,0,0,0,0,0,0,-0.00105913578883876,0,0,0,0,0,0,0
X600188.SH,0,0,0.162749315888292,0,0,0,0,0,0,0.239515653183695,0,0,0,0.42746882515974,0,0,0,0,0.15405837724733,0,0,0,0,0,0,-0.038309577933763,0,0,0,-0.457729719086297,0.387066041431759,0,0.0705035034484934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182767217764649,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0071223300370542,0,0,0.036526882401632,-0.0841508814317616,0,-0.0237086604360969,0.139029968206828,0,0,-0.395496758942235,0.304750111286638,0,0,0,0,0,0,0,0,0.396188288328392,0.352716964594979,0,0.0256488993992476,0,0.0490830552405888,0,0,0,-0.30006572337561,0,0,-0.0966575811093962,0,0,0,0,0,-0.0500370533761214,-0.0348198705218816,0,0,0,0,0,0.15269975924296,0,0.0364015168829883,0,0,0,0,0,0,0
X600019.SH,0,0.0534300193067977,0,0,0.0514879885224246,0,0,0.122702874398586,0,0,0,0,0,0.0819290267724181,0,0,0,0,0,0,0.0841648066974595,0,0,0,0,0,0,0.0254636209756251,0,0,0,0,0.111617533824696,0,0.0131908645029048,-0.00614276339573169,0,0,-0.120992673296932,0,0,0,0,-0.0506186545285895,0,0,0,0,0.140096842391633,0,0,0.0501894786202541,0.0102237705589291,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0515706586952593,0,0.107059232200265,0,0,0,0.0601252906924615,0,0,0,0,0,0,0,0,0,0.0801028458258567,0,0,-0.00501027962526704,0,0,0,0,0,0,0,0.091353429956399,0,0,0,-1.73472347597681e-18,-0.0612001164564775,0.135121078407037,0,0,0.0671414782548951,0,0,0,0,0,0,0,0,0,0,-0.0185333524658088,-0.0583092892043484,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.516147545687496,3.46944695195361e-18,0.0416281528657007,0,0,0,0,0,0,0,0,0.140215673588603,0,0,0,0,0,0,0,-0.0447714731922576,0,0,0,0,0.00334732684539419,0,0.0264747925981179,0.0724211191611729,0,0,0.164949113295302,0,0,-0.0179368819054144,0,0,0,0,0,0,0.239757464535375,0.0237378998073682,0,0,0,0,0,0,0
X601898.SH,0.122095290793706,0,0.0532157809561872,0,0.285813182019894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235603824810128,0,0,0,0,-0.0378212891840813,0,0,0.0490896862847928,0,0.2754044047776,0,0,0.106517506870235,0.0164179191895831,-0.101695383486754,0,0,-0.0647960868420604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256810874253564,0,0,0,0,0,0
