,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X600219.SH,X000408.SZ,X600176.SH,X002128.SZ,X000983.SZ,X600426.SH,X000630.SZ,X000933.SZ,X601168.SH,X601699.SH,X600096.SH,X002353.SZ,X600985.SH,X600378.SH,X000877.SZ,X600157.SH,X600549.SH,X002271.SZ,X600299.SH,X600352.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.771603303367079,0,0,0.0189227528150003,0,0,0,0,0,0,0,0,0.0263756020938176,0.00799241539325434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752998037673593,0,0,0,0,0,0,0.00124857696486898,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00275528618562032,0.00900457297870516,0,0,0,0.00128413132982887,0,0
X601088.SH,0,0,0.0625834667122968,0,0,0.507220104791584,0,0,0,0,0.0138468431273587,0,0,0,0,0,0,0,0,0.0336006787855911,0,0,0,0,0,0,0,0,0.0703551313866961,0.0654090658572073,0,0,0.0067111239149211,0,0.0340569501286432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227417833081443,-0.00390214727682067,0,0,0,0.00915502607556034,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405856101870211,0,0,0,0,0,0,0,0,0.0473042163730618,0,0,0,0,0,0,-0.121461426907057,0,0,0.0717580290695396,0,0,0,0,0.257116320773664,0,0,0.05157501248751,0,0,0,0,0,0,0,0,0,0,0.00827095271698556,0,0,0,-0.0218023889593787,0,0
X600309.SH,0,-0.0863228875902385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180929574594723,0.0921711540980591,0,0,0,0.222763657843482,0,0.00982668692338477,0,0,0.0702139342654255,0,0,0,0.0299933508338892,0,0.0890554826255746,0.047459535855868,1.0842021724855e-19,0,0,0,0,0,0,0.103375006721693,0,0,0,0,0,0,-0.0391258294406351,-0.00701224909726722,0.00711840564553051,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332574993643944,0,-0.00332542967850465,0.215949880263595,0,0.0429260487736154,0,0,0.0757904263180192,0,0,-0.0418125796335731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15458354046282,0,0,0.018359373257297,0,0,-0.0157513205939583,-0.0104272602147596,0,0,0,0,0,0,0
X601898.SH,0.220855957676697,0.382426566071894,0,0,0,0,0.0452584396798131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153424207010773,0,0,0,0,0,0,0,0,0.111574613341281,0,0,0,0.125200189268932,0,0,0,-0.0554701913720976,0,0,0,-0.00582900739054418,0,0,0,0,0,0.174222017147444,0.0381401606391656,-0.0235944496534487,0,0,0,-0.0875184963142945,0,0
X600019.SH,0,0,0,0,0,0.309010503856209,0,0,0.203159511862421,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0310402861403189,0,0.0463724918825495,0,0,0.147332381781472,0,0,0,0,0,0,0,0,0,0,-0.00900291142256087,0,0.0259218923725955,0,0,0,0.0691999270601397,0,0,0,0,0,0,0,0.0100012591543018,0,0,0,0,-0.0382159017234501,0,0
X600188.SH,0,0,0,0.0652249362225136,0.000466655745657932,0.0644401618194118,0,0,0,0,0,0,0,0,0,0,0.129774842859229,0,0,0,0,0,0,0,0,0,0.0755682994310781,0,0,0,0,0,0,0.107283900241744,0.0611783506803478,0,0.0362587311843118,0.159755811015564,0,0,0,0,0,0,0.0598238362220888,0,0,0,0,0,0,0,-0.00713742940179937,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.237031853493196,0,0,0,0,0,0,0,0,0,0,0.903811180187336,0,-0.128798458867832,0,0,0.12514361000507,0,0,0,0,0.0904926026228173,0,0,0,0,0,0,0,0,0,0,0,0,0.232678482013132,0,0,-0.271383704690279,0,0,0,0,0,0,0,-0.0166607212942815,-8.67361737988404e-19,0,0,0,-0.120414514254737,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114126388731884,0,-0.370817239970991,0,0,0,0,0,0,0,0,0.142595976772384,0,0,0,0,0,0,0,0,0,0,0.149553474989296,0,0.204661148760009,-0.0799474117813583,0,0.100362053646675,0,0,0,0,0.00820500305079449,0,0,0,0,0,0,0
