,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X002271.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600583.SH,X002353.SZ,X600516.SH,X000898.SZ,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000792.SZ,X000553.SZ,X000629.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0322523147686091,0.135589223794406,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.115933814921317,0,0,0.0505737477092361,0,0,0.0336328743712987,0,0,0,0,0.10226171855155,0,0.0266056160646279,0,0,0,0.0383728189823938,0,0,0,0,0.00516910466432879,0,-0.0407968919770264,0,0,0,0,0,0,0,-0.0112768805610024,0.00287613935107282,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.029922833475412,0.0266707478623266,0,0,0,0,0,0,0,0,0,0,0.00303361875643594,0,0,0,0,0,0,0.154927551183263,0,0,0.0171697994689947,1.73472347597681e-18,-0.0789606617893186,0,0,0.126440327673397,0,0,0,0,0,0,0,-0.0216372748947664,0,0,0,0,0,0,0,0.00705385415914479,0.0111309736969366,0,0,0,0.0199545724932321,0,0
X601088.SH,0,0,0,0,0,0.475173674727188,0,0,0,0.0153388119688345,0.0560456132733323,0,0,0,0,0.0665998430235308,0.0806416205477312,0,0,0,0,0,0,0,-0.0277639101188087,0,0,0,0.0607789009536765,0,0,-0.113741336337251,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839430565313155,0,0,0,0,-0.0103791415032573,0,0
X600585.SH,0,0,0,0,0.151252801099909,0,0,-0.0299908506309056,0,-0.0428861791609781,0.0234998293906709,0,0,0,0,0.401279011867818,0,0,0,0,0,0.0925231310573279,0,0,0,0,0,-0.0346854006483813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166952219403004,-0.0233710225436825,0,0,0,0,0,0
X600309.SH,0,0,0,0.054138683036614,0,0,0.00742826260513211,0,-0.101983099018836,0,0,-0.0510887626779296,0,0,0,0.135427123019904,0.0113607512203468,0,0,0,0,0,0,0,0,0,0.207132420153562,0,0,0.00445389667243353,0,0,0.0898464900161298,0,0,0,0,0,0,0,0,0,0,-0.0958466594273944,0,0,0,0,0,0,0,-0.0337967958110613,0.00891625587892821,0,0,0,0,0,0
X600019.SH,0,0,0.246797734409816,0,0,0,0,0,0.0219577879851401,0,0,0,0,-0.0636814122210652,0,0,0.0219756095134502,0,0,0.0112822740164405,0,0.0203320661579072,0,0,0,0,0,0,0,0,0.0813717029148225,-0.0222436816209278,0,0,0,0,0,0,0.156615573354257,0,0,0.00356356532494898,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0106490057639507,0.00600045529432512,0.0173300774286773,0,0,0.0347159546773163,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.118335847801537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149475747338724,0.0666598113633243,0,0,0.0771625275927071,0,0,0.0291484119869773,0,0.00348124456605873,0,0,0.070395439676332,0.0616854962453735,0,0,0,0,0,0,0,0.0864352363793733,0,0,0,0,0,0,-0.0756479296685422,-0.0330042836011045,0.0355890379400606,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00553702930844816,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00181990572722798,-0.0756921248293413,0,0,0.0652940137818505,0,0,0,0.0932722577797243,1.35052635818492,0,0,0,0,0,0,0.140816963393417,0,0,0,-0.251646978042986,0,0,-0.00513287367961876,-0.0407538108311072,0.0159963671883874,0,0,0,0,0,0
X000708.SZ,0,0,0.471005009030909,0,0,0,0,0,0,0.0940873231737225,0,0.173782192021069,0,0,0,0.235696128319812,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.219237136289276,0,0,0,-0.0487161548749048,0,0.209551989414543,0,0.349425816665619,0,0,0,0,0,0,0,0,0,0,0,0.292335248202228,0,0,-0.0575141437425993,-0.00479730516250999,-0.317139711507465,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0194211462374208,0,0,0,0,0,0,0,0.463675753329478,0,0,0.0872047068779204,0,0,0,0,-0.387528613558656,0,0,0,0.201910828309156,0,0,0,-0.0114664508644516,0,0,-0.114339573997318,0,-0.143320523251434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724046392406328,0.0811614027084415,0,0,0,0.0783358819338307,0,0
X600886.SH,0,0,0,0,0,0,0,-0.111918432200937,0.0886107631453212,0.0934476252563872,0,0,0,0,0,0,0,0,0,0,0,0.0628007385128943,0,0,0,0,0,0,0.0494246396431873,0.0529432424291378,0,0,-0.149506830275467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249780056307612,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,-0.0072382358714961,0,0,0,0.109963365231651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130047532171428,0,0,0,0.109524951352193,0.0835477835106769,0.149049075764663,0,-0.0164891724198922,0,0,0,0,0,0,0,0,0,0,0,-0.0118981892222381,0,0,0,0,0,0,0,-0.00239434237928943,0.0863202686700722,0,0,0,0.180073469881265,0,0
X601600.SH,0,0,0,0.199107700803683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476412436299955,0,0,0,0,0.0447064714918476,0.113318199189236,0,0,0,0.0164910256020627,0,0,0,0,0,0,0,0,0,0,0.0559103166325116,0,0,0,0,0,0.0529457005756139,0,0,0.0229150560275622,0,0,0,0,0.00682172791534751,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0472936079406117,-0.0287954626262336,0,0.0897572813533983,0,0,0,0.0586871503467597,0,0,0,-0.154262482887443,0,0,0.00671011709628249,0,0,0.0195545792121539,0.0408309056972014,0.0653740274484194,0,0,-0.0441307388866051,-0.0252172896152046,0,0,0,0,0,0,0,0,0,-0.0243956458667998,0,0,0,0,0,0,0,0,0,0.00783504159092661,0.00444209339874596,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0476766387946376,0,-0.0190313399896109,0,0.0976073863578163,0,0,0,0.0318094104829246,0,0,0,0,0.0424401590260671,0,0,0.0296486718698783,0.165171441590337,0.0094969144221346,0.0511295633933627,0.0313487340940801,0.0318233909394349,0,0.00549728477950968,0.0755773734590725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039983601502933,-0.00869662187860882,0,0,0,0,0,0
X600801.SH,0,0,0.213923632350255,0,0,0,0.072558669006065,0,0,0,0.0258878521487493,-0.133867734016468,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168456900537987,0,0,0,0.0406356384040842,0.132046999559256,0,0,0.0650177204030354,0,0.0240987198569532,0,0,0,0,0,0,0,0.104813349458879,0,0,0,0,0,0,0,0,0.0134577825378217,0,0,0,0,0.0595747565922314,0,0
