,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X600660.SH,X601600.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600516.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002460.SZ,X000709.SZ,X600352.SH,X300072.SZ,X600339.SH,X000553.SZ,X600583.SH,X600808.SH,X002110.SZ,X600801.SH,X601158.SH,X000883.SZ,X000786.SZ,X000301.SZ,X600219.SH,X000932.SZ,X000629.SZ,X000792.SZ,X600426.SH,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.0611062018532478,0.0797025047058906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708019717169792,0,0,0,0,0,0,0,0,0,0,0.231437215816181,0,0,0.0792607506548883,0.0566217480223778,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.134854069336405,0.0135207164665232,0.0129149743745519,0,0,0,0,0,0
X600028.SH,0,0,0.213533578256301,0,0,0,0,0,0,0.343388670182224,0,0.203880190145383,0,0,0,0,0,-0.0205558512414515,0,-0.0946735751722193,0,0,0,0,0.0671684506945841,0,0,0,0,0,-0.122463554634063,0,0,-0.0109566865055301,1.73472347597681e-18,0.0718166129699034,0,0,0,0,0,0,0,0,0,0.0721184156151157,0,0,-0.0725687457959887,0.00718518545515098,0.0076346189507456,0,0,0,0,0,0
X601088.SH,0,0.206059031486108,0,0.0153144937583512,0.18861086144925,0.00144950873569988,0,0,0.100085969377406,0,0,0,0,0,0,0,0.128623507946594,0,0,0.0148302345197961,0,0,0,0,0,0,0.0189477749742203,0,0,0,0,0,0,0,0,0.108632078335611,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0758164755802592,0,0,-0.0134942750382359,-0.0449531288107398,0,0,0,0,0,0
X600585.SH,0,0,0.0936625142621414,0,0.0629627100530224,0,0,0,0,0,0,-0.0240145320909714,-0.0792298186012088,0,0,0,0,0,6.93889390390723e-18,0.0702094928997768,0,0,0,0,0,0,0,0,0,0,0,0,0.0486151884208572,0,0,0.316606989488666,0,0,0.36157450130726,-0.105289213544624,0,0,0,0,0,0,0,0,0,-0.0134991253584859,-0.0215690554515931,0,0,0,0,0,0
X600019.SH,0,0,0.0832488943337441,0.043584534604852,0,0.11102447406425,-0.0128892565952464,0,0,0,0,0,0,0,0,0,0.135634230184135,0,0.151270376558968,0.019055645046323,0,0,0,0,0,0,0,0,0,0,-0.061815490781375,0,0,0,0.164693000846691,0,0,0,0,0,0,0.28618829443286,0,0,0,-0.00618219907872092,0,0,0,0.00249549659022751,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0335478300723958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470764977502496,0,0,0,0.0461754189013833,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0909964740225836,0,0,0.108818180900223,0,0,0,0,0.023310696964176,0.182012757516915,0,0,0,0.05739637414638,0.026306578832131,0.0125533597237201,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.150226976048259,0,0,-0.0321715390048549,0,0,0,-0.0184745551327748,0,0.0691091244184531,-0.0478987340580622,0.688667016946916,0,0,0,0,0,0,0.122835151305094,0,0,0,0,0,0,0.0551132495931475,0,0,0,0,0,-0.228825529393902,-0.0112473355615748,0,0,0.0510418235687103,0,0,0,0.00357687743598008,0.0209996558547063,0,0,0,0,0,0
X600010.SH,0.0367358833003311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112768569634511,0,0.280143300047429,0,0.0414113069925852,0,0,0,0,0.127601547012205,0,0,0,0,0,0,0,0,0,0,0,0,0.190425108473155,0,0,0.105680669636392,0,0,0.123688143486259,0,0,0.0124025049565625,-0.0055835644532053,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.210947979865026,0,0,0,0,0,0,0,0.12615329337888,0,0,0,0,0.0135689772343407,0,0,0,0,0,0,0,0,0.102183950946645,0,0,0,0.0143273192976101,0,0.144069815072124,0,0,0.0725198081155791,0,0,0,0,0,-0.00534229190162978,-0.00403759289612454,0,0,0,0,0,0
X600688.SH,0,0.315256618031084,0,0,0.00529345098066711,0,0,0,0,0,0,0,0,0,0,0,0.00958705610415796,0,0,0.0310575743628231,0,0,0,0,0.0075025071582353,0,0,0,0,0,0,0,0,0.0278802898092138,0,0,0,0,0,0,0,0,0,0,0.0782030336448404,0,0,0,-0.0700637750169071,0.00474945962140909,-0.00605087646068355,0,0.0802739927388973,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116023285004022,0.200021051894462,0,0,0,0,0,0,0,0.0271875711995232,0,0.148019249768621,0,0,0,0,0,0,0,0,0,0,0.0734768441709316,0,0.0390481893691147,0,0,-0.063783511043357,-0.0028263602313382,-0.00582503258069161,0,0,0,0,0,0
X600660.SH,0,0.305112435952494,0,0,0,0.14173847258394,0.000726385235419335,0,0,0,0,0,0,0,0,0,0,0,0,0.293376159124409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200742495460026,0,0,0,0,0,0.0409293089424115,0,0,0,0.0640036605991731,-0.00722357132529243,0.00279899571279383,0,0,0,0,0,0
