,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600309.SH,X600660.SH,X600886.SH,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000898.SZ,X002466.SZ,X600299.SH,X000709.SZ,X000959.SZ,X601158.SH,X000408.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000883.SZ,X600219.SH,X600352.SH,X002092.SZ,X000539.SZ,X000983.SZ,X000723.SZ,X000027.SZ,X002460.SZ,X000825.SZ,X600098.SH,X600578.SH,X601699.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.209710454343949,0,0,0,0.117061963096115,0,0,0,0.0212332806760702,0.0331221306011098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102410924876205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039074914140224,0.0112513911550847,0.0443172072892472,0,0,-0.0124803646952473,0,-0.00676806522408993,0,0,0,0,0,0,0
X600028.SH,0.275446291792026,0,0,0,0,0,0,0,0,0,0.48056841667962,0,0,-0.0134201127707811,0.0360100293803815,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270744214878995,0,0,0,0,0,0,0,0,0,0,0,0,0.0230495764819825,0,-0.0919651511432486,-0.0301872885335806,0,0,0,0,0,0.00577380094043506,0.0046830643289013,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.184211645558611,0,0,0.0341138768554942,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0422819235514487,0.0280683731005932,0,0,0,0,0,0,0.135099574155644,0,0,0.0357060188321492,0,0,0,0,0,0,0,0,0,0,0,0.0213082111572144,0,0,0,-0.0218202699638567,0,0,0.151333349323186,0,0,-0.0132976534913686,0.0035671615494748,0,0,0,0,0,0
X600019.SH,0,0,0.0774488286123706,0,0,0,0.276124652394368,0,0,0,0,0,0,0,-0.205503050207872,0,0,0,0,0,-0.0219610087861457,0,0,-0.184436782951488,0,0.598583023999846,0,0,0,0,-0.016834485203986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232100810793915,0,0,0,-0.117868198934741,0.0444164010388451,-0.0194010482374364,0,0.0342129701482752,0,0,0,0,0
X600011.SH,0,0,0.213366764537111,0.125554600880184,0,0,0,0,-0.0303488372714675,0,0,-0.0933849626386516,0,0,0,0,0,0,0,0.220432228434017,0,0,0,0,-0.0829353892226799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887803075330892,0,0,0.0100637849775768,0,-0.0170951143421426,0,0,0,0,0,0,0.038388464742349,-0.0167957303921756,0,0,0,0.0973030410550457,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.406460944954743,0,0,0,0,-3.46944695195361e-18,0.133031378670288,0,0,0.157948580635457,0,0.206209730121462,0,0,0,0,0,0.0924598187299483,0,0,-0.132777384284006,0,-0.14854704327262,0,0,0,0,0,0,0,0,0,0,-0.00970195206516564,0,0.0129458483624309,3.46944695195361e-18,0,0,0,-0.119295367563458,-0.0202412964767675,0.00182702880358806,0,0,0,0,0,0
X600010.SH,0,0,0,0.00595745119683038,0,0.0183635070520631,0,0,0,0,0,0,0,0.106574269691491,0.0262055198935332,0,0,0,0,0,0,0,0,0,0,0.204064231541538,0,0,0,0,0,0,0,0,0,0,0.0298726475059888,0,0.16601678122661,0,0,0.00563064338494688,0,0,0,0,0,0,0,0,0,-0.00751432713585395,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104101999852695,0,0,0,0,0,0,0,0,0.0708156324175314,0,0,0,0,0,0,0,0,0.326228516240976,0,0,0,0,0,0,0,0.181389001391598,-8.67361737988404e-19,0,0,0,0.0307719279133995,0,0,0,0,-0.00737588144934464,0.00140972724655212,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114022702657143,0,0,0.0171458546544348,0,0,0,0,0,0,0,0,-0.101052149437844,0,0.0630611965730611,0,0,0,0,0,0,0.0698350044580616,0,0,-0.0474896232636991,0.0603278826266426,0,0,0.0435143918337919,0.183640581324533,0.0337137397796853,0.00208679489858768,0,0,0,0,0,0
X601600.SH,0,0,0,0.0678146932665628,0,0,0,0,-0.0586672800239209,0,0,0,0,0,0.267707415153474,0,0,0,0,0,0,0,0,-0.0982582142741545,0,0,0.0728503633204701,0,0,-0.07165629130114,0,0,0,0,0,0,0.629225255572071,0,0,0,0,0,0,0,-0.0144129777194598,0,0,0,0,-0.0412639797275584,-0.0215076709863809,0.00387591164943462,0,0,0,0,0,0
