,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600489.SH,X600886.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X000408.SZ,X000709.SZ,X600583.SH,X000883.SZ,X000630.SZ,X600549.SH,X600352.SH,X000937.SZ,X601699.SH,X600176.SH,X000539.SZ,X000060.SZ,X000027.SZ,X002092.SZ,X000012.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0142687933882114,0,0.0600212561746675,0,0,0,0,0.00983183399171231,0,0,0,0,0,0,0,0.0138883470135435,0.0512645635382011,0,0.0327151777480972,0,0,0.00413556383910368,0.0258089125890297,0,0,0,0,0,0.0367367969957104,0.0768402080668184,0,0,0.0394342384022721,0,0,0,0,0,0,0,0,0,-0.00138828276690724,0,0,-0.0137006685647503,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.034452353634479,0,0,0,0,0,0.0557661795826375,0,0,0,0,0,0,0,0,0,0,0,0,0.0116826044299114,0,-0.0087830272540712,-0.0121638024880457,0,0,0.032306493856692,0,0,0.122064682304309,0,0.0381375405168488,-0.0127886525622012,0,0,0,0.0601186273396475,0,0,0,0.0906306251417672,0,0.000540928883126258,0,0,-0.0102928752985847,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.202624461501726,0,0.0653412458935619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434478518967311,-0.0598967769491674,0,0,0,0,-0.00803386212825855,-0.042957796859984,0,0,0,0,0,0,0,0.0354821653681555,0,0.0943014047125663,0,0,0,0,0,0,0,0.0788981656401981,0,4.33680868994202e-19,-0.0837490230270109,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00936431764393875,-0.059537422501598,0,0,0,0,0,0.0858369969488819,0,0,0,0,0,0,0.159864264668388,0,-0.0446561278130454,0,0.0374368274375836,0,0.0446344533377917,0,0,-0.0499773690437818,0,0,0.0258550772701977,0,0,0,0,0,0,0,0,0.0151180363249865,0,0,0,0,0.046378381147866,0,0.00296946837407968,0,-0.00883131381820777,0.0290717740732513,0,0,0,0,0,0
X600010.SH,0,0,0.0570939969535192,0,0,0,0.0146890996131765,0,0,0,0,0.0363658242633946,0,0,0.0360290045457376,0,0,0,0,0,0,0.117146588210225,0,0.106356299176449,0,0,0,0,0,0,0,0,0,0,0,0.0836454124172703,0,0,0.0406726943976217,0.113211142354902,0,0,0,0,0,0.0481857517308442,0,0.0755963343399192,0,0.00123389989336287,0,-0.00496441997661033,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.504797989476089,0,0,0.0210942264604779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706012108768674,0,0.117304698085707,-0.04901518921013,0.0577862973832525,0,0,0,0,0,0,0,0.155045167929542,0,0,0,0,-0.0943841402629071,0,0.00411523558256982,0,0.0575767091246532,-0.00858544882396545,-0.0136528464758753,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0287337198571954,0,0,-0.122660578798259,0,0,0,0,0,0.041574123368103,0,0,0,0.0382609449839564,0,0,0,0.106401994140824,0.208487496329541,0,0,0,0,0,0.0635012800493867,0,-0.0514219858665983,0,0,0,0,0,0,0,0,0,0,0.218224948493342,0.0544775652530698,0,0,0,-0.059905298982939,0,0.0759935446153869,0,0.0495444291322152,0.0412233232007674,0,0,0,0,0,0
X601898.SH,0,0,0.297866461370252,0,0,0,0,0,0,0,0,0.218996564884643,0,0,0,0,0,0,0,0,0,0,0.0280772128982494,0,0,0.187175138591656,0,0,0,0,0.00825209110487602,0,0,0.145339983734688,0,0,0,0,0,-0.0607615367448565,0.181677842461582,0,0.096889309880787,0,0,0,0,0,0,0.0435862611936968,0,0.0297211428190557,-0.0673140627430648,0,0,0,0,0,0
X600547.SH,0,0,-0.0963562748843006,0,0,-0.0134978779662271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904327479934855,0,0,0,0,0,0,0,0,0.0135190025127638,0,0,0,0,0,0,0,0,0,-0.0126440249000976,0,-0.00640126971665847,0,0,0,0,0,0.110223993243378,0,0.0903671455378611,0,-0.0757450857404442,0.0249851636183388,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.016512683387737,0,0,0,0,0.169053051880398,0,-0.0383344633629998,0,0,0,0.0332602718927672,0,0,0,0,0,0.055710679677967,0,0,0,0,0,0.0763735437075767,0,0,0,0,0,0,0,0.514948739830824,0.000934515557682492,0,0.282621227514572,0,0,0,0.0991794736190886,0,0,0,0,0,0.00649418282902234,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706168168818592,0,0,0,0,0,0,0.029556901682947,0,0.134468220791024,0,0,0,0,0.0311653009741019,0.0114816303883548,-0.0236456972698194,0,0,0.0417646047368209,0.0308158115620327,0.109373693477719,0.0672290493358168,0,0,0.0313385231942481,0,0,0,0,0,0,0.0977589171778184,0,0.0707762107889386,0.0133911873452991,0,0.0133276909103459,0,0.0971088338107899,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0625104919322949,0,0,0,0,0,0,0,0,0,0,0.0026380993766464,0,0,0,0,0,0,0.025237214042149,0.541003010314518,0,0,0,0,0.0998381291612915,0.0386514764780998,-0.127382557575133,0,0.0816733435718872,0,0,0.108357776393442,0,0,0.0432169244826837,0,0,0.0262811053069705,0,0,0,0,0,0,0
X601600.SH,0,0,0.0996011463497243,0,0,0,0,0,0.0291033538407875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101887698535183,0,0,0,0.187384862992221,0,0,0,0,0,0,0,0,0,0.137780703251694,0.00447971096864409,0,0,0,0,0,0.188791454927144,0,0,0,0,0,-0.0248190017906644,-0.0475676037335681,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,-0.00598300266304411,0.0132320515872772,-0.0174145174587292,0,0.0197556098097739,0,0,0,0,0.0299314900850449,0,0,0,0,0,0,0,0,0.000430817281396388,0,-0.0144826021753312,0,0,0.0586584931172258,0.0710218512410688,0,-0.00886341485641921,0,0,0,0,0.0759358812276936,0,0,0.0162303621611935,0,0,0,0.0763231125752073,0,0,0,0.0466955045510947,0.0378575392217498,-0.00219666969631581,0,0,0,0,0,0,0,0,0
