,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600010.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X600352.SH,X601158.SH,X600547.SH,X000898.SZ,X600489.SH,X000709.SZ,X000792.SZ,X002353.SZ,X000883.SZ,X000831.SZ,X000539.SZ,X600008.SH,X000630.SZ,X000629.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600660.SH,X600549.SH,X600315.SH,X600578.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X002470.SZ,X600098.SH,X000937.SZ,X600348.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.405170020115206,0,0,0,0,0,0.0222224485802767,0,0,0,0.103940257916205,0.1118698952764,0,0,0,0.0146881534466767,0.144304784961369,0,0,0,0,0,0,0,0,0,0,0,0.0609637432594303,0,0,0,0,0,0,0,0,0,0,0,0.0395346802589771,0,0,0,0,0,0,0,0.0192279866141151,0,-0.0333412222157074,0,0,0,0,0,0,0
X600028.SH,0.372609914003507,0,0,0,0,0,0,0,0.0169598414770921,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.413252769026586,0,-0.116497258061005,0,0,0,0.00396678940225688,0,0,0,0,0,0,0,0,0,0,0.0351879380355068,0,0,0.208166770721269,0,0,0,0,0,0,0,0,0,0,0,0,-0.02518314662411,0,0,0,0,0,0,0
X601088.SH,0,0.12510605696846,0,0,0.0192140577895377,0.106089335526263,0.0761279303464869,0,0,0,0,0.0144054142049901,0.0990289029071164,0,0,0,0.0213502612504712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481178375695928,0,0,0,0.399780146352265,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0.0124128201241005,0,0,0,0.039620065343773,0,0.0649710081643932,0,0,0,0.256142774042799,0.109408902742072,0,0,0.112684334447169,0,0,0.0478973164466804,0.0565283386964493,0,0,0,0,0,0.0899069546746353,0,0,-0.17335929182067,0,0,0,0,0,0.04188262607688,0,0,0,0,0,0,0,0,0.0218547879702602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0883470979932389,0.155756565385764,0,0,0,0,0,0,0,0.0514338136043093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929784708237379,0,0,0,0,0.200812912699139,0,0,0,0.148558099098239,0,0,0,0,0,-0.0113813637315749,0,0,0,0,0,0
X600019.SH,0,0,0,0.100988148104661,0,0,0,0,0,0,0.0738640702832972,0.0568980233181767,0,0,0,0,0,0,0,0,0,0,0,0.393048819701486,0,0.201959510167677,0,0,0,0,0,-0.0157145645696616,0,0,0,0,0,0,0,0,0,0,0,0.0381612555472611,0,0,0,0,0,0.0410911886482605,0,-0.0493621513691567,-0.0111852787334313,0,0,0,0,0,0
X601898.SH,0,0,0.0217625704284064,0.0280231110895251,0,0,0,0.0997350964342595,0.0750087692419484,0,0.0550228829501281,0,0.0420205042468668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258540435586032,0,0,0,0.147025988677378,0,0,0,0,0,0,0,0.399201858332657,0,0,0,0,0,0,0,0,0,0,-0.00149702861164164,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-6.93889390390723e-18,0,0.344650816291681,0,0,0.0849422155006216,0,0,0,0.0302043788009919,0,0,0.0773241753113837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821097215368131,3.46944695195361e-18,0,0,0,0,0.0610327528391974,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0291689318568529,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.269589566688716,0.154889169187213,0,0.110359098238023,0,0,0,0,0.200446993466255,0.0404176213490468,0,0,0,0,0,0,0,0,0.0680859605051225,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276867343966144,0,0,0,0,0,0
X600795.SH,0,0.109079505341293,0,0,0,0,0,0,0.0902713501854691,0,0,0.376501197773395,0,0,0,0.0552569598264061,0,0,0,0,0,0,0,0,0,0.0796831092165502,0,0,0,0,0,0,0,0,0,0,0,0.0401047761317946,0.0374920443946602,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191818177075807,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836161090565347,0,0,0,0,0,0,0,0,0,0.583821908382938,0,0,0.144127005894361,0,-0.248822753617144,0,0,0,0,0,0,0.0389239523246436,-0.0400321235371149,0,0.00589881244451307,0,0,0,0,0,0,0,0.014451636627667,0,0,0,0,-2.16840434497101e-19,-0.00187855292196213,0,0,0,0,0,0
X600886.SH,0,0,0.210022785945462,0.278533324224459,0,0,0,0,0,0.0767645911821705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475368423819186,0,0,0,0,0,0,0.0532225747517218,0,0.0456231330710787,0,0,0,0,0,0,0,0,0.107328219441423,0,0,0,0.0902532559202797,0,0,0,0,0,0,-0.0304277676586401,0,0,0,0,0,0,0
X600188.SH,0.365195699151655,0,0,0,0,0.0451762907399673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201689424345127,0.263161303724167,0,0,0,0,0,0,0,0,0.0470695811886761,0.142484142058048,0,0,0,0,0,0,0,0,-0.0303814782440116,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105973070539775,0,0,0,0,0.0249827017832086,0,0.0518039486118258,0,0.0737530560177324,0.00410445358499321,0,0.331441422189495,0,0,0.0204600115665065,0,0,0,0,0.0287954126929847,0.0605129329119043,0.221820757555281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183726032090306,0,0,0,0,0,0
