,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600309.SH,X601898.SH,X600688.SH,X600795.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X002466.SZ,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X600008.SH,X600176.SH,X600219.SH,X600352.SH,X000630.SZ,X000408.SZ,X600578.SH,X000792.SZ,X000786.SZ,X000539.SZ,X000983.SZ,X600808.SH,X600583.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.133947007407358,0,0,0,0,0,0,0,0,0,0.0361549254541708,0.209628586167719,0,0,0.0436706205019651,-0.0152164937503035,0,-0.0457233524326744,0.00522275729842292,0,0,0,0,0,0,0,-0.0271259139100039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498013982784672,0,0,0,0,-0.0348771006770194,0,-0.0144217115646185,0.0116518350377678,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0588373102179717,0,0.0118612586698138,0,0,0,0,0,0,0,0,-0.148789110983087,0,0,0,0,0,0,0,0,-0.0307714293000526,-0.0773634025448061,0,-0.0121602067283302,-0.015866921134143,0,0.075344872050661,0,0.0319946983703616,0.00534942439799397,0,0,0,0,0,0,-0.0259632464711026,0,0,0,0,0,0,-0.00397656700497759,0.00098855515182404,-0.137175215217773,0,0,0,0,0
X601088.SH,0,0,0,0.0174136798511873,0,0.000704206252396712,0,0,0,0,0,0,0.0474657640369554,0,0,0,0,0,0.0268989540869037,0,0,0,-0.0197111403957825,0,0,0.0533114209746077,0,0,0,0,0,0,0,0,0,-0.0136871111120404,0,0,0,0,0,0,0,0,-0.0279611609038799,0,0,0,0,0,-0.0128189018352998,0.007723221928894,-0.0165102319706077,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.110786295762387,0.0128573135756197,0,0,0.0967911359011341,0.037770275198233,0,0,0,0,0,0,0,0.287328734823218,-0.0589170149165937,0.118171713867328,0,0,0,0,0,0.0794898372373381,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0215349369128492,0,0.0292357704486495,0,0,0,-0.0171414785059486,0.0292723225980893,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298887778615404,-0.0056948092061678,0,0,0,0,0.0845834007122701,0,0,0,0,0,0,0.00682248132250307,0,0,0.0307100421163187,0,0,0.193193960215945,0,-0.0175316440354163,0,0,0,0,0.192527882250741,0,0,-0.0363500273057293,0,0.123880591147012,0,0,-0.252253478489872,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141042271804668,-0.0420782746196276,0,0.0127305767276885,0,0,0.290955575797468,0.0615733377816072,0,0,0,0,0.0423549428548749,0,0,0.10087964667754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537531312987953,0,0,0,0,0.00591809178579487,0.0412607819095082,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0702050312645552,0.00899302522469192,-0.0592182105059909,0,0,0,0,0,0,0,0.013430846408591,0,0.0691618087366775,0.139629768792169,0,0,0,0,0,0,0,0,0,0.109476192157259,0,0,0,0,0,-0.0944360296381621,0,0,0,0.0259060375654277,0,0.0669361629960336,0,0,-0.0060565803952508,-0.0269250106255351,0,0,0,-0.111738879993177,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0728577607046116,-0.0561113619335276,-0.106603458327817,0.188927000494689,0.100921026249711,0,0.325638263882002,0,0,0,0.173122433249099,0,0.0177298292084418,0,0,0,0,0,0,0,0,0,0,0,0,0.0482499455330203,0,0,0,0,0,0,0,0.0528756098487994,0.128013827720914,0,0,-0.0609791863349572,0,0,-0.021936040359746,-0.0218659923274598,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548525986750829,0,0,0,0,0,0,0,0,0,0,0,0,0.188451764194605,0,0,0,0,0,0.0159636288576458,0,0,0,0,0,0.137212292165803,-0.0333926292569709,-0.0213563613971252,0.0329484335493244,0.235476229407658,0.00464331386345576,0.123387567274741,0,0,-0.007821025594779,0.000634657508286557,0,0,0,0,0,0
X600688.SH,0,0.224229813682587,-0.0529048472994064,0,0.119539064581914,0,0,0.030780105228479,0,0,0,0,0,-0.0211120166212383,0.00257362189437125,-0.0223597559580022,-0.0609111822274522,0,-0.0293447632474375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103354061325067,0,0,0,0,0,0,0,-0.00363688568579838,-0.0417348827407618,0,0,0,0,0,0
