,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X002466.SZ,X600188.SH,X600157.SH,X600362.SH,X600623.SH,X600886.SH,X600547.SH,X601992.SH,X600660.SH,X600299.SH,X600489.SH,X000792.SZ,X600309.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002075.SZ,X600549.SH,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X002470.SZ,X000983.SZ,X600021.SH,X600098.SH,X000012.SZ,X600176.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.10193902429453,0,0,0,0,0,0,0.00332775703150095,0,0,0.0372907218300928,-0.00446893584748426,0,0,0,0,0,0,0,0.117972369488281,0,0.0606807496981594,0,0,0,0,0,0,-0.0510827295526649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152872354458929,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.115026216065069,0,0,0,0,0,0,0,0.0286222760867317,-0.0160984818948541,0.0560201245125127,0,0,0,0,0,0,0,0,0.081975007723684,0,0.17338649561013,0,0,0,0,0,0,-0.0642005569453048,0,0,0,0,0,-0.0130846769528108,0,0,0,0,0,0,0,0,0,0.00863840017410798,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.309790295017791,0,0,0,0,0,0,0,0,0,0,0,0.0780192013575611,0,0,0,0,1.0842021724855e-19,0,0,0.000993472750426591,0,0,0,0,0,0,0,0,0.10976338662089,0,0,0,-0.0227669178365741,0,0,0,0,0,0,0,0,0.0320648607425446,0.117424976626267,0,-0.0315484236585723,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0847089294935506,0,0,0,0,0,0,-2.16840434497101e-19,0.00721696640164388,0.0199823450231695,0,0,0,0.0696901271120409,0,0,0,0,0,0.0483422078392891,0.0231412344478473,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00230458580756619,0,0,0,0,0,0,0,0,0,0,0.0451811727738213,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.231251477596142,0,0,0,0.275994039762662,0,0,0.00885401853591144,0.0529554492844208,0,0,0.0376947702224932,0,0,0,0,0.0023400727526106,0,0,0,0,0,0,0,0,0,0.00841205993414421,0,0.107701707929097,0,0,0,0.0217721916760084,0,0.0319226082085482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0138539038386022,0.114535126982447,0.226737867786571,0,0,0,0,0,0,0,0,0.0259826411525063,0,0,0,0,0,0,0,0,0.0344493533236472,0,0,0,0.0858310715269574,0,0.0771161195856387,0,0,0.0333015921205365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726390944966097,0.0219633076102623,0,0,0,0,0,0
X600585.SH,0,0,0.239281993954925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829706870974082,0,0,0.0781926484395153,0.35726856441513,0,0,-0.0829908194587701,0,0,0,0,0,0,0.115846637091168,0,0,0,0,0.294583527815835,0,0.0137554650818274,0,0,0,0,0,0,0,-0.0203616294969701,0,0,0,-0.0283846512828758,0,0.0671391879008988,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171988068879726,0,0,0,0,0,0,0,0,0,0,0,0.138888723496915,0,0,0.284369039636762,0,0,0,0,0,0.0382162652891108,0,0,0,0,0,0,0,0,0,0,0.0328665013224628,0.0116205661445281,0.206486931052296,0,-0.0644479713038157,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0673972006803291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139680846942322,0,0,0.0544458603659813,0,0.000457765701819447,0,0,0,0,0,0.15185469196091,0,0,0,0.0318058264956578,0.0790511696692608,0.071722892193409,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0322866606089504,-0.0536505602016035,0.0466224368199481,0,0,0,0,0,0,0,0.219152385840021,0,-0.0376756139911559,0,0,0,0,0,0,0,0.28097037485834,0,0,0,0,0,0,0.0378650764442531,0,0,0.221809043274749,-0.0616494158571959,0.0878652251055973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827641576184435,0,0,0,0,0
