,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X600111.SH,X002271.SZ,X601992.SH,X002460.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600583.SH,X002353.SZ,X600516.SH,X000898.SZ,X600299.SH,X600426.SH,X000883.SZ,X600489.SH,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000792.SZ,X000629.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0322355341987143,0.133433377982509,0,0,0,0,0,0,0,0,0,0.111218407355804,0,0,0.0479595638291616,0,0,0.0454863239091967,0,0.00152663724175801,0,0,0.105648703380662,0,0.0222020965131128,0,0,0,0,0.040336686596913,0,0,0,0,0,-0.0439657469368277,0,0,0,0,0,0,0,-0.0117524894522348,0.00186242230892673,0,0,0,0,0,0
X600028.SH,0.122259077343077,0,0,0,0,0,0,0,0,0.0281585131533057,0,0,0,0,0,0,0,0,0,0,0.0364806944243211,-0.00607956460074364,0,0,0,0,0,0.140947432036997,0,0,0.0411114688477775,0,-0.064103671237285,0,0,0.0858504972439529,0,0,0,0,0,0,0,-0.0115053822950467,0,0,0,0,0,0,0,0.00572587853262543,0.0101963797885557,0,0,0,0.0147092636803264,0,0
X601088.SH,0,0,0,0,0,0.407217790179054,0,0,0.0042651155852776,0.000295008845844534,0.11073196107162,0,0,0,0,0,0.159636616256897,0,0,0,0,0,0,-0.0312020355143967,0,0,0,0,0.0680914852396084,0,0,-0.104310845110544,0,0,0,0,0,0,0,0,0,-0.0333852435387824,0.0762881048514259,0,0,0,0,0,0,0,0,-0.0114577054377,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.151246120235117,0,0,-0.0299862995955896,0,-0.0428917920400315,0.0235022153921366,0,0,0,0,0.401282661198447,0,0,0,0,0,0.0925218134798853,0,0,0,0,0,-0.0346826265528662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166955364961561,-0.0233718586288544,0,0,0,0,0,0
X600309.SH,0,0,0,0.0633981165125078,0,0,0.065052963566429,0,-0.0758167884767997,0,0,-0.0415372018427123,0,0,0,0.132498407091,0.0231470629835253,0,0,0.00435398997491807,0,0,0,0,0.211331765238699,0,0,0,0,0,0,0,0.0980802566438538,0,0,0,0,0,0,0,0,0,0,-0.0985509709585153,0,0,0,0,0,0,0,-0.0301208898971784,0.0072737359653305,0,0,0,0,0,0
X600019.SH,0,0,0.240903775426066,0,0,0,0,0,0.0405815964348977,0,0,0,0,-0.0462521343949296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365359229944126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067850969985146,0,0.0126796985089287,0,0,0,0,0.0279218988313487,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0633912094739134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275289338948039,0,0.101281002643054,0,0.0881860515147889,-0.0244424817794311,0,0.0791069460056376,-8.67361737988404e-19,0,0,0,0.0559834610430111,0,0,0,0,0,0,0,0,0.0554859741823168,0,0,0,0,0,0,-0.156908319532078,-0.0264344254963702,0.0363352550555615,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199944368962616,0,0,0,0,0,0,0,0,0,0,0.0737206498148628,0,-0.10856692446599,0,0,0,0,0,0,0,0,1.31845196064031,0,0,0,0,0,0.170425928260802,0,0,0,-0.113342604488167,0,0,-0.077435220296844,-0.0284485659905375,0.0122964239343703,0,0,0,-0.0153138498926333,0,0
X000708.SZ,0,0,0.34668381202601,0,0,0,0,0,0,0,0,0,0,0,0,0.348070098954556,0.146813802399301,0,0,0,0,0,0,0,0,0,0,0.0190702659430097,0.266012719772518,0,0,0,0,0,0,0,0,0.396558804718812,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433908945920607,0,0,0,0,0.0785361594457373,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0160029830595234,0,0,0,0,0,0,0,0.503929646296139,0,0,0,0,0,0,-0.368799742936621,0,0,0,0,0.190726434926809,0,0,0,-0.0307541366159874,0,0,-0.0128677930890737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0853045560606531,0.0714286727269872,0,0,0,0.0713646037303161,0,0
X600886.SH,0,0,0,0,0,0,0,-0.210249785289512,0.105048418404529,0.234430800205373,0,0,0,0,0,0,0,0,0,0,0,0.0409792533186341,0,0,0,0,0,0,0.0344434202019969,0.142630146977801,0,6.7762635780344e-21,-0.184322935770294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00174291385320177,0,0,0,-0.015058352030706,0,0
X600010.SH,0,0,0,0,-0.0822827196133258,0,0,0,0.119919686700616,0,0,0,0,0,0,0.0621481842054571,0,0,0,0,0,0,0,0,0,0.0493219331547574,0,0.0772734462313195,0.0981431276248653,0.0846636547436045,0,-0.0247730445260657,0.0192696258769749,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0665011431750801,0,0,0,0.167240212511757,0,0
X601600.SH,0,0,0,0.170251065458573,0,0,0,0,0,-0.0306948715726577,0,0,0,0.0159481706169045,0,0,0,0,0,0,0,0.036509222578808,0,0,0.0479308701605609,0,0,0.128713996600753,0,0,0,0.0275956150316969,0,0,0,0,0,0,0,0,0,-0.00916869561478252,0.0741909085547789,0,0,0,0,0,0.0545873214054113,0,0,0.0209706015020587,0,0,0,0,0.0135861935896237,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0340193200667339,-0.0651837693665503,0,0.11675334532431,0.0413596694317822,0,0,0.0460228334972496,0,0,0,-0.0347906456437634,0,0,0,0,0.0566202821670218,0.0147624240111951,0,0.030592098986734,0,0,0,-0.0492969190911692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135157335482532,0.0161087549459682,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0601501115972574,0,0,0,0,0,0,0,0.0394817643098989,0,0,0,0,0,0,0.0783787972610133,0,0.107659521841246,0.0306274974051873,0.0588730799797314,0.0057251812145191,0.0638562817620164,0,0,0.101171993842039,0,0,0,0,0.00590519583341143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232156371077928,0,0,0,0,0,0
X600801.SH,0,0,0.194935811733878,0,0,0,0.0276969704434037,0,0,8.67361737988404e-19,0.0207495892245228,-0.144000532503146,0,0,0,0,0,0,0,0,0,0,0.0134501607123952,0,0,0,0,0,0.0420469912263936,0.128803960235361,1.73472347597681e-18,0,0.0632903442875328,0,0.0298655339621787,0,0,0,0,0,0,0,0.130586310037215,0,0,0,0,0,0,0,0,0.0118786612942908,0,0,0,0,0.0625394980955621,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.24601970520565,0,0,0,0,0,0,0,0,0,0,0,-0.0413451127229044,0.0246839991774835,-0.116745054311898,0,0.164884806298544,0,0,0,-0.0298660910919752,0,0,0,0,0.0343353286375559,0,0,0,0,0,0,0,0,0,0.0390188631588995,0,0.270770815381335,0,0,0,0.0672604185723215,-0.0129978263266883,0,0,0,0,0.0614674360286646,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0329144833006201,0,0.000663803872143265,0.0992250032925545,0,0,0,0,-0.0278625372070998,0,0,0,0,0,0.0260140707467018,0,0,0,0,0.0438637137493719,0.0750789610659939,0,0,0.126067037731852,0,0.0267165814784492,0,0,0,0,0,0,0,0,0,0,-0.0159426914766274,0,1.0842021724855e-19,0,0,0,0,0,0.0103265572396115,-0.0352070087688226,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0675132259861283,0,0,0.080235400192021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355788009011889,0.0646987291984116,0,0.0520558820487037,0.114083190715106,0,0,0.0643466310005242,0,0,0,0,0,0,0,0.0230696149712828,0,0,0,0,0,0.0255278241010462,0,-0.017815067155409,0.0568754110123637,0,0,0,0.0899338273242134,0,0
