,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X601991.SH,X002466.SZ,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X601600.SH,X600362.SH,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X002460.SZ,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X600299.SH,X600426.SH,X000709.SZ,X000408.SZ,X002110.SZ,X000792.SZ,X000883.SZ,X600315.SH,X600808.SH,X000830.SZ,X601158.SH,X000932.SZ,X600801.SH,X600219.SH,X601699.SH,X002271.SZ,X000539.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.238908196175699,0,0,0,0,0,0,0,0,0,0,0,0.0688483175947948,0,0,0,0,0,0,0.070558700579242,0,0,0,0.0352665982960766,0,0,0,0,0,0,0,0,0,0,0.0257448815803104,0,0.0177601634476773,0,0.154907273316987,0,0,0,0,0.0859625075886665,0,0,0.0644042675487882,0,0.0071956322572532,0.0181622535392728,0,0,0,0,0,0
X600028.SH,0.292768339678891,0,0.0852304108959206,0,0,0,0,0,0,0,0,-0.0534138410691536,0,0.149896785077472,0,0,0,0,0,-0.079532832170542,-0.130174797504984,0,0,0,0,0,-0.153163276726553,-0.0931607317444922,0,0,-0.0773661280515063,0.0161219435507916,0,0,0,0.12213954799982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112196511525883,0,0,-0.00502775234737894,0,0.139288930969009,0,0
X601088.SH,0,0.0573690559398435,0,0.214274360052924,0,0,0,0,0,0,0,0,0.0926704261407692,0.566264642361177,0,0,0,0,0,0,0.0270463095743612,0,0,0,0,0,-0.0400755872330393,0,0,-0.0850829368919361,0,0,0,0,-0.171982473168714,0,0,0,0,0,0,0,0,0,0.0102209236578663,0.00696721200858068,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.41838256011056,0,0,0.0550764502287959,0,0,0,0,0,0.11972315760412,0.0752258022629858,-0.148390162707437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153544372021863,0,0,0,0,0,0,0,0.142535004597285,0,0.0807830221324687,0,0,0.364090627209317,0,0,0,0,0.0540616038117621,0,-0.0214092893767743,0.021522252302621,0,0,0,0.0706675773508973,0,0
X600019.SH,0,0,0,0,0,0.132931353083771,0,0,0,0,0,0,0,0.395928218640321,0,0,0.0492308045393902,0,0,-0.0358674032681167,0,0,0,0.0827402621851014,0,0,-0.030141948557691,0,0,0,0,0,0,0,0,0,0,0,0.121101662251253,0,0,0,0,0,0.00542545162820543,0,0,0,0,-0.00232860842515347,0.0680098894872082,0,0,0,0.125189977343355,0,0
X600309.SH,0,0,0.330338802857211,0,0,0,0,0.0875082331048151,0,0,0,-0.20942932181748,0,0,0,0,0,0,0,0,0,0,-0.0388822421807469,0,0,0,0,0,0,0.112705287603326,0.0784631582021195,-0.063532415556832,0,0,0,0,0,-3.46944695195361e-18,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.121980445456437,0,0.0504343739915306,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0149489957825252,0,0,0,0,0,0,0,0,0,0,0.059563678886328,0,0.0121844658085165,0.165230367426938,0.0854188380768388,0,0,0,0,0,0.0293506729618213,0,0,0,0,0.00812787924372801,0,0,0,0.0500730395114272,0,0,0,0,0,0,0,0,0,0,0,0.00980017726088298,-0.0266523401092237,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.827345656064667,0,0.209179859249784,0,0,0,0,0,0.302215521196101,0,0.395820994771086,0.125786199365645,0,0,0,0,-0.171103401664068,0,0,0,0,0,0,0,0,0,0,0,0.327991667327463,0,0,0,0,0,0,-0.175897478855211,0,-0.303557185979142,0,0.0187599315013663,-0.0868107821156318,0,0,0,-0.295539294510943,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.324093111201061,0,0,0,0,0,0,0,0,0.331094170125602,0,0,0,0,0.0769845640919075,-0.187190705806055,0,0,-0.0165320441116006,0,0,0,-0.0286562334985213,0,0,0,0,0,-0.058449491771909,0,0,0,-0.315429612414299,0,0.00853815708588231,0.0147691746567883,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0103106150855471,0,0,0,0,0,0,0.0553817788068978,0,0,0.0996607996949848,0,0,0.171716639207459,0,0,0.00181869012635272,0,0,0,0,0.0847142416103128,0.118367981738668,0,0.0145221334861742,0,0.0349289393403587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601103190784847,0,-0.00348946316868226,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0676832375544553,0.0253194472082261,0,0,0,0,0,0,0,0,0.039859428618168,0,0,0,0,0.221573079022915,0.0599780265555563,0,0.0269317438202509,0,0,0,0,-0.00716264126037939,0,0,0,0.0458727784169284,0,0.0646269629379086,0,0.0364054930597365,0,0,0,0.0389939075299597,0,0,0,0,0,0,0,0.00803545546104073,-0.04826985929574,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0767941687413762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465049363964436,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.121209813608095,0,0,0,0,0,-0.340624652048551,0.144585683155295,0,0,-0.501116578642878,0,0,0.239541506751958,0,-0.0950352539905892,0,0.0683049403830641,-0.0330148684897316,0,0,0,0,0,0
X600688.SH,0.0732209236838519,0.26363725812828,0,0,0,0,0.0165106246277932,0.0429042591002934,0,0,0,0.026871419471422,0,0,0,0,0.0290725002455958,0.111322617852633,0,0,0,0,0,0,0,0,-0.0436992331014295,0,0,0,0,0,0,0,0,0,0,0,0,0.0573182732324397,0,0,0,0,0,0,0,0.0317308096207699,0,0.0169502194501997,0.0141176602217891,0,0,0,0,0,0
X600188.SH,0.0982080606481188,0,0.156988865520309,0,0.0965957113703712,0,0,0,0,0,0,0,0,0,0,0,0.159029594538793,0,0,-0.0843647553826399,0,-0.256595792578333,0,0,0,0,0,0.145927992116038,0,0.0539250784863071,0,0,0,0,0,0.0121420447024014,0,0,0,0,0,0,0,0,0.752399819846667,0,0,0,0,-0.0373446686067539,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0222302518368081,0,0,0,0,0,0,0,0.0562855727530497,0,0,0,0,0,0.0494912361765582,0,0,4.33680868994202e-19,0,0,0.0716893005371178,0.0200371364447404,0,0,0,0.201656849507185,0.122035050650178,0,0.0276684465610802,0,0,0.0162229512660372,0,0,0,0,0,0,0,0,0,0,0.00265256820429464,-0.0150411529921951,0,0,0,-0.0173792464512061,0,0
X600886.SH,0,0,0,0,-0.151787300631265,0,0,0,0,0,0,-0.013517659491771,0,0,0,0,0,0,0,0,0,0.19777754246106,-0.047409730572699,0,0.117418720005712,0,0,0.102160611714326,0,0.126060150973697,0.124392483199735,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0343658371354798,0,0.00125919969624586,-0.0103350416854497,0,0,0,0,0,0
X601600.SH,0,0,-0.079608952213856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158557146896825,0,0,0,0,0,0,0,0.110085082454175,-0.252253942821696,0,-0.0755138360784636,0,0,0,0,0,0.199616338604674,0,0,0,0,0,0.18974299996523,0.506501795390996,-0.00303282209313563,0,0,-0.171124299226287,0,0,0,0,0,0.00956153388484172,0,0
X600362.SH,0,0,0.0203900194705908,0,0,0.138200633795092,0,0,0,0,0,0,0,0,0,0,0.283767479333847,0,-0.020413469749133,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0572271333118961,0,0,0,0,0.143305967299652,0,0,0,0,0,0,-0.0814868400702087,0,0.179264788140012,0.0675179897992367,0,0,0,0.00788736402512466,0,0,0,0,-0.103745894063258,0,0
X300072.SZ,0,-0.0756213014000513,0,0,-0.17370883489881,-0.207113748453718,0,0,0,0,0,0,0,0,0,0.213689217453593,0,0,0,0.198870068308954,0.552977071501725,0,-0.0816583776908585,0,0.0302141892463096,0,0.241577983361565,0,0.149815418616911,0,0,0.00788940645309749,0,0.158502263896346,0,0.188723164724114,0,0,0,0,0,0,0,0,-0.229613930058101,0,0,0,0,0.0354821158131785,-0.108851077072955,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157795227108848,0,0,0,0,0,-0.169199879272439,0,0,0,0,0.103074422050089,0.136759293455274,0,0,0,0.129040674934892,0,0,0,0.193312421353861,0,-0.0900091733611576,0,0.231964999509223,0,0.0664467280963822,0,0.16814173803139,0,0,0,0.122423866228446,0,-0.00740300475300868,-0.0474175029402845,0,0,0,0,0,0
